"",BBK01.OEAE19N,BBK01.OEAE19N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:40,
2002-01,10.941,
2002-04,11.238,
2002-07,11.045,
2002-10,10.956,
2003-01,11.989,
2003-04,11.693,
2003-07,11.126,
2003-10,10.308,
2004-01,10.053,
2004-04,10.294,
2004-07,10.421,
2004-10,10.000,
2005-01,10.199,
2005-04,10.638,
2005-07,11.215,
2005-10,11.554,
2006-01,12.039,
2006-04,12.630,
2006-07,13.224,
2006-10,13.207,
2007-01,13.223,
2007-04,12.961,
2007-07,12.505,
2007-10,12.686,
2008-01,13.581,
2008-04,14.206,
2008-07,13.590,
2008-10,13.228,
2009-01,12.126,
2009-04,11.848,
2009-07,11.937,
2009-10,11.857,
2010-01,12.210,
2010-04,11.561,
2010-07,12.090,
2010-10,12.894,
2011-01,12.251,
2011-04,11.971,
2011-07,11.843,
2011-10,11.697,
2012-01,11.684,
2012-04,10.838,
2012-07,10.462,
2012-10,10.609,
2013-01,10.078,
2013-04,10.148,
2013-07,9.902,
2013-10,9.943,
2014-01,10.003,
2014-04,10.400,
2014-07,10.029,
