"",BBK01.OEAF04Q,BBK01.OEAF04Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:09:22,
2002-01,19.181,
2002-04,19.161,
2002-07,18.053,
2002-10,18.072,
2003-01,18.206,
2003-04,22.324,
2003-07,24.529,
2003-10,24.195,
2004-01,23.166,
2004-04,21.399,
2004-07,21.553,
2004-10,21.498,
2005-01,21.812,
2005-04,21.807,
2005-07,21.799,
2005-10,21.776,
2006-01,21.818,
2006-04,24.594,
2006-07,21.703,
2006-10,21.488,
2007-01,21.770,
2007-04,21.205,
2007-07,15.133,
2007-10,15.080,
2008-01,15.041,
2008-04,15.048,
2008-07,14.833,
2008-10,14.687,
2009-01,14.548,
2009-04,15.379,
2009-07,15.339,
2009-10,15.024,
2010-01,15.553,
2010-04,15.469,
2010-07,15.915,
2010-10,15.737,
2011-01,15.013,
2011-04,14.990,
2011-07,15.054,
2011-10,14.900,
2012-01,14.885,
2012-04,15.029,
2012-07,15.135,
2012-10,15.215,
2013-01,15.254,
2013-04,15.271,
2013-07,15.304,
2013-10,15.327,
2014-01,15.825,
2014-04,15.920,
2014-07,16.013,
