"",BBK01.OUG076,BBK01.OUG076_FLAGS
"",Securities portfolios / Bonds and debt securities / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:48:25,
1965-01,2.450,
1965-02,2.548,
1965-03,2.587,
1965-04,2.614,
1965-05,2.614,
1965-06,2.558,
1965-07,2.565,
1965-08,2.561,
1965-09,2.528,
1965-10,2.475,
1965-11,2.469,
1965-12,2.407,
1966-01,2.390,
1966-02,2.414,
1966-03,2.374,
1966-04,2.354,
1966-05,2.349,
1966-06,2.335,
1966-07,2.285,
1966-08,2.278,
1966-09,2.302,
1966-10,2.323,
1966-11,2.328,
1966-12,2.456,
1967-01,2.695,
1967-02,2.689,
1967-03,2.774,
1967-04,2.825,
1967-05,2.869,
1967-06,2.941,
1967-07,3.070,
1967-08,3.174,
1967-09,3.247,
1967-10,3.397,
1967-11,3.478,
1967-12,3.472,
1968-01,3.514,
1968-02,3.506,
1968-03,3.544,
1968-04,3.499,
1968-05,3.613,
1968-06,3.924,
1968-07,4.102,
1968-08,4.268,
1968-09,4.404,
1968-10,4.577,
1968-11,4.662,
1968-12,4.858,
1969-01,4.804,
1969-02,5.080,
1969-03,5.224,
1969-04,5.425,
1969-05,5.520,
1969-06,5.410,
1969-07,5.436,
1969-08,5.605,
1969-09,5.682,
1969-10,5.856,
1969-11,5.894,
1969-12,5.770,
1970-01,5.648,
1970-02,5.647,
1970-03,5.633,
1970-04,5.688,
1970-05,5.676,
1970-06,5.544,
1970-07,5.561,
1970-08,5.426,
1970-09,5.352,
1970-10,5.297,
1970-11,5.296,
1970-12,5.454,
1971-01,5.462,
1971-02,5.352,
1971-03,5.293,
1971-04,5.345,
1971-05,5.522,
1971-06,5.427,
1971-07,5.315,
1971-08,5.299,
1971-09,5.319,
1971-10,5.389,
1971-11,5.233,
1971-12,5.306,
1972-01,5.335,
1972-02,5.450,
1972-03,5.363,
1972-04,5.342,
1972-05,5.282,
1972-06,5.144,
1972-07,5.330,
1972-08,5.449,
1972-09,5.638,
1972-10,5.679,
1972-11,5.692,
1972-12,5.693,
1973-01,5.741,
1973-02,5.942,
1973-03,6.028,
1973-04,5.842,
1973-05,5.723,
1973-06,5.868,
1973-07,6.067,
1973-08,6.315,
1973-09,6.447,
1973-10,6.496,
1973-11,6.629,
1973-12,6.733,
1974-01,6.782,
1974-02,6.771,
1974-03,6.738,
1974-04,6.774,
1974-05,6.909,
1974-06,6.942,
1974-07,7.043,
1974-08,7.360,
1974-09,7.440,
1974-10,7.446,
1974-11,7.668,
1974-12,8.024,
1975-01,7.872,
1975-02,7.810,
1975-03,7.793,
1975-04,7.948,
1975-05,8.087,
1975-06,8.072,
1975-07,8.058,
1975-08,8.065,
1975-09,7.773,
1975-10,7.834,
1975-11,8.029,
1975-12,8.574,
1976-01,8.536,
1976-02,8.473,
1976-03,8.443,
1976-04,8.378,
1976-05,8.617,
1976-06,8.553,
1976-07,8.606,
1976-08,8.788,
1976-09,9.063,
1976-10,9.286,
1976-11,9.665,
1976-12,9.857,
1977-01,9.678,
1977-02,9.754,
1977-03,9.992,
1977-04,10.458,
1977-05,10.459,
1977-06,10.967,
1977-07,11.328,
1977-08,11.649,
1977-09,11.789,
1977-10,12.289,
1977-11,12.783,
1977-12,13.310,
1978-01,12.916,
1978-02,13.323,
1978-03,13.421,
1978-04,13.743,
1978-05,13.680,
1978-06,14.110,
1978-07,13.981,
1978-08,14.447,
1978-09,14.999,
1978-10,15.126,
1978-11,15.470,
1978-12,15.518,
1979-01,15.247,
1979-02,15.474,
1979-03,15.768,
1979-04,15.662,
1979-05,15.461,
1979-06,15.527,
1979-07,15.612,
1979-08,15.450,
1979-09,15.239,
1979-10,15.494,
1979-11,16.030,
1979-12,15.794,
1980-01,15.789,
1980-02,15.736,
1980-03,15.789,
1980-04,15.912,
1980-05,15.760,
1980-06,15.959,
1980-07,16.316,
1980-08,16.491,
1980-09,16.852,
1980-10,17.223,
1980-11,17.389,
1980-12,17.797,
1981-01,17.429,
1981-02,17.000,
1981-03,16.906,
1981-04,16.609,
1981-05,16.286,
1981-06,16.154,
1981-07,16.218,
1981-08,16.118,
1981-09,16.341,
1981-10,16.535,
1981-11,16.836,
1981-12,17.334,
1982-01,17.389,
1982-02,17.289,
1982-03,17.667,
1982-04,17.904,
1982-05,18.245,
1982-06,18.233,
1982-07,17.860,
1982-08,18.076,
1982-09,18.398,
1982-10,18.830,
1982-11,19.164,
1982-12,19.343,
1983-01,19.785,
1983-02,19.267,
1983-03,19.630,
1983-04,19.971,
1983-05,20.685,
1983-06,20.791,
1983-07,20.515,
1983-08,20.646,
1983-09,20.481,
1983-10,20.411,
1983-11,20.455,
1983-12,20.937,
1984-01,20.176,
1984-02,20.281,
1984-03,20.484,
1984-04,20.655,
1984-05,20.810,
1984-06,21.011,
1984-07,21.102,
1984-08,21.137,
1984-09,22.327,
1984-10,22.263,
1984-11,23.192,
1984-12,23.419,
1985-01,22.626,
1985-02,22.709,
1985-03,21.984,
1985-04,22.321,
1985-05,22.084,
1985-06,21.930,
1985-07,22.873,
1985-08,23.064,
1985-09,23.269,
1985-10,23.642,
1985-11,24.375,
1985-12,24.160,
1986-01,24.635,
1986-02,24.555,
1986-03,24.298,
1986-04,24.475,
1986-05,25.166,
1986-06,24.914,
1986-07,25.153,
1986-08,25.081,
1986-09,25.185,
1986-10,25.171,
1986-11,24.655,
1986-12,24.465,
1987-01,23.354,
1987-02,23.449,
1987-03,23.185,
1987-04,23.031,
1987-05,23.357,
1987-06,23.219,
1987-07,23.282,
1987-08,23.380,
1987-09,23.136,
1987-10,23.162,
1987-11,23.743,
1987-12,24.410,
1988-01,24.208,
1988-02,24.574,
1988-03,24.645,
1988-04,24.266,
1988-05,24.335,
1988-06,24.097,
1988-07,24.186,
1988-08,24.592,
1988-09,24.733,
1988-10,25.174,
1988-11,25.708,
1988-12,25.486,
1989-01,25.523,
1989-02,26.124,
1989-03,26.284,
1989-04,26.040,
1989-05,26.339,
1989-06,26.176,
1989-07,26.134,
1989-08,25.708,
1989-09,26.160,
1989-10,26.759,
1989-11,26.783,
1989-12,27.026,
1990-01,26.704,
1990-02,27.505,
1990-03,28.543,
1990-04,29.330,
1990-05,30.680,
1990-06,30.740,
1990-07,30.666,
1990-08,33.268,
1990-09,35.881,
1990-10,43.845,
1990-11,47.265,
1990-12,47.663,
1991-01,46.252,
1991-02,46.512,
1991-03,48.588,
1991-04,48.359,
1991-05,48.240,
1991-06,47.287,
1991-07,46.681,
1991-08,46.922,
1991-09,47.302,
1991-10,46.645,
1991-11,47.011,
1991-12,48.229,
1992-01,48.404,
1992-02,48.373,
1992-03,50.823,
1992-04,51.249,
1992-05,52.010,
1992-06,52.441,
1992-07,52.754,
1992-08,53.375,
1992-09,54.464,
1992-10,56.153,
1992-11,57.182,
1992-12,58.250,
1993-01,60.193,
1993-02,61.365,
1993-03,62.471,
1993-04,62.577,
1993-05,63.956,
1993-06,63.788,
1993-07,63.373,
1993-08,61.944,
1993-09,62.715,
1993-10,65.026,
1993-11,65.465,
1993-12,66.780,
1994-01,66.164,
1994-02,68.648,
1994-03,68.666,
1994-04,69.894,
1994-05,70.084,
1994-06,69.080,
1994-07,70.306,
1994-08,71.170,
1994-09,69.656,
1994-10,70.089,
1994-11,70.035,
1994-12,68.868,
1995-01,66.696,
1995-02,67.531,
1995-03,65.374,
1995-04,66.413,
1995-05,68.001,
1995-06,68.928,
1995-07,67.396,
1995-08,67.156,
1995-09,69.455,
1995-10,70.656,
1995-11,72.387,
1995-12,74.796,
1996-01,77.029,
1996-02,76.600,
1996-03,76.018,
1996-04,76.308,
1996-05,77.595,
1996-06,77.668,
1996-07,76.917,
1996-08,76.766,
1996-09,78.074,
1996-10,79.154,
1996-11,81.136,
1996-12,79.008,
1997-01,83.140,
1997-02,85.250,
1997-03,86.526,
1997-04,87.569,
1997-05,88.297,
1997-06,89.438,
1997-07,91.038,
1997-08,90.162,
1997-09,89.298,
1997-10,87.893,
1997-11,89.388,
1997-12,87.713,
1998-01,91.477,
1998-02,90.762,
1998-03,93.326,
1998-04,95.333,
1998-05,94.572,
1998-06,95.956,
1998-07,99.079,
1998-08,101.300,
1998-09,101.125,
1998-10,107.727,
1998-11,111.181,
1998-12,109.885,
1999-01,122.239,
1999-02,123.819,
1999-03,125.043,
1999-04,126.272,
1999-05,129.884,
1999-06,133.637,
1999-07,137.598,
1999-08,138.880,
1999-09,138.778,
1999-10,142.491,
1999-11,145.358,
1999-12,142.846,
2000-01,146.218,
2000-02,147.756,
2000-03,149.452,
2000-04,152.269,
2000-05,154.993,
2000-06,155.349,
2000-07,161.245,
2000-08,162.005,
2000-09,162.540,
2000-10,165.405,
2000-11,163.882,
2000-12,160.698,
2001-01,163.976,
2001-02,167.631,
2001-03,169.353,
2001-04,174.310,
2001-05,182.418,
2001-06,186.126,
2001-07,187.655,
2001-08,188.152,
2001-09,188.785,
2001-10,190.663,
2001-11,188.909,
2001-12,194.471,
2002-01,196.098,
2002-02,195.342,
2002-03,198.841,
2002-04,200.302,
2002-05,201.478,
2002-06,202.678,
2002-07,208.533,
2002-08,201.779,
2002-09,198.400,
2002-10,201.543,
2002-11,201.928,
2002-12,198.664,
2003-01,191.287,
2003-02,190.458,
2003-03,195.220,
2003-04,192.603,
2003-05,193.462,
2003-06,196.059,
2003-07,204.855,
2003-08,204.568,
2003-09,207.257,
2003-10,211.958,
2003-11,217.000,
2003-12,217.176,
2004-01,221.263,
2004-02,227.201,
2004-03,232.150,
2004-04,235.656,
2004-05,238.776,
2004-06,240.240,
2004-07,245.148,
2004-08,247.226,
2004-09,248.908,
2004-10,250.661,
2004-11,252.876,
2004-12,221.130,
2005-01,222.617,
2005-02,225.847,
2005-03,225.729,
2005-04,230.720,
2005-05,230.985,
2005-06,236.513,
2005-07,236.836,
2005-08,237.424,
2005-09,235.204,
2005-10,234.104,
2005-11,234.469,
2005-12,233.699,
2006-01,233.235,
2006-02,235.401,
2006-03,235.783,
2006-04,235.294,
2006-05,237.431,
2006-06,247.486,
2006-07,246.672,
2006-08,242.546,
2006-09,253.598,
2006-10,260.147,
2006-11,268.164,
2006-12,265.560,
2007-01,271.737,
2007-02,273.025,
2007-03,274.597,
2007-04,276.527,
2007-05,275.729,
2007-06,278.779,
2007-07,278.996,
2007-08,273.847,
2007-09,273.563,
2007-10,282.349,
2007-11,282.496,
2007-12,281.954,
2008-01,279.693,
2008-02,277.159,
2008-03,290.868,
2008-04,288.611,
2008-05,293.872,
2008-06,295.730,
2008-07,292.600,
2008-08,294.077,
2008-09,287.042,
2008-10,285.383,
2008-11,282.762,
2008-12,277.274,
2009-01,277.134,
2009-02,285.236,
2009-03,287.579,
2009-04,289.662,
2009-05,290.635,
2009-06,300.001,
2009-07,300.823,
2009-08,302.409,
2009-09,301.788,
2009-10,300.040,
2009-11,300.038,
2009-12,293.795,
2010-01,293.871,
2010-02,290.871,
2010-03,293.081,
2010-04,295.617,
2010-05,266.136,
2010-06,271.039,
2010-07,263.539,
2010-08,262.401,
2010-09,264.232,
2010-10,266.634,
2010-11,265.804,
2010-12,261.949,
2011-01,261.821,
2011-02,259.781,
2011-03,260.776,
2011-04,259.600,
2011-05,259.752,
2011-06,256.760,
2011-07,251.484,
2011-08,249.931,
2011-09,248.612,
2011-10,246.785,
2011-11,244.771,
2011-12,243.949,
2012-01,243.436,
2012-02,241.061,
2012-03,242.381,
2012-04,240.605,
2012-05,236.612,
2012-06,236.710,
2012-07,234.513,
2012-08,230.986,
2012-09,230.306,
2012-10,221.885,
2012-11,221.546,
2012-12,217.187,
2013-01,217.571,
2013-02,215.100,
2013-03,214.430,
2013-04,215.396,
2013-05,211.801,
2013-06,211.099,
2013-07,208.986,
2013-08,208.351,
2013-09,207.371,
2013-10,207.938,
2013-11,212.666,
2013-12,213.084,
2014-01,211.514,
2014-02,210.913,
2014-03,210.314,
2014-04,209.319,
2014-05,212.251,
2014-06,208.186,
2014-07,208.797,
2014-08,206.592,
2014-09,207.166,
2014-10,204.456,
2014-11,205.906,
2014-12,194.785,Provisional value
