"",BBK01.OEAH15S,BBK01.OEAH15S_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:30:13,
2002-01,27.089,
2002-04,26.957,
2002-07,26.974,
2002-10,27.959,
2003-01,27.525,
2003-04,27.331,
2003-07,27.432,
2003-10,28.424,
2004-01,28.017,
2004-04,28.028,
2004-07,28.096,
2004-10,27.596,
2005-01,28.756,
2005-04,28.708,
2005-07,28.741,
2005-10,29.747,
2006-01,29.380,
2006-04,29.360,
2006-07,29.364,
2006-10,30.458,
2007-01,30.427,
2007-04,30.518,
2007-07,30.717,
2007-10,31.626,
2008-01,31.294,
2008-04,31.489,
2008-07,31.592,
2008-10,32.795,
2009-01,32.895,
2009-04,33.178,
2009-07,33.243,
2009-10,34.377,
2010-01,34.438,
2010-04,34.972,
2010-07,35.498,
2010-10,36.243,
2011-01,35.859,
2011-04,35.857,
2011-07,36.112,
2011-10,37.921,
2012-01,37.725,
2012-04,37.882,
2012-07,38.729,
2012-10,39.264,
2013-01,38.898,
2013-04,39.796,
2013-07,40.169,
2013-10,40.741,
2014-01,40.778,
2014-04,41.242,
2014-07,41.966,
