"",BBK01.OEAA05M,BBK01.OEAA05M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:40,
2002-01,205.943,
2002-04,200.095,
2002-07,202.297,
2002-10,204.331,
2003-01,206.376,
2003-04,218.898,
2003-07,222.012,
2003-10,222.409,
2004-01,222.568,
2004-04,222.142,
2004-07,220.815,
2004-10,218.973,
2005-01,224.298,
2005-04,226.891,
2005-07,227.781,
2005-10,228.030,
2006-01,229.472,
2006-04,231.836,
2006-07,224.512,
2006-10,227.117,
2007-01,230.720,
2007-04,228.377,
2007-07,230.109,
2007-10,231.928,
2008-01,229.367,
2008-04,232.197,
2008-07,235.018,
2008-10,236.083,
2009-01,237.614,
2009-04,241.301,
2009-07,243.784,
2009-10,245.277,
2010-01,246.565,
2010-04,246.754,
2010-07,246.341,
2010-10,248.679,
2011-01,246.447,
2011-04,247.316,
2011-07,250.159,
2011-10,252.508,
2012-01,252.065,
2012-04,257.041,
2012-07,257.829,
2012-10,258.735,
2013-01,257.738,
2013-04,258.002,
2013-07,256.591,
2013-10,256.639,
2014-01,256.180,
2014-04,255.573,
2014-07,257.091,
