"",BBK01.OU1260,BBK01.OU1260_FLAGS
"",Lending to domestic banks (MFIs) / total / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:55,
1958-12,0.780,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.983,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.968,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,1.108,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,1.582,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,1.888,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,1.883,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,2.290,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,2.159,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,2.448,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,2.258,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,2.591,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,2.313,
1965-01,2.231,
1965-02,2.362,
1965-03,2.528,
1965-04,2.530,
1965-05,2.464,
1965-06,2.591,
1965-07,2.458,
1965-08,2.409,
1965-09,2.579,
1965-10,2.490,
1965-11,2.301,
1965-12,2.513,
1966-01,2.560,
1966-02,2.519,
1966-03,2.626,
1966-04,2.380,
1966-05,2.316,
1966-06,2.449,
1966-07,2.306,
1966-08,2.282,
1966-09,2.521,
1966-10,2.180,
1966-11,2.215,
1966-12,2.375,
1967-01,2.311,
1967-02,2.348,
1967-03,2.578,
1967-04,2.379,
1967-05,2.362,
1967-06,2.480,
1967-07,2.434,
1967-08,2.375,
1967-09,2.436,
1967-10,2.447,
1967-11,2.483,
1967-12,2.779,
1968-01,3.051,
1968-02,3.001,
1968-03,3.138,
1968-04,3.088,
1968-05,3.066,
1968-06,3.190,
1968-07,3.043,
1968-08,2.974,
1968-09,3.062,
1968-10,2.850,
1968-11,2.866,
1968-12,3.220,
1969-01,3.245,
1969-02,3.319,
1969-03,3.494,
1969-04,3.395,
1969-05,3.433,
1969-06,3.598,
1969-07,3.557,
1969-08,3.593,
1969-09,3.683,
1969-10,3.413,
1969-11,3.245,
1969-12,3.446,
1970-01,3.286,
1970-02,3.368,
1970-03,3.541,
1970-04,3.249,
1970-05,3.270,
1970-06,3.633,
1970-07,3.487,
1970-08,3.399,
1970-09,3.597,
1970-10,3.366,
1970-11,3.416,
1970-12,3.796,
1971-01,3.628,
1971-02,3.495,
1971-03,3.799,
1971-04,3.697,
1971-05,3.805,
1971-06,4.126,
1971-07,4.226,
1971-08,4.293,
1971-09,4.465,
1971-10,4.011,
1971-11,4.070,
1971-12,4.582,
1972-01,4.871,
1972-02,5.087,
1972-03,5.075,
1972-04,4.853,
1972-05,4.975,
1972-06,5.035,
1972-07,4.413,
1972-08,4.330,
1972-09,4.556,
1972-10,4.371,
1972-11,4.343,
1972-12,4.675,
1973-01,4.631,
1973-02,4.702,
1973-03,4.829,
1973-04,4.298,
1973-05,4.358,
1973-06,4.641,
1973-07,4.379,
1973-08,4.425,
1973-09,4.715,
1973-10,4.432,
1973-11,4.360,
1973-12,4.667,
1974-01,4.173,
1974-02,4.186,
1974-03,4.359,
1974-04,4.261,
1974-05,4.162,
1974-06,4.603,
1974-07,4.193,
1974-08,4.078,
1974-09,4.545,
1974-10,4.200,
1974-11,4.409,
1974-12,4.607,
1975-01,4.770,
1975-02,4.667,
1975-03,5.047,
1975-04,4.756,
1975-05,4.939,
1975-06,5.163,
1975-07,4.971,
1975-08,5.128,
1975-09,5.581,
1975-10,5.712,
1975-11,5.894,
1975-12,6.622,
1976-01,6.295,
1976-02,6.340,
1976-03,6.505,
1976-04,6.038,
1976-05,6.057,
1976-06,6.629,
1976-07,6.292,
1976-08,6.435,
1976-09,6.818,
1976-10,6.585,
1976-11,6.872,
1976-12,8.269,
1977-01,8.360,
1977-02,8.218,
1977-03,8.900,
1977-04,8.759,
1977-05,9.401,
1977-06,10.088,
1977-07,10.161,
1977-08,10.280,
1977-09,10.648,
1977-10,10.784,
1977-11,11.057,
1977-12,12.113,
1978-01,11.962,
1978-02,12.521,
1978-03,12.650,
1978-04,12.583,
1978-05,13.038,
1978-06,13.973,
1978-07,13.226,
1978-08,13.453,
1978-09,14.072,
1978-10,14.001,
1978-11,14.575,
1978-12,15.468,
1979-01,15.238,
1979-02,15.700,
1979-03,16.281,
1979-04,15.907,
1979-05,16.396,
1979-06,17.248,
1979-07,16.707,
1979-08,16.910,
1979-09,17.210,
1979-10,16.672,
1979-11,17.618,
1979-12,18.394,
1980-01,17.775,
1980-02,17.607,
1980-03,18.461,
1980-04,18.099,
1980-05,18.210,
1980-06,18.894,
1980-07,18.776,
1980-08,18.747,
1980-09,19.579,
1980-10,19.242,
1980-11,19.930,
1980-12,20.612,
1981-01,20.534,
1981-02,20.664,
1981-03,21.377,
1981-04,20.506,
1981-05,20.802,
1981-06,20.819,
1981-07,20.475,
1981-08,20.383,
1981-09,21.097,
1981-10,20.671,
1981-11,20.905,
1981-12,21.359,
1982-01,21.548,
1982-02,21.177,
1982-03,21.558,
1982-04,20.671,
1982-05,20.727,
1982-06,21.874,
1982-07,20.492,
1982-08,20.249,
1982-09,20.989,
1982-10,20.665,
1982-11,21.291,
1982-12,22.306,
1983-01,22.332,
1983-02,22.432,
1983-03,22.830,
1983-04,22.122,
1983-05,22.272,
1983-06,23.631,
1983-07,22.575,
1983-08,22.491,
1983-09,23.058,
1983-10,22.256,
1983-11,23.008,
1983-12,24.716,
1984-01,24.354,
1984-02,24.413,
1984-03,25.699,
1984-04,24.460,
1984-05,24.898,
1984-06,25.358,
1984-07,25.606,
1984-08,26.503,
1984-09,27.619,
1984-10,27.626,
1984-11,28.079,
1984-12,28.484,
1985-01,28.191,
1985-02,28.161,
1985-03,28.610,
1985-04,27.174,
1985-05,27.647,
1985-06,29.522,
1985-07,30.099,
1985-08,31.413,
1985-09,33.287,
1985-10,32.251,
1985-11,33.278,
1985-12,34.136,
1986-01,35.066,
1986-02,36.197,
1986-03,38.010,
1986-04,37.557,
1986-05,38.429,
1986-06,39.632,
1986-07,39.159,
1986-08,40.219,
1986-09,41.719,
1986-10,41.461,
1986-11,42.628,
1986-12,42.402,
1987-01,43.401,
1987-02,43.685,
1987-03,45.869,
1987-04,44.305,
1987-05,45.798,
1987-06,46.713,
1987-07,46.261,
1987-08,46.754,
1987-09,48.429,
1987-10,47.741,
1987-11,48.926,
1987-12,50.409,
1988-01,50.871,
1988-02,51.413,
1988-03,52.446,
1988-04,51.812,
1988-05,53.050,
1988-06,54.515,
1988-07,53.794,
1988-08,53.852,
1988-09,55.604,
1988-10,55.897,
1988-11,55.983,
1988-12,57.718,
1989-01,57.522,
1989-02,57.631,
1989-03,58.492,
1989-04,58.883,
1989-05,58.590,
1989-06,60.673,
1989-07,60.341,
1989-08,58.625,
1989-09,61.131,
1989-10,60.816,
1989-11,62.786,
1989-12,63.797,
1990-01,64.350,
1990-02,65.390,
1990-03,66.643,
1990-04,65.169,
1990-05,66.079,
1990-06,66.885,
1990-07,66.572,
1990-08,65.901,
1990-09,67.682,
1990-10,67.314,
1990-11,67.584,
1990-12,67.951,
1991-01,68.598,
1991-02,68.088,
1991-03,68.935,
1991-04,67.976,
1991-05,68.122,
1991-06,69.518,
1991-07,69.626,
1991-08,69.982,
1991-09,71.561,
1991-10,71.175,
1991-11,72.062,
1991-12,74.948,
1992-01,74.322,
1992-02,73.766,
1992-03,74.197,
1992-04,73.187,
1992-05,73.363,
1992-06,74.817,
1992-07,73.707,
1992-08,73.643,
1992-09,74.922,
1992-10,75.136,
1992-11,74.438,
1992-12,72.817,
1993-01,65.155,
1993-02,66.007,
1993-03,67.667,
1993-04,66.316,
1993-05,67.462,
1993-06,68.696,
1993-07,68.651,
1993-08,70.582,
1993-09,70.879,
1993-10,70.520,
1993-11,72.031,
1993-12,71.421,
1994-01,74.659,
1994-02,74.419,
1994-03,74.579,
1994-04,73.999,
1994-05,73.815,
1994-06,76.506,
1994-07,76.989,
1994-08,76.635,
1994-09,78.441,
1994-10,76.818,
1994-11,77.988,
1994-12,77.526,
1995-01,77.037,
1995-02,77.092,
1995-03,78.391,
1995-04,79.584,
1995-05,79.892,
1995-06,81.070,
1995-07,78.864,
1995-08,80.767,
1995-09,83.408,
1995-10,83.545,
1995-11,84.435,
1995-12,83.743,
1996-01,88.269,
1996-02,89.592,
1996-03,91.203,
1996-04,92.533,
1996-05,92.115,
1996-06,103.080,
1996-07,104.938,
1996-08,105.447,
1996-09,110.539,
1996-10,112.535,
1996-11,114.929,
1996-12,113.650,
1997-01,116.966,
1997-02,119.923,
1997-03,121.972,
1997-04,123.882,
1997-05,125.556,
1997-06,128.058,
1997-07,129.644,
1997-08,131.318,
1997-09,134.983,
1997-10,135.092,
1997-11,135.887,
1997-12,135.050,
1998-01,139.775,
1998-02,143.055,
1998-03,144.136,
1998-04,149.649,
1998-05,153.524,
1998-06,157.864,
1998-07,160.340,
1998-08,166.845,
1998-09,170.560,
1998-10,173.236,
1998-11,174.863,
1998-12,175.657,
1999-01,161.687,
1999-02,162.204,
1999-03,169.629,
1999-04,178.187,
1999-05,182.714,
1999-06,184.734,
1999-07,185.588,
1999-08,186.555,
1999-09,193.796,
1999-10,192.837,
1999-11,195.841,
1999-12,191.203,
2000-01,191.600,
2000-02,192.801,
2000-03,198.862,
2000-04,202.886,
2000-05,207.514,
2000-06,207.734,
2000-07,212.040,
2000-08,212.426,
2000-09,211.615,
2000-10,218.633,
2000-11,214.818,
2000-12,210.490,
2001-01,214.126,
2001-02,219.026,
2001-03,216.538,
2001-04,214.267,
2001-05,210.357,
2001-06,213.921,
2001-07,213.996,
2001-08,211.272,
2001-09,212.938,
2001-10,210.874,
2001-11,207.955,
2001-12,210.398,
2002-01,208.536,
2002-02,215.198,
2002-03,214.753,
2002-04,210.669,
2002-05,215.312,
2002-06,212.182,
2002-07,202.903,
2002-08,197.784,
2002-09,199.559,
2002-10,193.314,
2002-11,189.719,
2002-12,189.393,
2003-01,190.244,
2003-02,186.312,
2003-03,183.080,
2003-04,183.174,
2003-05,185.557,
2003-06,186.298,
2003-07,183.685,
2003-08,182.856,
2003-09,186.140,
2003-10,183.265,
2003-11,182.719,
2003-12,181.246,
2004-01,179.178,
2004-02,180.584,
2004-03,180.382,
2004-04,181.866,
2004-05,185.067,
2004-06,183.570,
2004-07,179.427,
2004-08,179.009,
2004-09,179.747,
2004-10,177.503,
2004-11,177.169,
2004-12,175.472,
2005-01,175.661,
2005-02,174.623,
2005-03,173.631,
2005-04,181.690,
2005-05,182.297,
