"",BBK01.TU2026,BBK01.TU2026_FLAGS
"",Foreign branches: Deposits of foreign non-banks (non-MFIs),
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:26,
1973-06,0.492,
1973-07,0.569,
1973-08,0.794,
1973-09,1.013,
1973-10,1.094,
1973-11,0.877,
1973-12,1.028,
1974-01,0.962,
1974-02,0.934,
1974-03,1.105,
1974-04,1.000,
1974-05,1.008,
1974-06,1.048,
1974-07,1.229,
1974-08,1.260,
1974-09,1.200,
1974-10,1.144,
1974-11,1.152,
1974-12,1.168,
1975-01,1.299,
1975-02,0.983,
1975-03,0.992,
1975-04,1.199,
1975-05,1.190,
1975-06,1.158,
1975-07,1.145,
1975-08,1.043,
1975-09,1.181,
1975-10,1.186,
1975-11,1.253,
1975-12,1.520,
1976-01,1.550,
1976-02,1.530,
1976-03,1.423,
1976-04,1.444,
1976-05,1.597,
1976-06,1.587,
1976-07,1.593,
1976-08,1.689,
1976-09,1.804,
1976-10,1.957,
1976-11,2.133,
1976-12,2.867,
1977-01,2.452,
1977-02,2.374,
1977-03,2.557,
1977-04,2.926,
1977-05,2.740,
1977-06,2.895,
1977-07,2.794,
1977-08,3.011,
1977-09,3.275,
1977-10,3.452,
1977-11,3.875,
1977-12,4.595,
1978-01,3.948,
1978-02,3.871,
1978-03,3.667,
1978-04,4.187,
1978-05,4.456,
1978-06,4.339,
1978-07,4.599,
1978-08,5.177,
1978-09,5.011,
1978-10,4.679,
1978-11,5.669,
1978-12,6.156,
1979-01,5.632,
1979-02,5.724,
1979-03,6.107,
1979-04,6.473,
1979-05,7.251,
1979-06,6.722,
1979-07,6.582,
1979-08,7.141,
1979-09,6.591,
1979-10,6.802,
1979-11,6.819,
1979-12,7.281,
1980-01,7.282,
1980-02,7.734,
1980-03,8.742,
1980-04,8.097,
1980-05,8.452,
1980-06,8.735,
1980-07,8.233,
1980-08,8.845,
1980-09,8.606,
1980-10,9.741,
1980-11,10.025,
1980-12,11.147,
1981-01,11.368,
1981-02,12.273,
1981-03,13.309,
1981-04,13.307,
1981-05,13.208,
1981-06,13.279,
1981-07,14.271,
1981-08,13.551,
1981-09,14.661,
1981-10,14.702,
1981-11,14.395,
1981-12,15.848,
1982-01,14.424,
1982-02,14.306,
1982-03,14.786,
1982-04,14.034,
1982-05,14.912,
1982-06,15.892,
1982-07,16.161,
1982-08,15.522,
1982-09,16.123,
1982-10,16.750,
1982-11,17.102,
1982-12,17.919,
1983-01,16.365,
1983-02,16.335,
1983-03,16.413,
1983-04,16.516,
1983-05,16.555,
1983-06,17.143,
1983-07,19.114,
1983-08,19.940,
1983-09,20.101,
1983-10,19.894,
1983-11,20.773,
1983-12,22.507,
1984-01,22.930,
1984-02,22.950,
1984-03,23.584,
1984-04,22.919,
1984-05,22.681,
1984-06,24.568,
1984-07,25.077,
1984-08,25.011,
1984-09,25.216,
1984-10,25.097,
1984-11,24.311,
1984-12,27.540,
1985-01,26.322,
1985-02,25.425,
1985-03,26.708,
1985-04,26.637,
1985-05,26.302,
1985-06,26.840,
1985-07,24.598,
1985-08,26.434,
1985-09,26.072,
1985-10,26.386,
1985-11,26.429,
1985-12,28.631,
1986-01,24.565,
1986-02,22.358,
1986-03,24.747,
1986-04,22.447,
1986-05,23.112,
1986-06,23.414,
1986-07,23.389,
1986-08,22.204,
1986-09,25.312,
1986-10,23.458,
1986-11,22.648,
1986-12,26.798,
1987-01,23.443,
1987-02,22.499,
1987-03,23.575,
1987-04,22.759,
1987-05,23.593,
1987-06,24.500,
1987-07,25.013,
1987-08,24.928,
1987-09,26.215,
1987-10,25.990,
1987-11,25.450,
1987-12,26.284,
1988-01,27.189,
1988-02,27.952,
1988-03,28.413,
1988-04,30.475,
1988-05,31.682,
1988-06,33.964,
1988-07,37.098,
1988-08,37.015,
1988-09,37.620,
1988-10,37.158,
1988-11,36.207,
1988-12,42.565,
1989-01,41.976,
1989-02,41.022,
1989-03,44.886,
1989-04,43.811,
1989-05,43.835,
1989-06,43.590,
1989-07,42.282,
1989-08,44.218,
1989-09,43.758,
1989-10,44.229,
1989-11,40.281,
1989-12,41.617,
1990-01,40.156,
1990-02,41.019,
1990-03,42.730,
1990-04,41.382,
1990-05,43.550,
1990-06,44.897,
1990-07,45.473,
1990-08,46.026,
1990-09,47.391,
1990-10,47.448,
1990-11,46.359,
1990-12,46.407,
1991-01,44.667,
1991-02,44.399,
1991-03,50.242,
1991-04,50.314,
1991-05,51.787,
1991-06,55.428,
1991-07,54.969,
1991-08,57.609,
1991-09,56.106,
1991-10,54.087,
1991-11,55.168,
1991-12,54.663,
1992-01,55.768,
1992-02,54.089,
1992-03,55.687,
1992-04,58.422,
1992-05,55.415,
1992-06,55.478,
1992-07,53.456,
1992-08,53.794,
1992-09,55.818,
1992-10,57.203,
1992-11,58.621,
1992-12,60.108,
1993-01,59.966,
1993-02,60.819,
1993-03,61.463,
1993-04,60.470,
1993-05,60.127,
1993-06,64.876,
1993-07,67.997,
1993-08,66.836,
1993-09,66.387,
1993-10,67.893,
1993-11,67.779,
1993-12,56.777,
1994-01,57.892,
1994-02,58.178,
1994-03,59.703,
1994-04,57.750,
1994-05,56.955,
1994-06,57.350,
1994-07,58.350,
1994-08,58.522,
1994-09,59.201,
1994-10,59.902,
1994-11,59.945,
1994-12,57.330,
1995-01,58.891,
1995-02,59.816,
1995-03,61.433,
1995-04,61.856,
1995-05,66.501,
1995-06,67.705,
1995-07,65.689,
1995-08,71.184,
1995-09,69.695,
1995-10,70.435,
1995-11,71.853,
1995-12,70.109,
1996-01,80.278,
1996-02,85.289,
1996-03,89.685,
1996-04,90.600,
1996-05,95.186,
1996-06,96.435,
1996-07,95.002,
1996-08,99.324,
1996-09,103.790,
1996-10,108.793,
1996-11,115.758,
1996-12,107.279,
1997-01,116.997,
1997-02,129.810,
1997-03,130.360,
1997-04,136.308,
1997-05,146.605,
1997-06,142.974,
1997-07,162.207,
1997-08,161.479,
1997-09,172.214,
1997-10,180.166,
1997-11,192.477,
1997-12,179.399,
1998-01,196.171,
1998-02,215.946,
1998-03,234.769,
1998-04,235.082,
1998-05,222.824,
1998-06,241.858,
1998-07,235.719,
1998-08,235.391,
1998-09,229.734,
1998-10,236.808,
1998-11,227.232,
1998-12,205.282,
1999-01,222.154,
1999-02,233.287,
1999-03,247.115,
1999-04,255.984,
1999-05,237.110,
1999-06,264.609,
1999-07,262.788,
1999-08,266.919,
1999-09,267.788,
1999-10,274.134,
1999-11,275.949,
1999-12,256.025,
2000-01,304.127,
2000-02,310.163,
2000-03,316.208,
2000-04,321.391,
2000-05,334.650,
2000-06,312.260,
2000-07,329.320,
2000-08,332.277,
2000-09,331.600,
2000-10,363.558,
2000-11,372.911,
2000-12,325.657,
2001-01,344.954,
2001-02,386.608,
2001-03,392.035,
2001-04,376.403,
2001-05,409.555,
2001-06,369.216,
2001-07,370.496,
2001-08,356.533,
2001-09,373.289,
2001-10,370.352,
2001-11,371.951,
2001-12,358.605,
2002-01,352.267,
2002-02,373.630,
2002-03,360.674,
2002-04,373.567,
2002-05,373.062,
2002-06,345.482,
2002-07,357.300,
2002-08,378.311,
2002-09,372.207,
2002-10,370.747,
2002-11,359.366,
2002-12,294.910,
2003-01,313.659,
2003-02,316.164,
2003-03,301.995,
2003-04,322.379,
2003-05,332.888,
2003-06,338.203,
2003-07,321.369,
2003-08,304.388,
2003-09,320.327,
2003-10,320.855,
2003-11,316.360,
2003-12,282.978,
2004-01,315.365,
2004-02,323.667,
2004-03,347.776,
2004-04,357.727,
2004-05,352.893,
2004-06,346.058,
2004-07,355.438,
2004-08,354.058,
2004-09,340.392,
2004-10,347.752,
2004-11,382.336,
2004-12,366.596,
2005-01,382.255,
2005-02,401.508,
2005-03,400.227,
2005-04,421.018,
2005-05,440.045,
2005-06,433.049,
2005-07,410.557,
2005-08,401.477,
2005-09,395.684,
2005-10,417.588,
2005-11,425.818,
2005-12,386.500,
2006-01,390.854,
2006-02,427.246,
2006-03,414.120,
2006-04,435.441,
2006-05,441.145,
2006-06,421.636,
2006-07,408.994,
2006-08,403.657,
2006-09,407.561,
2006-10,419.282,
2006-11,430.589,
2006-12,403.917,
2007-01,477.035,
2007-02,516.698,
2007-03,516.962,
2007-04,510.516,
2007-05,540.414,
2007-06,541.512,
2007-07,569.887,
2007-08,510.568,
2007-09,515.415,
2007-10,488.174,
2007-11,520.270,
2007-12,477.383,
2008-01,511.425,
2008-02,490.388,
2008-03,489.588,
2008-04,495.355,
2008-05,496.868,
2008-06,445.968,
2008-07,426.818,
2008-08,421.492,
2008-09,462.525,
2008-10,476.379,
2008-11,425.752,
2008-12,330.736,
2009-01,390.584,
2009-02,392.661,
2009-03,354.487,
2009-04,370.251,
2009-05,358.967,
2009-06,335.472,
2009-07,331.914,
2009-08,336.836,
2009-09,316.440,
2009-10,344.155,
2009-11,306.481,
2009-12,290.496,
2010-01,334.715,
2010-02,337.166,
2010-03,323.821,
2010-04,382.078,
2010-05,412.264,
2010-06,392.173,
2010-07,367.852,
2010-08,356.565,
2010-09,362.790,
2010-10,358.898,
2010-11,378.592,
2010-12,334.474,
2011-01,351.867,
2011-02,352.363,
2011-03,331.936,
2011-04,334.146,
2011-05,332.259,
2011-06,334.942,
2011-07,335.797,
2011-08,328.928,
2011-09,347.877,
2011-10,349.582,
2011-11,353.918,
2011-12,329.667,
2012-01,339.018,
2012-02,362.865,
2012-03,314.936,
2012-04,345.288,
2012-05,356.111,
2012-06,322.147,
2012-07,343.362,
2012-08,319.808,
2012-09,332.440,
2012-10,314.014,
2012-11,330.435,
2012-12,292.394,
2013-01,327.833,
2013-02,345.676,
2013-03,312.522,
2013-04,334.791,
2013-05,358.303,
2013-06,308.734,
2013-07,328.576,
2013-08,334.067,
2013-09,310.380,
2013-10,327.646,
2013-11,308.132,
2013-12,270.287,
2014-01,312.719,
2014-02,316.408,
2014-03,309.719,
2014-04,320.733,
2014-05,322.578,
2014-06,312.291,
2014-07,348.606,
2014-08,341.610,
2014-09,313.119,
2014-10,321.734,
2014-11,324.520,
