"",BBDE1.M.DE.W.AEB5.A2P300000.F.V.I10.A,BBDE1.M.DE.W.AEB5.A2P300000.F.V.I10.A_FLAGS
"",Orders received from abroad / At current prices / Germany / Industry / Calendar adjusted only,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:15,
1991-01,42.5,
1991-02,41.6,
1991-03,45.4,
1991-04,40.4,
1991-05,39.1,
1991-06,42.4,
1991-07,40.3,
1991-08,38.4,
1991-09,41.8,
1991-10,42.5,
1991-11,42.4,
1991-12,42.9,
1992-01,41.7,
1992-02,42.5,
1992-03,46.8,
1992-04,40.3,
1992-05,38.6,
1992-06,40.6,
1992-07,37.8,
1992-08,34.1,
1992-09,39.4,
1992-10,36.2,
1992-11,38.7,
1992-12,36.1,
1993-01,37.2,
1993-02,38.0,
1993-03,40.3,
1993-04,36.6,
1993-05,36.8,
1993-06,38.8,
1993-07,36.2,
1993-08,32.5,
1993-09,39.4,
1993-10,38.9,
1993-11,39.5,
1993-12,40.2,
1994-01,38.8,
1994-02,41.0,
1994-03,47.3,
1994-04,42.0,
1994-05,40.0,
1994-06,44.7,
1994-07,40.6,
1994-08,35.8,
1994-09,45.7,
1994-10,45.1,
1994-11,46.8,
1994-12,46.1,
1995-01,44.6,
1995-02,46.3,
1995-03,49.8,
1995-04,43.2,
1995-05,42.7,
1995-06,45.2,
1995-07,43.6,
1995-08,37.6,
1995-09,45.8,
1995-10,43.2,
1995-11,42.9,
1995-12,43.5,
1996-01,43.8,
1996-02,45.3,
1996-03,51.0,
1996-04,45.4,
1996-05,45.3,
1996-06,46.5,
1996-07,45.9,
1996-08,41.0,
1996-09,47.7,
1996-10,48.8,
1996-11,48.5,
1996-12,45.6,
1997-01,50.4,
1997-02,51.0,
1997-03,57.2,
1997-04,53.6,
1997-05,50.2,
1997-06,54.7,
1997-07,52.2,
1997-08,48.6,
1997-09,58.5,
1997-10,56.3,
1997-11,54.3,
1997-12,54.6,
1998-01,56.0,
1998-02,56.1,
1998-03,62.2,
1998-04,56.9,
1998-05,54.0,
1998-06,57.4,
1998-07,53.9,
1998-08,47.3,
1998-09,57.2,
1998-10,54.1,
1998-11,52.1,
1998-12,53.6,
1999-01,52.6,
1999-02,55.2,
1999-03,59.8,
1999-04,55.7,
1999-05,53.9,
1999-06,58.3,
1999-07,57.5,
1999-08,55.4,
1999-09,63.3,
1999-10,61.5,
1999-11,63.5,
1999-12,61.5,
2000-01,61.7,
2000-02,66.0,
2000-03,76.2,
2000-04,67.7,
2000-05,67.7,
2000-06,73.0,
2000-07,71.2,
2000-08,65.4,
2000-09,75.3,
2000-10,75.7,
2000-11,74.8,
2000-12,74.2,
2001-01,72.2,
2001-02,73.2,
2001-03,77.5,
2001-04,68.2,
2001-05,71.5,
2001-06,75.4,
2001-07,68.9,
2001-08,62.0,
2001-09,68.7,
2001-10,67.7,
2001-11,68.2,
2001-12,69.5,
2002-01,70.0,
2002-02,70.9,
2002-03,79.8,
2002-04,72.0,
2002-05,76.0,
2002-06,75.7,
2002-07,71.7,
2002-08,66.4,
2002-09,75.1,
2002-10,73.2,
2002-11,76.0,
2002-12,67.6,
2003-01,75.4,
2003-02,73.5,
2003-03,79.6,
2003-04,72.3,
2003-05,68.1,
2003-06,75.0,
2003-07,71.6,
2003-08,65.7,
2003-09,76.8,
2003-10,75.8,
2003-11,75.7,
2003-12,76.9,
2004-01,77.2,
2004-02,76.9,
2004-03,85.7,
2004-04,79.9,
2004-05,81.4,
2004-06,81.8,
2004-07,80.8,
2004-08,70.7,
2004-09,84.5,
2004-10,80.5,
2004-11,79.6,
2004-12,84.1,
2005-01,83.7,
2005-02,82.9,
2005-03,92.2,
2005-04,81.5,
2005-05,82.7,
2005-06,89.5,
2005-07,89.4,
2005-08,77.2,
2005-09,93.5,
2005-10,92.6,
2005-11,95.9,
2005-12,94.1,
2006-01,95.7,
2006-02,96.6,
2006-03,103.9,
2006-04,96.5,
2006-05,95.7,
2006-06,99.9,
2006-07,99.9,
2006-08,92.4,
2006-09,100.4,
2006-10,100.8,
2006-11,103.0,
2006-12,102.3,
2007-01,104.5,
2007-02,110.3,
2007-03,118.5,
2007-04,105.2,
2007-05,110.0,
2007-06,121.5,
2007-07,108.1,
2007-08,99.0,
2007-09,112.1,
2007-10,116.4,
2007-11,119.8,
2007-12,115.8,
2008-01,114.8,
2008-02,116.5,
2008-03,123.0,
2008-04,111.9,
2008-05,110.6,
2008-06,109.1,
2008-07,105.2,
2008-08,96.7,
2008-09,99.8,
2008-10,91.9,
2008-11,87.8,
2008-12,77.3,
2009-01,68.1,
2009-02,68.6,
2009-03,77.8,
2009-04,69.2,
2009-05,72.3,
2009-06,80.7,
2009-07,76.5,
2009-08,71.7,
2009-09,85.8,
2009-10,80.6,
2009-11,86.7,
2009-12,82.8,
2010-01,87.0,
2010-02,88.7,
2010-03,102.0,
2010-04,95.1,
2010-05,96.9,
2010-06,106.5,
2010-07,99.4,
2010-08,94.4,
2010-09,103.1,
2010-10,101.5,
2010-11,113.0,
2010-12,107.2,
2011-01,111.2,
2011-02,112.9,
2011-03,119.7,
2011-04,109.5,
2011-05,106.0,
2011-06,123.1,
2011-07,108.6,
2011-08,98.9,
2011-09,106.7,
2011-10,108.8,
2011-11,105.5,
2011-12,108.5,
2012-01,104.9,
2012-02,107.8,
2012-03,122.0,
2012-04,106.7,
2012-05,109.6,
2012-06,114.3,
2012-07,108.5,
2012-08,98.8,
2012-09,106.7,
2012-10,112.1,
2012-11,109.8,
2012-12,109.9,
2013-01,106.4,
2013-02,109.3,
2013-03,123.3,
2013-04,109.0,
2013-05,109.4,
2013-06,123.6,
2013-07,110.7,
2013-08,99.5,
2013-09,117.5,
2013-10,116.0,
2013-11,118.6,
2013-12,118.9,
2014-01,115.7,
2014-02,117.8,
2014-03,123.2,
2014-04,116.3,
2014-05,115.2,
2014-06,119.5,
2014-07,121.5,
2014-08,102.3,
2014-09,119.6,
2014-10,119.3,
2014-11,122.0,
2014-12,125.3,Provisional value
