"",BBK01.OEAH25U,BBK01.OEAH25U_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:20,
2002-01,10.194,
2002-04,9.874,
2002-07,9.865,
2002-10,10.187,
2003-01,10.253,
2003-04,10.182,
2003-07,10.270,
2003-10,10.565,
2004-01,10.632,
2004-04,10.601,
2004-07,10.661,
2004-10,10.970,
2005-01,11.741,
2005-04,11.683,
2005-07,11.617,
2005-10,11.776,
2006-01,11.836,
2006-04,11.719,
2006-07,11.580,
2006-10,11.638,
2007-01,11.607,
2007-04,11.479,
2007-07,11.404,
2007-10,11.595,
2008-01,11.476,
2008-04,11.315,
2008-07,11.117,
2008-10,11.433,
2009-01,11.525,
2009-04,11.551,
2009-07,11.718,
2009-10,12.173,
2010-01,12.301,
2010-04,12.361,
2010-07,12.383,
2010-10,12.595,
2011-01,12.635,
2011-04,12.548,
2011-07,12.491,
2011-10,12.571,
2012-01,12.661,
2012-04,12.643,
2012-07,12.687,
2012-10,12.846,
2013-01,12.894,
2013-04,12.822,
2013-07,12.789,
2013-10,12.843,
2014-01,12.825,
2014-04,12.744,
2014-07,12.815,
