"",BBK01.PC3829,BBK01.PC3829_FLAGS
"",Housing loans to domestic employees and other individuals / Medium-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:22,
1985-10,0.026,
1986-01,0.023,
1986-04,0.017,
1986-07,0.017,
1986-10,0.019,
1987-01,0.022,
1987-04,0.020,
1987-07,0.018,
1987-10,0.017,
1988-01,0.017,
1988-04,0.017,
1988-07,0.017,
1988-10,0.018,
1989-01,0.019,
1989-04,0.020,
1989-07,0.018,
1989-10,0.021,
1990-01,0.033,
1990-04,0.034,
1990-07,0.034,
1990-10,0.035,
1991-01,0.031,
1991-04,0.039,
1991-07,0.033,
1991-10,0.034,
1992-01,0.035,
1992-04,0.034,
1992-07,0.020,
1992-10,0.114,
1993-01,0.112,
1993-04,0.102,
1993-07,0.095,
1993-10,0.096,
1994-01,0.099,
1994-04,0.087,
1994-07,0.094,
1994-10,0.108,
1995-01,0.109,
1995-04,0.111,
1995-07,0.112,
1995-10,0.116,
1996-01,0.107,
1996-04,0.108,
1996-07,0.115,
1996-10,0.120,
1997-01,0.126,
1997-04,0.115,
1997-07,0.094,
1997-10,0.084,
1998-01,0.081,
1998-04,0.075,
1998-07,0.070,
1998-10,0.058,
1999-01,0.236,
1999-04,0.219,
1999-07,0.205,
1999-10,0.178,
2000-01,0.158,
2000-04,0.133,
2000-07,0.241,
2000-10,0.208,
2001-01,0.183,
2001-04,0.159,
2001-07,0.140,
2001-10,0.127,
2002-01,0.114,
2002-04,0.107,
2002-07,0.131,
2002-10,0.141,
2003-01,0.083,
2003-04,0.078,
2003-07,0.085,
2003-10,0.067,
2004-01,0.275,
2004-04,0.273,
2004-07,0.363,
2004-10,0.389,
2005-01,0.395,
2005-04,0.407,
2005-07,0.440,
2005-10,0.530,
2006-01,0.684,
2006-04,0.718,
2006-07,0.757,
2006-10,0.788,
2007-01,0.831,
2007-04,0.861,
2007-07,0.872,
2007-10,0.888,
2008-01,0.907,
2008-04,0.940,
2008-07,0.970,
2008-10,0.755,
2009-01,1.937,
2009-04,1.809,
2009-07,1.922,
2009-10,1.848,
2010-01,1.853,
2010-04,1.887,
2010-07,1.893,
2010-10,1.871,
2011-01,1.857,
2011-04,1.861,
2011-07,1.905,
2011-10,1.925,
2012-01,1.923,
2012-04,1.928,
2012-07,1.932,
2012-10,1.923,
2013-01,1.901,
2013-04,1.887,
2013-07,1.887,
2013-10,1.883,
2014-01,1.869,
2014-04,1.858,
2014-07,1.878,
2014-10,1.826,
