"",BBK01.OUL300,BBK01.OUL300_FLAGS
"",Time deposits of local government and local government associations / Total / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:22,
1999-01,1.881,
1999-02,2.054,
1999-03,1.988,
1999-04,1.937,
1999-05,2.146,
1999-06,2.117,
1999-07,2.074,
1999-08,2.247,
1999-09,2.258,
1999-10,2.068,
1999-11,2.333,
1999-12,2.613,
2000-01,2.319,
2000-02,2.437,
2000-03,2.238,
2000-04,2.118,
2000-05,2.370,
2000-06,2.265,
2000-07,2.251,
2000-08,2.574,
2000-09,2.481,
2000-10,2.248,
2000-11,2.556,
2000-12,2.692,
2001-01,2.246,
2001-02,2.383,
2001-03,2.050,
2001-04,1.952,
2001-05,2.091,
2001-06,2.053,
2001-07,1.910,
2001-08,2.099,
2001-09,1.980,
2001-10,1.821,
2001-11,2.062,
2001-12,2.045,
2002-01,1.810,
2002-02,1.856,
2002-03,1.704,
2002-04,1.709,
2002-05,1.821,
2002-06,1.803,
2002-07,1.664,
2002-08,1.799,
2002-09,1.720,
2002-10,1.588,
2002-11,1.729,
2002-12,1.886,
2003-01,1.756,
2003-02,1.829,
2003-03,1.669,
2003-04,1.594,
2003-05,1.625,
2003-06,1.568,
2003-07,1.549,
2003-08,1.676,
2003-09,1.652,
2003-10,1.571,
2003-11,1.731,
2003-12,1.767,
2004-01,1.682,
2004-02,1.731,
2004-03,1.636,
2004-04,1.618,
2004-05,1.765,
2004-06,1.694,
2004-07,1.698,
2004-08,1.802,
2004-09,1.765,
2004-10,1.698,
2004-11,1.802,
2004-12,1.897,
2005-01,1.813,
2005-02,1.947,
2005-03,1.839,
2005-04,1.828,
2005-05,1.894,
2005-06,1.843,
2005-07,1.809,
2005-08,1.943,
2005-09,1.860,
2005-10,1.793,
2005-11,2.007,
2005-12,2.021,
2006-01,1.960,
2006-02,2.094,
2006-03,1.985,
2006-04,2.027,
2006-05,2.236,
2006-06,2.138,
2006-07,2.151,
2006-08,2.393,
2006-09,2.269,
2006-10,2.095,
2006-11,2.334,
2006-12,2.403,
2007-01,2.351,
2007-02,2.549,
2007-03,2.444,
2007-04,2.403,
2007-05,2.628,
2007-06,2.568,
2007-07,2.425,
2007-08,2.683,
2007-09,2.623,
2007-10,2.517,
2007-11,2.868,
2007-12,2.753,
2008-01,2.651,
2008-02,2.850,
2008-03,2.629,
2008-04,2.514,
2008-05,2.735,
2008-06,2.664,
2008-07,2.579,
2008-08,2.803,
2008-09,2.885,
2008-10,2.801,
2008-11,3.016,
2008-12,2.912,
2009-01,2.861,
2009-02,3.023,
2009-03,2.759,
2009-04,2.706,
2009-05,2.883,
2009-06,2.588,
2009-07,2.508,
2009-08,2.617,
2009-09,2.423,
2009-10,2.346,
2009-11,2.269,
2009-12,2.115,
2010-01,2.043,
2010-02,1.991,
2010-03,2.003,
2010-04,1.969,
2010-05,2.112,
2010-06,2.010,
2010-07,2.070,
2010-08,2.131,
2010-09,2.010,
2010-10,1.875,
2010-11,2.010,
2010-12,1.959,
2011-01,1.916,
2011-02,2.016,
2011-03,1.959,
2011-04,1.972,
2011-05,2.135,
2011-06,2.160,
2011-07,2.125,
2011-08,2.276,
2011-09,2.271,
2011-10,2.140,
2011-11,2.227,
2011-12,2.250,
2012-01,2.109,
2012-02,2.211,
2012-03,2.205,
2012-04,2.057,
2012-05,2.161,
2012-06,2.183,
2012-07,2.145,
2012-08,2.218,
2012-09,2.251,
2012-10,2.171,
2012-11,2.168,
2012-12,2.068,
2013-01,2.133,
2013-02,2.150,
2013-03,2.231,
2013-04,2.208,
2013-05,2.342,
2013-06,2.266,
2013-07,2.233,
2013-08,2.423,
2013-09,2.265,
2013-10,2.184,
2013-11,2.208,
2013-12,2.109,
2014-01,2.106,
2014-02,2.121,
2014-03,2.053,
2014-04,1.990,
2014-05,2.114,
2014-06,2.116,
2014-07,2.176,
2014-08,2.257,
2014-09,2.248,
2014-10,2.113,
2014-11,2.233,
2014-12,2.213,Provisional value
