"",BBK01.OEAC11L,BBK01.OEAC11L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:42,
2002-01,42.481,
2002-04,41.455,
2002-07,42.532,
2002-10,39.160,
2003-01,40.467,
2003-04,41.448,
2003-07,42.474,
2003-10,42.241,
2004-01,42.261,
2004-04,42.069,
2004-07,42.258,
2004-10,42.619,
2005-01,41.752,
2005-04,41.261,
2005-07,41.763,
2005-10,41.421,
2006-01,40.292,
2006-04,39.341,
2006-07,39.735,
2006-10,38.891,
2007-01,38.818,
2007-04,38.518,
2007-07,39.928,
2007-10,40.654,
2008-01,39.586,
2008-04,38.082,
2008-07,38.333,
2008-10,38.429,
2009-01,38.017,
2009-04,38.649,
2009-07,36.677,
2009-10,35.275,
2010-01,34.716,
2010-04,34.375,
2010-07,35.253,
2010-10,34.904,
2011-01,34.624,
2011-04,34.689,
2011-07,34.365,
2011-10,33.346,
2012-01,33.244,
2012-04,33.465,
2012-07,33.171,
2012-10,33.232,
2013-01,32.902,
2013-04,33.068,
2013-07,33.121,
2013-10,32.775,
2014-01,32.407,
2014-04,32.167,
2014-07,32.258,
