"",BBK01.RU5750,BBK01.RU5750_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Ecuador / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:20:36,
1982-06,0.018,
1982-07,0.018,
1982-08,0.018,
1982-09,0.017,
1982-10,0.018,
1982-11,0.015,
1982-12,0.016,
1983-01,0.016,
1983-02,0.017,
1983-03,0.017,
1983-04,0.016,
1983-05,0.018,
1983-06,0.018,
1983-07,0.021,
1983-08,0.019,
1983-09,0.020,
1983-10,0.020,
1983-11,0.021,
1983-12,0.021,
1984-01,0.022,
1984-02,0.022,
1984-03,0.021,
1984-04,0.020,
1984-05,0.020,
1984-06,0.020,
1984-07,0.022,
1984-08,0.023,
1984-09,0.022,
1984-10,0.024,
1984-11,0.024,
1984-12,0.025,
1985-01,0.024,
1985-02,0.024,
1985-03,0.022,
1985-04,0.023,
1985-05,0.024,
1985-06,0.024,
1985-07,0.024,
1985-08,0.022,
1985-09,0.033,
1985-10,0.022,
1985-11,0.022,
1985-12,0.022,
1986-01,0.028,
1986-02,0.029,
1986-03,0.031,
1986-04,0.029,
1986-05,0.028,
1986-06,0.033,
1986-07,0.030,
1986-08,0.035,
1986-09,0.035,
1986-10,0.033,
1986-11,0.033,
1986-12,0.033,
1987-01,0.033,
1987-02,0.031,
1987-03,0.031,
1987-04,0.031,
1987-05,0.031,
1987-06,0.032,
1987-07,0.031,
1987-08,0.027,
1987-09,0.032,
1987-10,0.041,
1987-11,0.039,
1987-12,0.049,
1988-01,0.026,
1988-02,0.029,
1988-03,0.028,
1988-04,0.032,
1988-05,0.030,
1988-06,0.033,
1988-07,0.027,
1988-08,0.027,
1988-09,0.024,
1988-10,0.026,
1988-11,0.027,
1988-12,0.022,
1989-01,0.021,
1989-02,0.029,
1989-03,0.049,
1989-04,0.039,
1989-05,0.037,
1989-06,0.046,
1989-07,0.051,
1989-08,0.047,
1989-09,0.046,
1989-10,0.042,
1989-11,0.048,
1989-12,0.045,
1990-01,0.048,
1990-02,0.046,
1990-03,0.046,
1990-04,0.044,
1990-05,0.050,
1990-06,0.049,
1990-07,0.050,
1990-08,0.047,
1990-09,0.050,
1990-10,0.052,
1990-11,0.052,
1990-12,0.058,
1991-01,0.049,
1991-02,0.054,
1991-03,0.058,
1991-04,0.069,
1991-05,0.067,
1991-06,0.064,
1991-07,0.062,
1991-08,0.065,
1991-09,0.059,
1991-10,0.060,
1991-11,0.057,
1991-12,.,No value available
1992-01,.,No value available
1992-02,.,No value available
1992-03,.,No value available
1992-04,.,No value available
1992-05,.,No value available
1992-06,0.069,
1992-07,0.056,
1992-08,0.060,
1992-09,.,No value available
1992-10,0.065,
1992-11,0.061,
1992-12,0.041,
1993-01,0.049,
1993-02,0.052,
1993-03,0.056,
1993-04,0.056,
1993-05,0.043,
1993-06,0.043,
1993-07,0.041,
1993-08,0.041,
1993-09,0.058,
1993-10,0.061,
1993-11,0.060,
1993-12,0.072,
1994-01,0.063,
1994-02,0.056,
1994-03,0.056,
1994-04,0.062,
1994-05,0.057,
1994-06,0.051,
1994-07,0.058,
1994-08,0.056,
1994-09,0.230,
1994-10,.,No value available
1994-11,.,No value available
1994-12,.,No value available
1995-01,0.151,
1995-02,.,No value available
1995-03,0.119,
1995-04,0.222,
1995-05,0.235,
1995-06,0.222,
1995-07,0.251,
1995-08,0.261,
1995-09,0.177,
1995-10,0.192,
1995-11,0.187,
1995-12,0.047,
1996-01,0.055,
1996-02,0.108,
1996-03,0.155,
1996-04,0.186,
1996-05,0.127,
1996-06,0.167,
1996-07,0.098,
1996-08,0.137,
1996-09,0.253,
1996-10,0.172,
1996-11,0.143,
1996-12,0.138,
1997-01,0.230,
1997-02,0.101,
1997-03,0.151,
1997-04,0.170,
1997-05,0.250,
1997-06,0.225,
1997-07,0.223,
1997-08,0.174,
1997-09,0.166,
1997-10,0.123,
1997-11,0.119,
1997-12,0.213,
1998-01,0.217,
1998-02,0.094,
1998-03,0.143,
1998-04,0.171,
1998-05,0.112,
1998-06,0.136,
1998-07,0.148,
1998-08,0.042,
1998-09,0.041,
1998-10,0.063,
1998-11,0.039,
1998-12,0.042,
1999-01,0.036,
1999-02,0.052,
1999-03,0.035,
1999-04,0.041,
1999-05,0.041,
1999-06,0.042,
1999-07,0.050,
1999-08,0.041,
1999-09,0.041,
1999-10,0.044,
1999-11,0.042,
1999-12,0.042,
2000-01,0.037,
2000-02,0.039,
2000-03,0.044,
2000-04,0.046,
2000-05,0.042,
2000-06,0.044,
2000-07,0.042,
2000-08,0.043,
2000-09,0.044,
2000-10,0.044,
2000-11,0.042,
2000-12,0.041,
2001-01,0.045,
2001-02,0.044,
2001-03,0.041,
2001-04,0.043,
2001-05,0.046,
2001-06,0.102,
2001-07,0.112,
2001-08,0.151,
2001-09,0.109,
2001-10,0.141,
2001-11,0.138,
2001-12,0.091,
2002-01,0.120,
2002-02,0.126,
2002-03,0.147,
2002-04,0.144,
2002-05,0.115,
2002-06,0.099,
2002-07,0.050,
2002-08,0.055,
2002-09,0.302,
2002-10,0.280,
2002-11,0.207,
2002-12,0.136,
2003-01,0.120,
2003-02,0.102,
2003-03,0.083,
2003-04,0.152,
2003-05,0.158,
2003-06,0.231,
2003-07,0.200,
2003-08,0.249,
2003-09,0.183,
2003-10,0.139,
2003-11,0.192,
2003-12,0.110,
2004-01,0.188,
2004-02,0.163,
2004-03,0.155,
2004-04,0.169,
2004-05,0.150,
2004-06,0.248,
2004-07,0.245,
2004-08,0.230,
2004-09,0.172,
2004-10,0.215,
2004-11,0.182,
2004-12,0.171,
2005-01,0.111,
2005-02,0.141,
2005-03,0.197,
2005-04,0.262,
2005-05,0.340,
2005-06,0.352,
2005-07,0.360,
2005-08,0.273,
2005-09,0.333,
2005-10,0.320,
2005-11,0.363,
2005-12,0.366,
2006-01,0.195,
2006-02,0.209,
2006-03,0.429,
2006-04,0.518,
2006-05,0.040,
2006-06,0.039,
2006-07,0.039,
2006-08,0.038,
2006-09,0.039,
2006-10,0.035,
2006-11,0.033,
2006-12,0.038,
2007-01,0.034,
2007-02,0.032,
2007-03,0.034,
2007-04,0.039,
2007-05,0.041,
2007-06,0.045,
2007-07,0.052,
2007-08,0.053,
2007-09,0.049,
2007-10,0.050,
2007-11,0.058,
2007-12,0.065,
2008-01,0.063,
2008-02,0.056,
2008-03,0.055,
2008-04,0.080,
2008-05,0.087,
2008-06,0.099,
2008-07,0.114,
2008-08,0.130,
2008-09,0.086,
2008-10,0.167,
2008-11,0.078,
2008-12,0.141,
2009-01,0.191,
2009-02,0.181,
2009-03,0.196,
2009-04,0.180,
2009-05,0.161,
2009-06,0.141,
2009-07,0.120,
2009-08,0.102,
2009-09,0.155,
2009-10,0.145,
2009-11,0.259,
2009-12,0.274,
2010-01,0.283,
2010-02,0.268,
2010-03,0.220,
2010-04,0.262,
2010-05,0.287,
2010-06,0.241,
2010-07,0.305,
2010-08,0.351,
2010-09,0.358,
2010-10,0.405,
2010-11,0.457,
2010-12,0.469,
2011-01,0.407,
2011-02,0.387,
2011-03,0.315,
2011-04,0.349,
2011-05,0.342,
2011-06,0.437,
2011-07,0.526,
2011-08,0.472,
2011-09,0.601,
2011-10,0.652,
2011-11,0.674,
2011-12,0.705,
2012-01,0.780,
2012-02,0.868,
2012-03,0.967,
2012-04,1.084,
2012-05,1.241,
2012-06,1.412,
2012-07,1.199,
2012-08,1.138,
2012-09,1.124,
2012-10,1.197,
2012-11,1.250,
2012-12,1.129,
2013-01,1.035,
2013-02,1.146,
2013-03,1.222,
2013-04,1.260,
2013-05,1.199,
2013-06,1.021,
2013-07,1.040,
2013-08,1.096,
2013-09,1.010,
2013-10,0.984,
2013-11,1.100,
2013-12,0.945,
2014-01,1.037,
2014-02,0.824,
2014-03,0.941,
2014-04,0.798,
2014-05,0.869,
2014-06,0.753,
2014-07,0.787,
2014-08,0.770,
2014-09,0.805,
2014-10,0.833,
2014-11,0.822,
2014-12,0.787,
