"",BBK01.WX0213,BBK01.WX0213_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 41.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:38,
2002-01,5.256,
2002-02,5.387,
2002-03,5.608,
2002-04,5.541,
2002-05,5.549,
2002-06,5.232,
2002-07,5.117,
2002-08,5.001,
2002-09,4.905,
2002-10,5.084,
2002-11,5.059,
2002-12,4.873,
2003-01,4.725,
2003-02,4.814,
2003-03,4.983,
2003-04,5.042,
2003-05,4.921,
2003-06,5.104,
2003-07,5.380,
2003-08,5.188,
2003-09,5.224,
2003-10,5.267,
2003-11,5.361,
2003-12,5.269,
2004-01,5.265,
2004-02,5.212,
2004-03,5.129,
2004-04,5.235,
2004-05,5.363,
2004-06,5.203,
2004-07,5.115,
2004-08,4.987,
2004-09,4.940,
2004-10,4.892,
2004-11,4.721,
2004-12,4.572,
2005-01,4.293,
2005-02,4.453,
2005-03,4.369,
2005-04,4.297,
2005-05,4.115,
2005-06,3.943,
2005-07,4.044,
2005-08,3.850,
2005-09,3.871,
2005-10,4.035,
2005-11,4.020,
2005-12,3.798,
2006-01,3.983,
2006-02,3.974,
2006-03,4.256,
2006-04,4.441,
2006-05,4.581,
2006-06,4.579,
2006-07,4.478,
2006-08,4.263,
2006-09,4.104,
2006-10,3.981,
2006-11,3.954,
2006-12,4.170,
2007-01,4.335,
2007-02,4.214,
2007-03,4.375,
2007-04,4.427,
2007-05,4.635,
2007-06,4.839,
2007-07,4.655,
2007-08,4.702,
2007-09,4.787,
2007-10,4.700,
2007-11,4.791,
2007-12,4.746,
2008-01,4.627,
2008-02,4.541,
2008-03,4.532,
2008-04,4.685,
2008-05,4.824,
2008-06,4.655,
2008-07,4.507,
2008-08,4.419,
2008-09,4.230,
2008-10,3.909,
2008-11,3.091,
2008-12,3.054,
2009-01,3.208,
2009-02,2.946,
2009-03,3.337,
2009-04,3.411,
2009-05,3.621,
2009-06,3.764,
2009-07,3.623,
2009-08,3.588,
2009-09,3.714,
2009-10,3.669,
2009-11,3.541,
2009-12,3.661,
2010-01,3.578,
2010-02,3.469,
2010-03,3.464,
2010-04,3.300,
2010-05,2.960,
2010-06,3.014,
2010-07,3.164,
2010-08,2.356,
2010-09,2.607,
2010-10,2.671,
2010-11,2.857,
2010-12,3.197,
2011-01,3.399,
2011-02,3.365,
2011-03,3.591,
2011-04,3.537,
2011-05,3.422,
2011-06,3.796,
2011-07,3.364,
2011-08,3.156,
2011-09,2.681,
2011-10,2.799,
2011-11,2.801,
2011-12,2.518,
2012-01,2.412,
2012-02,2.456,
2012-03,2.496,
2012-04,2.492,
2012-05,1.876,
2012-06,2.356,
2012-07,2.410,
2012-08,2.350,
2012-09,2.542,
2012-10,2.507,
2012-11,2.479,
2012-12,2.439,
2013-01,2.572,
2013-02,2.546,
2013-03,2.495,
2013-04,2.316,
2013-05,2.548,
2013-06,2.628,
2013-07,2.560,
2013-08,2.802,
2013-09,2.718,
2013-10,2.742,
2013-11,2.691,
2013-12,2.786,
2014-01,2.580,
2014-02,2.591,
2014-03,2.542,
2014-04,2.457,
2014-05,2.363,
2014-06,2.253,
2014-07,2.184,
2014-08,1.870,
2014-09,2.049,
2014-10,1.924,
2014-11,1.712,
2014-12,1.560,
2015-01,1.217,
