"",BBK01.SU0031,BBK01.SU0031_FLAGS
"","Deposit rates of banks / Bank savings bonds with regular interest payments, maturity of 4 years / Average interest rate",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:18,
1970-05,7.43,
1970-06,.,No value available
1970-07,.,No value available
1970-08,7.47,
1970-09,.,No value available
1970-10,.,No value available
1970-11,7.50,
1970-12,.,No value available
1971-01,7.40,
1971-02,7.36,
1971-03,.,No value available
1971-04,.,No value available
1971-05,7.06,
1971-06,.,No value available
1971-07,.,No value available
1971-08,7.39,
1971-09,.,No value available
1971-10,.,No value available
1971-11,7.34,
1971-12,.,No value available
1972-01,.,No value available
1972-02,7.01,
1972-03,.,No value available
1972-04,.,No value available
1972-05,6.93,
1972-06,.,No value available
1972-07,.,No value available
1972-08,7.26,
1972-09,.,No value available
1972-10,.,No value available
1972-11,7.36,
1972-12,.,No value available
1973-01,.,No value available
1973-02,7.79,
1973-03,.,No value available
1973-04,.,No value available
1973-05,8.07,
1973-06,.,No value available
1973-07,8.97,
1973-08,9.00,
1973-09,.,No value available
1973-10,.,No value available
1973-11,8.98,
1973-12,.,No value available
1974-01,.,No value available
1974-02,8.97,
1974-03,.,No value available
1974-04,.,No value available
1974-05,9.01,
1974-06,.,No value available
1974-07,.,No value available
1974-08,9.03,
1974-09,.,No value available
1974-10,.,No value available
1974-11,9.00,
1974-12,.,No value available
1975-01,.,No value available
1975-02,8.10,
1975-03,7.87,
1975-04,7.63,
1975-05,7.41,
1975-06,7.09,
1975-07,7.02,
1975-08,7.00,
1975-09,7.00,
1975-10,7.00,
1975-11,7.01,
1975-12,7.01,
1976-01,7.02,
1976-02,7.00,
1976-03,6.92,
1976-04,6.52,
1976-05,6.52,
1976-06,6.56,
1976-07,6.80,
1976-08,6.97,
1976-09,6.98,
1976-10,6.98,
1976-11,6.92,
1976-12,6.58,
1977-01,6.48,
1977-02,6.40,
1977-03,6.37,
1977-04,5.93,
1977-05,5.83,
1977-06,5.72,
1977-07,5.66,
1977-08,5.47,
1977-09,5.24,
1977-10,5.21,
1977-11,5.20,
1977-12,5.20,
1978-01,5.06,
1978-02,4.92,
1978-03,4.86,
1978-04,4.75,
1978-05,4.73,
1978-06,4.80,
1978-07,4.92,
1978-08,5.05,
1978-09,5.12,
1978-10,5.15,
1978-11,5.18,
1978-12,5.21,
1979-01,5.26,
1979-02,5.47,
1979-03,5.64,
1979-04,5.95,
1979-05,6.08,
1979-06,6.56,
1979-07,6.86,
1979-08,6.98,
1979-09,7.00,
1979-10,7.02,
1979-11,7.37,
1979-12,7.48,
1980-01,7.47,
1980-02,7.50,
1980-03,8.15,
1980-04,8.48,
1980-05,8.45,
1980-06,8.07,
1980-07,7.72,
1980-08,7.41,
1980-09,7.34,
1980-10,7.54,
1980-11,7.85,
1980-12,7.98,
1981-01,8.13,
1981-02,8.33,
1981-03,8.94,
1981-04,8.98,
1981-05,9.28,
1981-06,9.50,
1981-07,9.54,
1981-08,9.67,
1981-09,9.71,
1981-10,9.33,
1981-11,9.21,
1981-12,8.99,
1982-01,8.99,
1982-02,8.96,
1982-03,8.80,
1982-04,8.32,
1982-05,8.06,
1982-06,8.09,
1982-07,8.39,
1982-08,8.37,
1982-09,8.00,
1982-10,7.75,
1982-11,7.34,
1982-12,7.03,
1983-01,6.83,
1983-02,6.87,
1983-03,6.61,
1983-04,6.28,
1983-05,6.42,
1983-06,7.07,
1983-07,7.19,
1983-08,7.36,
1983-09,7.46,
1983-10,7.46,
1983-11,7.45,
1983-12,7.53,
1984-01,7.51,
1984-02,7.41,
1984-03,7.18,
1984-04,7.20,
1984-05,7.22,
1984-06,7.27,
1984-07,7.29,
1984-08,7.25,
1984-09,7.09,
1984-10,6.82,
1984-11,6.64,
1984-12,6.45,
1985-01,6.37,
1985-02,6.64,
1985-03,6.88,
1985-04,6.78,
1985-05,6.58,
1985-06,6.41,
1985-07,6.23,
1985-08,5.97,
1985-09,5.76,
1985-10,5.79,
1985-11,6.01,
1985-12,6.02,
1986-01,5.92,
1986-02,5.81,
1986-03,5.48,
1986-04,5.27,
1986-05,5.11,
1986-06,5.19,
1986-07,5.20,
1986-08,5.11,
1986-09,5.08,
1986-10,5.15,
1986-11,5.24,
1986-12,5.23,
1987-01,5.20,
1987-02,4.97,
1987-03,4.91,
1987-04,4.77,
1987-05,4.64,
1987-06,4.57,
1987-07,4.61,
1987-08,4.78,
1987-09,4.92,
1987-10,5.20,
1987-11,5.09,
1987-12,4.87,
1988-01,4.82,
1988-02,4.76,
1988-03,4.63,
1988-04,4.60,
1988-05,4.71,
1988-06,4.79,
1988-07,5.10,
1988-08,5.39,
1988-09,5.52,
1988-10,5.45,
1988-11,5.29,
1988-12,5.35,
1989-01,5.48,
1989-02,5.83,
1989-03,6.12,
1989-04,6.18,
1989-05,6.27,
1989-06,6.41,
1989-07,6.44,
1989-08,6.39,
1989-09,6.47,
1989-10,6.67,
1989-11,6.90,
1989-12,6.98,
1990-01,7.06,
1990-02,7.42,
1990-03,7.62,
1990-04,7.64,
1990-05,7.71,
1990-06,7.86,
1990-07,7.89,
1990-08,7.93,
1990-09,7.97,
1990-10,8.04,
1990-11,8.08,
1990-12,8.09,
1991-01,8.07,
1991-02,8.00,
1991-03,7.92,
1991-04,7.91,
1991-05,7.92,
1991-06,7.91,
1991-07,7.96,
1991-08,8.08,
1991-09,8.12,
1991-10,8.15,
1991-11,8.16,
1991-12,8.16,
1992-01,8.02,
1992-02,7.85,
1992-03,7.83,
1992-04,7.85,
1992-05,7.86,
1992-06,7.87,
1992-07,7.91,
1992-08,8.02,
1992-09,7.98,
1992-10,7.43,
1992-11,7.13,
1992-12,7.02,
1993-01,6.78,
1993-02,6.57,
1993-03,6.12,
1993-04,6.03,
1993-05,5.98,
1993-06,5.99,
1993-07,5.96,
1993-08,5.73,
1993-09,5.48,
1993-10,5.40,
1993-11,5.18,
1993-12,4.99,
1994-01,4.86,
1994-02,4.86,
1994-03,5.00,
1994-04,5.07,
1994-05,5.18,
1994-06,5.51,
1994-07,5.64,
1994-08,5.71,
1994-09,6.08,
1994-10,6.37,
1994-11,6.52,
1994-12,6.55,
1995-01,6.68,
1995-02,6.62,
1995-03,6.51,
1995-04,6.05,
1995-05,5.81,
1995-06,5.54,
1995-07,5.55,
1995-08,5.53,
1995-09,5.33,
1995-10,5.25,
1995-11,5.09,
1995-12,4.81,
1996-01,4.57,
1996-02,4.47,
1996-03,4.64,
1996-04,4.70,
1996-05,4.65,
1996-06,4.71,
1996-07,4.81,
1996-08,4.77,
1996-09,4.69,
1996-10,4.52,
1996-11,4.47,
1996-12,4.40,
1997-01,4.37,
1997-02,4.22,
1997-03,4.21,
1997-04,4.27,
1997-05,4.24,
1997-06,4.21,
1997-07,4.16,
1997-08,4.22,
1997-09,4.25,
1997-10,4.33,
1997-11,4.50,
1997-12,4.53,
1998-01,4.34,
1998-02,4.29,
1998-03,4.23,
1998-04,4.22,
1998-05,4.23,
1998-06,4.21,
1998-07,4.19,
1998-08,4.09,
1998-09,3.88,
1998-10,3.69,
1998-11,3.64,
1998-12,3.49,
1999-01,3.30,
1999-02,3.20,
1999-03,3.21,
1999-04,3.10,
1999-05,3.01,
1999-06,3.11,
1999-07,3.42,
1999-08,3.74,
1999-09,3.88,
1999-10,4.11,
1999-11,4.15,
1999-12,4.21,
2000-01,4.39,
2000-02,4.49,
2000-03,4.54,
2000-04,4.54,
2000-05,4.74,
2000-06,4.82,
2000-07,4.90,
2000-08,4.93,
2000-09,4.99,
2000-10,4.98,
2000-11,4.98,
2000-12,4.76,
2001-01,4.47,
2001-02,4.42,
2001-03,4.37,
2001-04,4.27,
2001-05,4.31,
2001-06,4.31,
2001-07,4.26,
2001-08,4.16,
2001-09,3.99,
2001-10,3.77,
2001-11,3.48,
2001-12,3.65,
2002-01,3.73,
