"",BBK01.OEAH28H,BBK01.OEAH28H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:53,
2002-01,9.298,
2002-04,9.292,
2002-07,9.232,
2002-10,9.179,
2003-01,9.109,
2003-04,8.946,
2003-07,8.841,
2003-10,8.785,
2004-01,8.663,
2004-04,8.582,
2004-07,8.501,
2004-10,8.492,
2005-01,8.380,
2005-04,8.260,
2005-07,8.161,
2005-10,8.603,
2006-01,8.001,
2006-04,7.927,
2006-07,7.881,
2006-10,7.811,
2007-01,7.686,
2007-04,7.638,
2007-07,7.496,
2007-10,7.435,
2008-01,7.326,
2008-04,7.294,
2008-07,7.193,
2008-10,7.158,
2009-01,7.098,
2009-04,7.034,
2009-07,6.988,
2009-10,6.933,
2010-01,6.865,
2010-04,6.801,
2010-07,6.742,
2010-10,6.655,
2011-01,6.585,
2011-04,6.436,
2011-07,6.409,
2011-10,6.343,
2012-01,6.259,
2012-04,6.158,
2012-07,6.104,
2012-10,6.006,
2013-01,5.918,
2013-04,5.724,
2013-07,5.683,
2013-10,5.604,
2014-01,5.543,
2014-04,5.454,
2014-07,5.431,
