"",BBDE1.M.DE.Y.AEA1.P2XF10000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF10000.B2.V.I10.A_FLAGS
"","Orders received / At current prices, flows / Germany / Industrial clients / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:15,
1991-01,122.0,
1991-02,116.3,
1991-03,129.1,
1991-04,124.5,
1991-05,140.5,
1991-06,130.2,
1991-07,134.0,
1991-08,140.5,
1991-09,158.9,
1991-10,139.9,
1991-11,138.6,
1991-12,124.0,
1992-01,144.4,
1992-02,157.9,
1992-03,161.3,
1992-04,147.2,
1992-05,147.9,
1992-06,156.5,
1992-07,149.0,
1992-08,152.6,
1992-09,149.6,
1992-10,146.0,
1992-11,148.4,
1992-12,175.7,
1993-01,153.2,
1993-02,147.0,
1993-03,155.2,
1993-04,153.4,
1993-05,149.3,
1993-06,149.7,
1993-07,156.3,
1993-08,150.3,
1993-09,152.2,
1993-10,164.3,
1993-11,159.6,
1993-12,155.9,
1994-01,172.1,
1994-02,152.7,
1994-03,157.0,
1994-04,164.5,
1994-05,161.7,
1994-06,159.7,
1994-07,152.0,
1994-08,154.0,
1994-09,153.5,
1994-10,160.3,
1994-11,176.3,
1994-12,186.3,
1995-01,183.4,
1995-02,165.0,
1995-03,161.7,
1995-04,162.8,
1995-05,151.0,
1995-06,161.8,
1995-07,160.5,
1995-08,158.1,
1995-09,163.6,
1995-10,157.9,
1995-11,149.4,
1995-12,139.6,
1996-01,172.8,
1996-02,146.9,
1996-03,133.4,
1996-04,125.2,
1996-05,141.0,
1996-06,145.4,
1996-07,144.4,
1996-08,147.2,
1996-09,137.7,
1996-10,137.9,
1996-11,133.3,
1996-12,144.4,
1997-01,136.5,
1997-02,145.9,
1997-03,133.5,
1997-04,120.3,
1997-05,132.2,
1997-06,130.1,
1997-07,123.2,
1997-08,132.6,
1997-09,127.8,
1997-10,122.8,
1997-11,121.8,
1997-12,126.7,
1998-01,110.4,
1998-02,131.2,
1998-03,130.7,
1998-04,136.1,
1998-05,124.2,
1998-06,114.8,
1998-07,127.5,
1998-08,124.7,
1998-09,134.3,
1998-10,138.0,
1998-11,127.6,
1998-12,126.1,
1999-01,132.4,
1999-02,142.8,
1999-03,124.0,
1999-04,129.7,
1999-05,133.0,
1999-06,133.2,
1999-07,126.7,
1999-08,124.1,
1999-09,127.3,
1999-10,134.5,
1999-11,117.6,
1999-12,112.1,
2000-01,122.8,
2000-02,126.2,
2000-03,127.5,
2000-04,121.0,
2000-05,126.7,
2000-06,114.4,
2000-07,120.5,
2000-08,107.6,
2000-09,125.4,
2000-10,115.7,
2000-11,118.3,
2000-12,120.9,
2001-01,123.7,
2001-02,108.5,
2001-03,120.2,
2001-04,124.0,
2001-05,123.2,
2001-06,117.1,
2001-07,115.9,
2001-08,117.9,
2001-09,115.1,
2001-10,108.2,
2001-11,120.5,
2001-12,107.9,
2002-01,107.3,
2002-02,117.7,
2002-03,141.7,
2002-04,114.8,
2002-05,105.1,
2002-06,107.5,
2002-07,109.3,
2002-08,100.6,
2002-09,107.2,
2002-10,101.8,
2002-11,98.1,
2002-12,109.8,
2003-01,97.6,
2003-02,95.6,
2003-03,96.2,
2003-04,98.6,
2003-05,97.9,
2003-06,96.6,
2003-07,98.8,
2003-08,89.3,
2003-09,94.2,
2003-10,91.0,
2003-11,96.0,
2003-12,84.7,
2004-01,104.4,
2004-02,107.6,
2004-03,80.0,
2004-04,87.2,
2004-05,76.9,
2004-06,86.1,
2004-07,82.2,
2004-08,86.4,
2004-09,85.4,
2004-10,87.5,
2004-11,80.4,
2004-12,97.3,
2005-01,80.2,
2005-02,77.6,
2005-03,91.4,
2005-04,84.0,
2005-05,83.7,
2005-06,88.4,
2005-07,85.2,
2005-08,95.4,
2005-09,95.5,
2005-10,90.2,
2005-11,97.2,
2005-12,104.7,
2006-01,84.0,
2006-02,92.5,
2006-03,93.4,
2006-04,98.1,
2006-05,104.6,
2006-06,90.9,
2006-07,96.8,
2006-08,100.5,
2006-09,101.9,
2006-10,101.4,
2006-11,104.2,
2006-12,105.4,
2007-01,108.9,
2007-02,110.7,
2007-03,111.6,
2007-04,111.8,
2007-05,109.7,
2007-06,106.6,
2007-07,118.0,
2007-08,94.9,
2007-09,101.7,
2007-10,115.9,
2007-11,109.0,
2007-12,104.9,
2008-01,135.7,
2008-02,106.6,
2008-03,105.1,
2008-04,121.4,
2008-05,107.7,
2008-06,111.6,
2008-07,110.5,
2008-08,107.7,
2008-09,114.9,
