"",BBK01.OUG108,BBK01.OUG108_FLAGS
"",Domestic securities / Shares (including participation certificates) / Issued by banks (MFIs) / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:51:00,
1968-12,0.012,
1969-01,0.012,
1969-02,0.012,
1969-03,0.011,
1969-04,0.011,
1969-05,0.011,
1969-06,0.011,
1969-07,0.011,
1969-08,0.011,
1969-09,0.011,
1969-10,0.011,
1969-11,0.011,
1969-12,0.008,
1970-01,0.008,
1970-02,0.008,
1970-03,0.008,
1970-04,0.010,
1970-05,0.009,
1970-06,0.011,
1970-07,0.010,
1970-08,0.010,
1970-09,0.010,
1970-10,0.010,
1970-11,0.009,
1970-12,0.010,
1971-01,0.009,
1971-02,0.011,
1971-03,0.012,
1971-04,0.010,
1971-05,0.010,
1971-06,0.011,
1971-07,0.010,
1971-08,0.010,
1971-09,0.011,
1971-10,0.011,
1971-11,0.011,
1971-12,0.010,
1972-01,0.006,
1972-02,0.007,
1972-03,0.008,
1972-04,0.010,
1972-05,0.008,
1972-06,0.025,
1972-07,0.027,
1972-08,0.026,
1972-09,0.013,
1972-10,0.012,
1972-11,0.011,
1972-12,0.017,
1973-01,0.028,
1973-02,0.029,
1973-03,0.051,
1973-04,0.051,
1973-05,0.056,
1973-06,0.059,
1973-07,0.041,
1973-08,0.041,
1973-09,0.041,
1973-10,0.042,
1973-11,0.029,
1973-12,0.042,
1974-01,0.038,
1974-02,0.037,
1974-03,0.038,
1974-04,0.038,
1974-05,0.037,
1974-06,0.033,
1974-07,0.034,
1974-08,0.034,
1974-09,0.035,
1974-10,0.037,
1974-11,0.037,
1974-12,0.047,
1975-01,0.046,
1975-02,0.037,
1975-03,0.035,
1975-04,0.033,
1975-05,0.027,
1975-06,0.029,
1975-07,0.030,
1975-08,0.033,
1975-09,0.034,
1975-10,0.032,
1975-11,0.031,
1975-12,0.028,
1976-01,0.031,
1976-02,0.029,
1976-03,0.037,
1976-04,0.037,
1976-05,0.037,
1976-06,0.038,
1976-07,0.038,
1976-08,0.038,
1976-09,0.039,
1976-10,0.039,
1976-11,0.038,
1976-12,0.038,
1977-01,0.039,
1977-02,0.039,
1977-03,0.032,
1977-04,0.028,
