"",BBK01.OUU004,BBK01.OUU004_FLAGS
"",Deposits of banks (MFIs) / Time deposits / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:25,
1999-01,19.507,
1999-02,19.716,
1999-03,20.161,
1999-04,19.374,
1999-05,19.425,
1999-06,19.925,
1999-07,19.899,
1999-08,20.061,
1999-09,20.912,
1999-10,21.060,
1999-11,21.967,
1999-12,22.067,
2000-01,22.334,
2000-02,21.844,
2000-03,22.058,
2000-04,21.602,
2000-05,22.998,
2000-06,24.170,
2000-07,24.445,
2000-08,25.043,
2000-09,25.775,
2000-10,25.873,
2000-11,25.648,
2000-12,26.854,
2001-01,25.337,
2001-02,25.850,
2001-03,26.045,
2001-04,26.965,
2001-05,26.634,
2001-06,27.056,
2001-07,27.158,
2001-08,27.223,
2001-09,27.123,
2001-10,26.735,
2001-11,26.901,
2001-12,27.796,
2002-01,27.366,
2002-02,26.923,
2002-03,26.753,
2002-04,26.907,
2002-05,27.536,
2002-06,27.705,
2002-07,27.145,
2002-08,27.778,
2002-09,27.405,
2002-10,27.571,
2002-11,27.259,
2002-12,27.947,
2003-01,27.247,
2003-02,27.243,
2003-03,27.060,
2003-04,27.132,
2003-05,27.577,
2003-06,27.328,
2003-07,28.194,
2003-08,28.276,
2003-09,28.007,
2003-10,28.566,
2003-11,28.696,
2003-12,28.089,
2004-01,27.554,
2004-02,27.596,
2004-03,28.245,
2004-04,28.967,
2004-05,28.129,
2004-06,27.707,
2004-07,27.379,
2004-08,27.991,
2004-09,28.218,
2004-10,27.671,
2004-11,27.428,
2004-12,27.053,
2005-01,26.887,
2005-02,26.725,
2005-03,26.948,
2005-04,26.505,
2005-05,26.141,
2005-06,26.711,
2005-07,26.660,
2005-08,26.611,
2005-09,26.233,
2005-10,27.191,
2005-11,26.965,
2005-12,27.287,
2006-01,26.158,
2006-02,25.746,
2006-03,26.548,
2006-04,27.668,
2006-05,27.866,
2006-06,27.379,
2006-07,28.004,
2006-08,28.478,
2006-09,28.219,
2006-10,28.302,
2006-11,28.008,
2006-12,27.280,
2007-01,28.339,
2007-02,27.042,
2007-03,26.683,
2007-04,25.828,
2007-05,24.686,
2007-06,23.954,
2007-07,21.235,
2007-08,21.524,
2007-09,21.544,
2007-10,21.707,
2007-11,21.443,
2007-12,21.460,
2008-01,21.336,
2008-02,21.780,
2008-03,21.362,
2008-04,21.408,
2008-05,22.381,
2008-06,22.740,
2008-07,24.577,
2008-08,24.180,
2008-09,24.326,
2008-10,26.164,
2008-11,25.449,
2008-12,24.157,
2009-01,23.871,
2009-02,24.043,
2009-03,23.504,
2009-04,23.922,
2009-05,25.224,
2009-06,27.300,
2009-07,26.286,
2009-08,26.413,
2009-09,26.731,
2009-10,26.139,
2009-11,25.654,
2009-12,25.663,
2010-01,26.422,
2010-02,26.448,
2010-03,26.319,
2010-04,26.508,
2010-05,26.367,
2010-06,25.732,
2010-07,24.925,
2010-08,25.917,
2010-09,25.749,
2010-10,26.555,
2010-11,27.829,
2010-12,26.649,
2011-01,26.514,
2011-02,26.729,
2011-03,25.947,
2011-04,25.666,
2011-05,25.530,
2011-06,24.847,
2011-07,24.540,
2011-08,23.530,
2011-09,23.721,
2011-10,23.541,
2011-11,23.448,
2011-12,22.053,
2012-01,22.452,
2012-02,22.255,
2012-03,22.338,
2012-04,22.677,
2012-05,22.837,
2012-06,22.124,
2012-07,21.346,
2012-08,21.308,
2012-09,20.910,
2012-10,20.854,
2012-11,20.913,
2012-12,21.316,
2013-01,21.345,
2013-02,20.991,
2013-03,20.486,
2013-04,20.651,
2013-05,20.588,
2013-06,20.151,
2013-07,20.837,
2013-08,21.528,
2013-09,20.778,
2013-10,20.990,
2013-11,20.950,
2013-12,20.801,
2014-01,20.671,
2014-02,20.579,
2014-03,20.804,
2014-04,22.054,
2014-05,21.926,
2014-06,21.637,
2014-07,21.374,
2014-08,21.624,
2014-09,21.266,
2014-10,20.580,
2014-11,20.676,
2014-12,21.571,Provisional value
"","General: MFIs = monetary financial institutions Including liabilities arising from monetary policy operations with the Bundesbank. Up to 1998, excluding fixed-term deposits with maturities of less than 1 month as well as deposits of domestic building and loan associations and money market funds. Owing to the treatment of statistical breaks and revisions inthe time series, see the section headed ""Data interpretation"" in the ""General notes"".",
