"",BBK01.OUZ440,BBK01.OUZ440_FLAGS
"","Subordinated liabilities, Building and loan associations",
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:12,
1999-01,0.207,
1999-02,0.207,
1999-03,0.209,
1999-04,0.212,
1999-05,0.212,
1999-06,0.212,
1999-07,0.215,
1999-08,0.217,
1999-09,0.216,
1999-10,0.216,
1999-11,0.219,
1999-12,0.265,
2000-01,0.266,
2000-02,0.265,
2000-03,0.274,
2000-04,0.280,
2000-05,0.285,
2000-06,0.304,
2000-07,0.309,
2000-08,0.309,
2000-09,0.309,
2000-10,0.340,
2000-11,0.340,
2000-12,0.363,
2001-01,0.363,
2001-02,0.372,
2001-03,0.375,
2001-04,0.589,
2001-05,0.591,
2001-06,0.590,
2001-07,0.381,
2001-08,0.421,
2001-09,0.422,
2001-10,0.436,
2001-11,0.474,
2001-12,0.510,
2002-01,0.520,
2002-02,0.520,
2002-03,0.520,
2002-04,0.520,
2002-05,0.637,
2002-06,0.661,
2002-07,0.644,
2002-08,0.697,
2002-09,0.732,
2002-10,0.752,
2002-11,0.766,
2002-12,0.754,
2003-01,0.749,
2003-02,0.759,
2003-03,0.764,
2003-04,0.784,
2003-05,0.809,
2003-06,0.802,
2003-07,0.815,
2003-08,0.850,
2003-09,0.860,
2003-10,0.895,
2003-11,0.970,
2003-12,0.990,
2004-01,1.088,
2004-02,1.095,
2004-03,1.113,
2004-04,1.182,
2004-05,1.101,
2004-06,1.140,
2004-07,1.162,
2004-08,1.161,
2004-09,1.162,
2004-10,1.161,
2004-11,1.164,
2004-12,1.165,
2005-01,1.165,
2005-02,1.165,
2005-03,1.162,
2005-04,1.164,
2005-05,1.164,
2005-06,1.174,
2005-07,1.174,
2005-08,1.174,
2005-09,1.179,
2005-10,1.179,
2005-11,1.178,
2005-12,1.174,
2006-01,1.167,
2006-02,1.167,
2006-03,1.174,
2006-04,1.174,
2006-05,1.174,
2006-06,1.174,
2006-07,1.174,
2006-08,1.174,
2006-09,1.174,
2006-10,1.174,
2006-11,1.174,
2006-12,1.209,
2007-01,1.189,
2007-02,1.191,
2007-03,1.156,
2007-04,1.158,
2007-05,1.152,
2007-06,1.150,
2007-07,1.150,
2007-08,1.150,
2007-09,1.170,
2007-10,1.159,
2007-11,1.154,
2007-12,1.154,
2008-01,1.154,
2008-02,1.154,
2008-03,1.147,
2008-04,1.137,
2008-05,1.130,
2008-06,1.130,
2008-07,1.125,
2008-08,1.105,
2008-09,1.105,
2008-10,1.105,
2008-11,1.105,
2008-12,1.073,
2009-01,1.003,
2009-02,1.003,
2009-03,1.001,
2009-04,0.998,
2009-05,0.993,
2009-06,0.988,
2009-07,0.986,
2009-08,0.983,
2009-09,0.983,
2009-10,0.983,
2009-11,0.993,
2009-12,0.993,
2010-01,0.993,
2010-02,0.968,
2010-03,0.957,
2010-04,0.931,
2010-05,0.930,
2010-06,0.910,
2010-07,0.905,
2010-08,0.905,
2010-09,0.905,
2010-10,0.876,
2010-11,0.870,
2010-12,0.850,
2011-01,0.850,
2011-02,0.840,
2011-03,0.837,
2011-04,0.834,
2011-05,0.834,
2011-06,0.834,
2011-07,0.829,
2011-08,0.815,
2011-09,0.786,
2011-10,0.783,
2011-11,0.717,
2011-12,0.717,
2012-01,0.714,
2012-02,0.713,
2012-03,0.710,
2012-04,0.720,
2012-05,0.611,
2012-06,0.581,
2012-07,0.611,
2012-08,0.606,
2012-09,0.571,
2012-10,0.558,
2012-11,0.546,
2012-12,0.543,
2013-01,0.544,
2013-02,0.544,
2013-03,0.544,
2013-04,0.544,
2013-05,0.534,
2013-06,0.530,
2013-07,0.517,
2013-08,0.511,
2013-09,0.487,
2013-10,0.472,
2013-11,0.461,
2013-12,0.441,
2014-01,0.436,
2014-02,0.431,
2014-03,0.431,
2014-04,0.382,
2014-05,0.412,
2014-06,0.369,
2014-07,0.401,
2014-08,0.401,
2014-09,0.388,
2014-10,0.438,
2014-11,0.426,
