"",BBK01.QUY105,BBK01.QUY105_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / Venezuela / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:37:21,
2002-03,0.574,
2002-04,0.675,
2002-05,0.637,
2002-06,0.584,
2002-07,0.428,
2002-08,0.361,
2002-09,0.399,
2002-10,0.437,
2002-11,0.446,
2002-12,0.415,
2003-01,0.412,
2003-02,0.417,
2003-03,0.362,
2003-04,0.317,
2003-05,0.272,
2003-06,0.271,
2003-07,0.301,
2003-08,0.423,
2003-09,0.385,
2003-10,0.387,
2003-11,0.384,
2003-12,0.359,
2004-01,0.360,
2004-02,0.352,
2004-03,0.324,
2004-04,0.367,
2004-05,0.335,
2004-06,0.344,
2004-07,0.376,
2004-08,0.333,
2004-09,0.359,
2004-10,0.333,
2004-11,0.319,
2004-12,0.332,
2005-01,0.321,
2005-02,0.310,
2005-03,0.311,
2005-04,0.310,
2005-05,0.343,
2005-06,0.370,
2005-07,0.359,
2005-08,0.347,
2005-09,0.344,
2005-10,0.346,
2005-11,0.324,
2005-12,0.342,
2006-01,0.346,
2006-02,0.356,
2006-03,0.355,
2006-04,0.353,
2006-05,0.372,
2006-06,0.285,
2006-07,0.290,
2006-08,0.375,
2006-09,0.306,
2006-10,0.342,
2006-11,0.337,
2006-12,0.333,
2007-01,0.349,
2007-02,0.344,
2007-03,0.359,
2007-04,0.321,
2007-05,0.334,
2007-06,0.343,
2007-07,0.324,
2007-08,0.359,
2007-09,0.340,
2007-10,0.364,
2007-11,0.377,
2007-12,0.363,
2008-01,0.303,
2008-02,0.267,
2008-03,0.252,
2008-04,0.201,
2008-05,0.188,
2008-06,0.200,
2008-07,0.209,
2008-08,0.215,
2008-09,0.209,
2008-10,0.221,
2008-11,0.231,
2008-12,0.287,
2009-01,0.288,
2009-02,0.281,
2009-03,0.282,
2009-04,0.281,
2009-05,0.266,
2009-06,0.195,
2009-07,0.222,
2009-08,0.208,
2009-09,0.205,
2009-10,0.211,
2009-11,0.188,
2009-12,0.197,
2010-01,0.192,
2010-02,0.184,
2010-03,0.174,
2010-04,0.172,
2010-05,0.176,
2010-06,0.175,
2010-07,0.169,
2010-08,0.182,
2010-09,0.180,
2010-10,0.197,
2010-11,0.193,
2010-12,0.198,
2011-01,0.216,
2011-02,0.189,
2011-03,0.190,
2011-04,0.266,
2011-05,0.176,
2011-06,0.164,
2011-07,0.165,
2011-08,0.184,
2011-09,0.188,
2011-10,0.264,
2011-11,0.187,
2011-12,0.195,
2012-01,0.196,
2012-02,0.180,
2012-03,0.168,
2012-04,0.167,
2012-05,0.222,
2012-06,0.180,
2012-07,0.180,
2012-08,0.186,
2012-09,0.183,
2012-10,0.099,
2012-11,0.109,
2012-12,0.103,
2013-01,0.182,
2013-02,0.092,
2013-03,0.083,
2013-04,0.092,
2013-05,0.113,
2013-06,0.122,
2013-07,0.129,
2013-08,0.252,
2013-09,0.146,
2013-10,0.187,
2013-11,0.138,
2013-12,0.288,
2014-01,0.213,
2014-02,0.189,
2014-03,0.188,
2014-04,0.196,
2014-05,0.197,
2014-06,0.210,
2014-07,0.232,
2014-08,0.115,
2014-09,0.207,
2014-10,0.226,
