"",BBK01.TS1443,BBK01.TS1443_FLAGS
"",Credit to non-financial corporations / Loans / With an agreed maturity of over 1 and up to 5 years / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:37,
1995-01,46.61607,
1995-02,46.76462,
1995-03,46.70292,
1995-04,46.70467,
1995-05,46.87323,
1995-06,46.96436,
1995-07,45.81174,
1995-08,45.52516,
1995-09,45.77620,
1995-10,45.71104,
1995-11,45.88688,
1995-12,45.27668,
1996-01,45.07175,
1996-02,45.27687,
1996-03,45.32271,
1996-04,45.16382,
1996-05,45.15068,
1996-06,45.30750,
1996-07,45.45953,
1996-08,45.55115,
1996-09,45.71214,
1996-10,45.48929,
1996-11,45.72280,
1996-12,45.44652,
1997-01,44.66892,
1997-02,44.79597,
1997-03,44.59798,
1997-04,44.93542,
1997-05,44.95927,
1997-06,45.33941,
1997-07,45.43743,
1997-08,45.73735,
1997-09,45.95738,
1997-10,46.30291,
1997-11,46.36537,
1997-12,46.81653,
1998-01,46.52325,
1998-02,46.63771,
1998-03,46.46149,
1998-04,46.37663,
1998-05,46.20417,
1998-06,46.24504,
1998-07,47.05483,
1998-08,46.49345,
1998-09,46.71287,
1998-10,46.82456,
1998-11,46.26003,
1998-12,45.63436,
1999-01,51.31906,
1999-02,53.75527,
1999-03,54.54738,
1999-04,55.06485,
1999-05,54.08333,
1999-06,54.89531,
1999-07,55.63079,
1999-08,55.73416,
1999-09,56.39191,
1999-10,56.77862,
1999-11,56.99258,
1999-12,58.31983,
2000-01,58.86646,
2000-02,59.44155,
2000-03,59.85331,
2000-04,60.46546,
2000-05,60.89604,
2000-06,61.17822,
2000-07,61.98050,
2000-08,62.57372,
2000-09,62.84946,
2000-10,63.35055,
2000-11,63.50706,
2000-12,62.88873,
2001-01,61.76718,
2001-02,61.92127,
2001-03,62.63897,
2001-04,62.65807,
2001-05,63.64024,
2001-06,63.49943,
2001-07,63.20344,
2001-08,63.15764,
2001-09,63.93380,
2001-10,64.31793,
2001-11,64.83841,
2001-12,65.79209,
2002-01,65.82742,
2002-02,66.44090,
2002-03,67.43413,
2002-04,67.88572,
2002-05,68.14488,
2002-06,67.17739,
2002-07,67.42723,
2002-08,67.18977,
2002-09,66.90244,
2002-10,68.35413,
2002-11,66.52134,
2002-12,67.00997,
2003-01,67.93441,
2003-02,67.50211,
2003-03,67.63803,
2003-04,67.77191,
2003-05,67.44999,
2003-06,67.69162,
2003-07,67.28349,
2003-08,68.42720,
2003-09,68.16276,
2003-10,68.64317,
2003-11,68.82015,
2003-12,68.59583,
2004-01,69.38327,
2004-02,69.03791,
2004-03,68.94701,
2004-04,69.11451,
2004-05,70.65661,
2004-06,70.70402,
2004-07,70.95283,
2004-08,71.34861,
2004-09,70.92286,
2004-10,69.49279,
2004-11,69.00883,
2004-12,68.70630,
2005-01,69.21944,
2005-02,68.90179,
2005-03,68.42542,
2005-04,68.37184,
2005-05,67.99397,
2005-06,67.96881,
2005-07,68.80813,
2005-08,70.52933,
2005-09,70.95880,
2005-10,71.15935,
2005-11,71.22120,
2005-12,70.34790,
2006-01,69.88405,
2006-02,70.30653,
2006-03,71.08517,
2006-04,71.49452,
2006-05,71.91198,
2006-06,73.54012,
2006-07,75.27392,
2006-08,73.59089,
2006-09,75.35187,
2006-10,75.05371,
2006-11,75.56794,
2006-12,74.40570,
2007-01,75.66054,
2007-02,75.65710,
2007-03,75.36346,
2007-04,75.59763,
2007-05,77.68966,
2007-06,77.28410,
2007-07,77.22269,
2007-08,79.33762,
2007-09,80.16048,
2007-10,78.76761,
2007-11,80.78832,
2007-12,85.34787,
2008-01,87.07653,
2008-02,89.24411,
2008-03,90.21320,
2008-04,90.91875,
2008-05,91.28425,
2008-06,91.88977,
2008-07,92.63133,
2008-08,94.50160,
2008-09,94.52252,
2008-10,97.28694,
2008-11,97.99774,
2008-12,100.00000,
2009-01,101.88950,
2009-02,102.71291,
2009-03,101.94346,
2009-04,104.20408,
2009-05,104.21534,
2009-06,105.37842,
2009-07,107.21412,
2009-08,106.65326,
2009-09,107.03372,
2009-10,106.44568,
2009-11,105.75157,
2009-12,107.49357,
2010-01,106.45662,
2010-02,106.20510,
2010-03,103.60062,
2010-04,103.24529,
2010-05,102.86426,
2010-06,101.75414,
2010-07,101.12982,
2010-08,100.28722,
2010-09,100.21482,
2010-10,100.35688,
2010-11,100.38532,
2010-12,99.97077,
2011-01,99.58168,
2011-02,99.90011,
2011-03,100.42490,
2011-04,98.31088,
2011-05,97.90322,
2011-06,96.24877,
2011-07,96.30242,
2011-08,96.67020,
2011-09,96.19804,
2011-10,97.17588,
2011-11,97.57142,
2011-12,97.44918,
2012-01,97.08210,
2012-02,95.76887,
2012-03,95.68959,
2012-04,95.76059,
2012-05,96.34540,
2012-06,95.96922,
2012-07,96.76498,
2012-08,96.57733,
2012-09,96.00279,
2012-10,96.21765,
2012-11,97.06448,
2012-12,96.90141,
2013-01,96.28683,
2013-02,96.26465,
2013-03,96.30987,
2013-04,95.70736,
2013-05,96.63502,
2013-06,95.94499,
2013-07,97.09998,
2013-08,97.17206,
2013-09,95.56892,
2013-10,95.97615,
2013-11,96.58353,
2013-12,95.64752,
2014-01,96.25828,
2014-02,96.53243,
2014-03,97.05846,
2014-04,99.66410,
2014-05,99.80258,
2014-06,98.76609,
2014-07,98.72380,
2014-08,99.14701,
2014-09,98.94725,
2014-10,99.77279,
2014-11,100.54894,
2014-12,98.67774,Provisional value
2015-01,99.82526,
"",General: 1 Statistical changes have been eliminated.,
