"",BBK01.TVD443,BBK01.TVD443_FLAGS
"",Deposits of non-banks in the euro area / of central governments / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:20,
1980-01,0,
1980-02,113,
1980-03,260,
1980-04,-148,
1980-05,198,
1980-06,267,
1980-07,-403,
1980-08,345,
1980-09,226,
1980-10,-30,
1980-11,307,
1980-12,478,
1981-01,-663,
1981-02,143,
1981-03,299,
1981-04,151,
1981-05,150,
1981-06,402,
1981-07,59,
1981-08,207,
1981-09,193,
1981-10,252,
1981-11,235,
1981-12,455,
1982-01,-564,
1982-02,207,
1982-03,392,
1982-04,2805,
1982-05,-2518,
1982-06,224,
1982-07,-89,
1982-08,89,
1982-09,968,
1982-10,-812,
1982-11,170,
1982-12,582,
1983-01,-667,
1983-02,150,
1983-03,392,
1983-04,39,
1983-05,74,
1983-06,355,
1983-07,-135,
1983-08,98,
1983-09,348,
1983-10,1098,
1983-11,-912,
1983-12,587,
1984-01,-522,
1984-02,221,
1984-03,268,
1984-04,-34,
1984-05,97,
1984-06,656,
1984-07,-255,
1984-08,350,
1984-09,367,
1984-10,41,
1984-11,166,
1984-12,577,
1985-01,-762,
1985-02,190,
1985-03,261,
1985-04,-152,
1985-05,419,
1985-06,571,
1985-07,-731,
1985-08,190,
1985-09,1019,
1985-10,-756,
1985-11,198,
1985-12,775,
1986-01,-859,
1986-02,166,
1986-03,207,
1986-04,-165,
1986-05,144,
1986-06,662,
1986-07,-1090,
1986-08,253,
1986-09,361,
1986-10,-120,
1986-11,227,
1986-12,857,
1987-01,-945,
1987-02,288,
1987-03,482,
1987-04,-186,
1987-05,108,
1987-06,305,
1987-07,-633,
1987-08,264,
1987-09,1000,
1987-10,-829,
1987-11,194,
1987-12,851,
1988-01,-704,
1988-02,143,
1988-03,456,
1988-04,-310,
1988-05,355,
1988-06,393,
1988-07,-632,
1988-08,56,
1988-09,303,
1988-10,-74,
1988-11,464,
1988-12,715,
1989-01,-594,
