"",BBK01.OUU112,BBK01.OUU112_FLAGS
"",Sight deposits of domestic banks (MFIs) (excluding the Bundesbank) / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:17,
1999-01,1.873,
1999-02,1.646,
1999-03,1.553,
1999-04,0.980,
1999-05,1.583,
1999-06,1.464,
1999-07,1.923,
1999-08,2.138,
1999-09,2.020,
1999-10,2.192,
1999-11,1.950,
1999-12,1.957,
2000-01,2.065,
2000-02,2.285,
2000-03,2.409,
2000-04,2.798,
2000-05,2.497,
2000-06,2.118,
2000-07,2.175,
2000-08,2.254,
2000-09,2.190,
2000-10,2.184,
2000-11,2.045,
2000-12,1.504,
2001-01,2.403,
2001-02,1.780,
2001-03,2.066,
2001-04,1.892,
2001-05,2.630,
2001-06,2.134,
2001-07,2.431,
2001-08,1.833,
2001-09,2.049,
2001-10,1.723,
2001-11,1.982,
2001-12,1.762,
2002-01,1.729,
2002-02,1.986,
2002-03,2.787,
2002-04,2.128,
2002-05,1.517,
2002-06,1.583,
2002-07,2.222,
2002-08,1.808,
2002-09,1.915,
2002-10,1.537,
2002-11,2.093,
2002-12,1.879,
2003-01,1.884,
2003-02,1.860,
2003-03,2.295,
2003-04,1.532,
2003-05,2.011,
2003-06,2.106,
2003-07,1.912,
2003-08,1.955,
2003-09,1.997,
2003-10,1.430,
2003-11,1.609,
2003-12,1.513,
2004-01,1.926,
2004-02,1.888,
2004-03,1.918,
2004-04,1.400,
2004-05,1.795,
2004-06,1.838,
2004-07,1.713,
2004-08,1.181,
2004-09,1.485,
2004-10,1.121,
2004-11,1.300,
2004-12,0.686,
2005-01,1.210,
2005-02,1.284,
2005-03,1.185,
2005-04,1.289,
2005-05,1.478,
2005-06,1.379,
2005-07,1.408,
2005-08,1.264,
2005-09,1.485,
2005-10,1.256,
2005-11,1.558,
2005-12,1.499,
2006-01,1.748,
2006-02,1.762,
2006-03,1.586,
2006-04,1.283,
2006-05,1.461,
2006-06,2.140,
2006-07,1.826,
2006-08,1.477,
2006-09,1.754,
2006-10,1.599,
2006-11,2.055,
2006-12,1.495,
2007-01,1.632,
2007-02,1.779,
2007-03,2.095,
2007-04,1.856,
2007-05,2.132,
2007-06,1.918,
2007-07,2.324,
2007-08,2.177,
2007-09,2.188,
2007-10,1.470,
2007-11,1.665,
2007-12,1.320,
2008-01,1.591,
2008-02,0.885,
2008-03,1.679,
2008-04,1.763,
2008-05,2.582,
2008-06,2.758,
2008-07,2.962,
2008-08,2.770,
2008-09,2.864,
2008-10,1.423,
2008-11,2.056,
2008-12,0.911,
2009-01,1.447,
2009-02,1.420,
2009-03,1.791,
2009-04,1.478,
2009-05,1.736,
2009-06,2.012,
2009-07,1.773,
2009-08,1.693,
2009-09,2.984,
2009-10,2.805,
2009-11,2.928,
2009-12,2.299,
2010-01,2.366,
2010-02,2.113,
2010-03,0.956,
2010-04,1.251,
2010-05,1.135,
2010-06,1.427,
2010-07,1.923,
2010-08,1.494,
2010-09,4.153,
2010-10,4.275,
2010-11,4.280,
2010-12,3.406,
2011-01,3.614,
2011-02,3.728,
2011-03,1.742,
2011-04,1.437,
2011-05,1.481,
2011-06,1.643,
2011-07,1.355,
2011-08,1.537,
2011-09,1.217,
2011-10,1.507,
2011-11,1.422,
2011-12,1.123,
2012-01,1.462,
2012-02,0.983,
2012-03,1.060,
2012-04,1.123,
2012-05,1.034,
2012-06,1.204,
2012-07,1.203,
2012-08,1.190,
2012-09,1.295,
2012-10,0.880,
2012-11,1.244,
2012-12,0.665,
2013-01,1.071,
2013-02,1.037,
2013-03,1.127,
2013-04,1.117,
2013-05,1.302,
2013-06,1.556,
2013-07,1.908,
2013-08,1.830,
2013-09,1.957,
2013-10,1.742,
2013-11,1.837,
2013-12,1.543,
2014-01,1.723,
2014-02,1.494,
2014-03,1.876,
2014-04,1.587,
2014-05,1.781,
2014-06,2.213,
2014-07,2.454,
2014-08,2.038,
2014-09,2.105,
2014-10,2.208,
2014-11,2.397,
2014-12,1.157,Provisional value
