"",BBK01.CEF730,BBK01.CEF730_FLAGS
"",Other accounts payable                        debtor: MFI                          creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:58,
1999-01,143.6,
1999-04,137.3,
1999-07,145.6,
1999-10,188.2,
2000-01,167.6,
2000-04,189.7,
2000-07,182.6,
2000-10,186.5,
2001-01,203.8,
2001-04,180.1,
2001-07,182.0,
2001-10,187.4,
2002-01,189.6,
2002-04,179.0,
2002-07,179.2,
2002-10,180.2,
2003-01,194.9,
2003-04,187.4,
2003-07,167.2,
2003-10,181.7,
2004-01,179.7,
2004-04,171.6,
2004-07,172.6,
2004-10,205.0,
2005-01,181.4,
2005-04,178.0,
2005-07,186.5,
2005-10,193.0,
2006-01,197.7,
2006-04,201.5,
2006-07,209.8,
2006-10,224.9,
2007-01,234.0,
2007-04,238.0,
2007-07,257.2,
2007-10,266.9,
2008-01,281.4,
2008-04,291.9,
2008-07,326.9,
2008-10,345.8,
2009-01,362.4,
2009-04,289.8,
2009-07,301.3,
2009-10,304.0,
2010-01,285.7,
2010-04,311.8,
2010-07,284.5,
2010-10,89.1,
2011-01,92.3,
2011-04,95.4,
2011-07,53.2,
2011-10,90.0,
2012-01,93.1,
2012-04,85.8,
2012-07,73.3,
2012-10,94.5,
2013-01,118.6,
2013-04,110.4,
2013-07,110.4,
2013-10,126.8,
2014-01,101.4,
2014-04,84.2,
2014-07,74.6,
