"",BBFB1.Q.N.DE.W03100.S1.S1.T.D.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.W03100.S1.S1.T.D.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Expenditure / Emerging market economies and developing countries (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:35:28,
1991-01,1434.675,
1991-04,1197.211,
1991-07,1319.219,
1991-10,1313.656,
1992-01,1210.964,
1992-04,1115.272,
1992-07,1147.740,
1992-10,1138.530,
1993-01,1150.212,
1993-04,1240.166,
1993-07,1295.802,
1993-10,1605.459,
1994-01,1186.628,
1994-04,1099.059,
1994-07,1223.323,
1994-10,1288.707,
1995-01,966.763,
1995-04,1159.626,
1995-07,957.351,
1995-10,1111.387,
1996-01,890.868,
1996-04,879.152,
1996-07,913.129,
1996-10,952.529,
1997-01,865.692,
1997-04,897.672,
1997-07,934.193,
1997-10,933.456,
1998-01,1012.487,
1998-04,954.512,
1998-07,1025.891,
1998-10,1134.921,
1999-01,925.728,
1999-04,1054.536,
1999-07,1144.990,
1999-10,1250.968,
2000-01,1400.922,
2000-04,1385.594,
2000-07,1437.202,
2000-10,1513.380,
2001-01,2311.055,
2001-04,2569.546,
2001-07,2778.626,
2001-10,2873.245,
2002-01,1652.367,
2002-04,1669.862,
2002-07,1698.886,
2002-10,1714.238,
2003-01,1509.724,
2003-04,1561.013,
2003-07,1988.677,
2003-10,1596.383,
2004-01,1359.338,
2004-04,1492.306,
2004-07,1552.220,
2004-10,1503.332,
2005-01,2923.822,
2005-04,2901.191,
2005-07,2963.819,
2005-10,2947.817,
2006-01,1631.526,
2006-04,1681.064,
2006-07,1901.710,
2006-10,2126.615,
2007-01,1855.826,
2007-04,1905.632,
2007-07,1919.145,
2007-10,1802.413,
2008-01,1942.446,
2008-04,1887.884,
2008-07,2061.122,
2008-10,2423.635,
2009-01,1925.130,
2009-04,1601.134,
2009-07,1709.584,
2009-10,1749.165,
2010-01,1806.720,
2010-04,2042.905,
2010-07,2215.036,
2010-10,2285.776,
2011-01,2080.149,
2011-04,1968.197,
2011-07,2011.579,
2011-10,2278.874,
2012-01,2100.782,
2012-04,2215.865,
2012-07,2321.556,
2012-10,2350.694,
2013-01,1868.485,
2013-04,1972.483,
2013-07,2053.147,
2013-10,2314.394,
2014-01,1802.125,Provisional value
2014-04,2110.315,Provisional value
2014-07,2062.812,Provisional value
