"",BBK01.OEAF33V,BBK01.OEAF33V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:10:40,
2002-01,12.011,
2002-04,12.012,
2002-07,12.080,
2002-10,12.086,
2003-01,12.023,
2003-04,12.027,
2003-07,12.021,
2003-10,12.023,
2004-01,11.875,
2004-04,11.886,
2004-07,11.920,
2004-10,11.907,
2005-01,12.738,
2005-04,12.739,
2005-07,12.821,
2005-10,12.857,
2006-01,12.791,
2006-04,12.862,
2006-07,12.850,
2006-10,12.752,
2007-01,12.462,
2007-04,12.219,
2007-07,12.083,
2007-10,12.170,
2008-01,11.765,
2008-04,11.646,
2008-07,11.542,
2008-10,11.436,
2009-01,11.313,
2009-04,12.280,
2009-07,12.313,
2009-10,11.838,
2010-01,12.230,
2010-04,12.192,
2010-07,11.844,
2010-10,11.615,
2011-01,11.863,
2011-04,11.836,
2011-07,11.892,
2011-10,11.926,
2012-01,11.956,
2012-04,12.314,
2012-07,12.396,
2012-10,12.532,
2013-01,12.560,
2013-04,12.651,
2013-07,12.810,
2013-10,13.017,
2014-01,13.070,
2014-04,13.259,
2014-07,13.385,
