"",BBK01.OEBB20H,BBK01.OEBB20H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:48,
2002-01,68.566,
2002-04,68.961,
2002-07,68.981,
2002-10,68.830,
2003-01,68.501,
2003-04,67.998,
2003-07,67.267,
2003-10,66.033,
2004-01,64.249,
2004-04,64.279,
2004-07,63.387,
2004-10,61.214,
2005-01,62.082,
2005-04,61.339,
2005-07,60.660,
2005-10,59.751,
2006-01,58.388,
2006-04,57.318,
2006-07,56.659,
2006-10,55.719,
2007-01,54.438,
2007-04,53.581,
2007-07,52.449,
2007-10,50.526,
2008-01,49.019,
2008-04,47.671,
2008-07,46.617,
2008-10,45.179,
2009-01,43.996,
2009-04,31.544,
2009-07,30.998,
2009-10,30.520,
2010-01,29.952,
2010-04,29.744,
2010-07,29.186,
2010-10,29.479,
2011-01,28.283,
2011-04,28.089,
2011-07,27.953,
2011-10,27.694,
2012-01,27.570,
2012-04,27.503,
2012-07,27.484,
2012-10,27.350,
2013-01,27.354,
2013-04,27.399,
2013-07,27.152,
2013-10,27.021,
2014-01,27.086,
2014-04,27.451,
2014-07,27.723,
