"",BBK01.OEAC56H,BBK01.OEAC56H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:40,
2002-01,72.314,
2002-04,72.100,
2002-07,71.866,
2002-10,71.521,
2003-01,71.221,
2003-04,70.716,
2003-07,68.134,
2003-10,68.954,
2004-01,68.516,
2004-04,67.628,
2004-07,66.822,
2004-10,64.943,
2005-01,64.293,
2005-04,63.656,
2005-07,63.169,
2005-10,62.045,
2006-01,62.124,
2006-04,61.340,
2006-07,61.218,
2006-10,60.075,
2007-01,60.007,
2007-04,58.988,
2007-07,58.018,
2007-10,56.225,
2008-01,54.774,
2008-04,53.823,
2008-07,52.933,
2008-10,51.528,
2009-01,50.530,
2009-04,41.906,
2009-07,42.011,
2009-10,40.768,
2010-01,41.300,
2010-04,41.179,
2010-07,40.760,
2010-10,40.800,
2011-01,40.102,
2011-04,40.251,
2011-07,40.542,
2011-10,42.002,
2012-01,42.268,
2012-04,43.449,
2012-07,44.213,
2012-10,44.003,
2013-01,44.131,
2013-04,44.817,
2013-07,45.196,
2013-10,45.470,
2014-01,45.773,
2014-04,45.855,
2014-07,46.498,
