"",BBK01.QUW302,BBK01.QUW302_FLAGS
"",Foreign branches in Hong Kong: Long-term liabilities to foreign banks / In the country of domicile of the branch / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:42:48,
2001-12,0.067,
2002-01,0.059,
2002-02,0.044,
2002-03,0.050,
2002-04,0.049,
2002-05,0.084,
2002-06,0.079,
2002-07,0.105,
2002-08,0.138,
2002-09,0.138,
2002-10,0.143,
2002-11,0.142,
2002-12,0.110,
2003-01,0.090,
2003-02,0.097,
2003-03,0.114,
2003-04,0.122,
2003-05,0.086,
2003-06,0.114,
2003-07,0.093,
2003-08,0.095,
2003-09,0.089,
2003-10,0.101,
2003-11,0.099,
2003-12,0.095,
2004-01,0.096,
2004-02,0.096,
2004-03,0.080,
2004-04,0.072,
2004-05,0.071,
2004-06,0.053,
2004-07,0.055,
2004-08,0.041,
2004-09,0.038,
2004-10,0.046,
2004-11,0.043,
2004-12,0.041,
2005-01,0.021,
2005-02,0.021,
2005-03,0.052,
2005-04,0.052,
2005-05,0.054,
2005-06,0.078,
2005-07,0.078,
2005-08,0.069,
2005-09,0.070,
2005-10,0.070,
2005-11,0.071,
2005-12,0.071,
2006-01,0.069,
2006-02,0.086,
2006-03,0.050,
2006-04,0.048,
2006-05,0.048,
2006-06,0.019,
2006-07,0.019,
2006-08,0.019,
2006-09,0.027,
2006-10,0.035,
2006-11,0.026,
2006-12,0.026,
2007-01,0.027,
2007-02,0.049,
2007-03,0.070,
2007-04,0.069,
2007-05,0.070,
2007-06,0.069,
2007-07,0.069,
2007-08,0.077,
2007-09,0.068,
2007-10,0.068,
2007-11,0.066,
2007-12,0.066,
2008-01,0.065,
2008-02,0.057,
2008-03,0.018,
2008-04,0.037,
2008-05,0.037,
2008-06,0.037,
2008-07,0.053,
2008-08,0.047,
2008-09,0.048,
2008-10,0.053,
2008-11,0.066,
2008-12,0.040,
2009-01,0.042,
2009-02,0.033,
2009-03,0.032,
2009-04,0.033,
2009-05,0.056,
2009-06,0.056,
2009-07,0.110,
2009-08,0.109,
2009-09,0.106,
2009-10,0.106,
2009-11,0.090,
2009-12,0.093,
2010-01,0.097,
2010-02,0.099,
2010-03,0.099,
2010-04,0.101,
2010-05,0.081,
2010-06,0.081,
2010-07,-,Nothing exists
2010-08,-,Nothing exists
2010-09,0.412,
2010-10,0.263,
2010-11,0.318,
2010-12,0.313,
2011-01,0.302,
2011-02,0.399,
2011-03,0.416,
2011-04,0.373,
2011-05,0.454,
2011-06,0.435,
2011-07,0.534,
2011-08,0.525,
2011-09,0.561,
2011-10,0.283,
2011-11,0.171,
2011-12,0.179,
2012-01,0.163,
2012-02,0.161,
2012-03,0.150,
2012-04,0.069,
2012-05,0.043,
2012-06,0.072,
2012-07,0.075,
2012-08,0.073,
2012-09,0.072,
2012-10,0.072,
2012-11,0.071,
2012-12,0.153,
2013-01,0.075,
2013-02,0.078,
2013-03,0.073,
2013-04,0.071,
2013-05,0.072,
2013-06,0.072,
2013-07,0.070,
2013-08,0.071,
2013-09,0.070,
2013-10,0.070,
2013-11,0.070,
2013-12,0.068,
2014-01,0.068,
2014-02,0.068,
2014-03,0.069,
2014-04,0.069,
2014-05,0.070,
2014-06,0.069,
2014-07,0.031,
2014-08,0.059,
2014-09,0.076,
2014-10,0.077,
2014-11,0.078,
