"",BBK01.QUV609,BBK01.QUV609_FLAGS
"",Banks in Germany: Short-term loans and advances to non- residents / Saudi Arabia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:26:33,
2001-12,0.405,
2002-01,0.337,
2002-02,0.277,
2002-03,0.291,
2002-04,0.402,
2002-05,0.336,
2002-06,0.401,
2002-07,0.321,
2002-08,0.339,
2002-09,0.266,
2002-10,0.290,
2002-11,0.267,
2002-12,0.261,
2003-01,0.277,
2003-02,0.284,
2003-03,0.287,
2003-04,0.284,
2003-05,0.284,
2003-06,0.297,
2003-07,0.307,
2003-08,0.261,
2003-09,0.292,
2003-10,0.292,
2003-11,0.336,
2003-12,0.332,
2004-01,0.411,
2004-02,0.353,
2004-03,0.372,
2004-04,0.344,
2004-05,0.350,
2004-06,0.377,
2004-07,0.316,
2004-08,0.315,
2004-09,0.294,
2004-10,0.257,
2004-11,0.302,
2004-12,0.389,
2005-01,0.317,
2005-02,0.321,
2005-03,0.318,
2005-04,0.378,
2005-05,0.305,
2005-06,0.354,
2005-07,0.414,
2005-08,0.404,
2005-09,0.438,
2005-10,0.423,
2005-11,0.368,
2005-12,0.437,
2006-01,0.379,
2006-02,0.365,
2006-03,0.357,
2006-04,0.344,
2006-05,0.315,
2006-06,0.357,
2006-07,0.351,
2006-08,0.356,
2006-09,0.352,
2006-10,0.332,
2006-11,0.300,
2006-12,0.327,
2007-01,0.287,
2007-02,0.254,
2007-03,0.286,
2007-04,0.272,
2007-05,0.323,
2007-06,0.396,
2007-07,0.483,
2007-08,0.395,
2007-09,0.374,
2007-10,0.330,
2007-11,0.443,
2007-12,0.439,
2008-01,0.431,
2008-02,0.398,
2008-03,0.401,
2008-04,0.323,
2008-05,0.293,
2008-06,0.314,
2008-07,0.287,
2008-08,0.360,
2008-09,0.367,
2008-10,0.367,
2008-11,0.369,
2008-12,0.369,
2009-01,0.359,
2009-02,0.285,
2009-03,0.338,
2009-04,0.312,
2009-05,0.305,
2009-06,0.298,
2009-07,0.307,
2009-08,0.308,
2009-09,0.288,
2009-10,0.306,
2009-11,0.236,
2009-12,0.287,
2010-01,0.176,
2010-02,0.147,
2010-03,0.148,
2010-04,0.172,
2010-05,0.229,
2010-06,0.187,
2010-07,0.192,
2010-08,0.249,
2010-09,0.172,
2010-10,0.183,
2010-11,0.195,
2010-12,0.196,
2011-01,0.211,
2011-02,0.228,
2011-03,0.201,
2011-04,0.193,
2011-05,0.250,
2011-06,0.194,
2011-07,0.228,
2011-08,0.195,
2011-09,0.219,
2011-10,0.239,
2011-11,0.236,
2011-12,0.301,
2012-01,0.292,
2012-02,0.244,
2012-03,0.314,
2012-04,0.283,
2012-05,0.303,
2012-06,0.273,
2012-07,0.304,
2012-08,0.349,
2012-09,0.360,
2012-10,0.324,
2012-11,0.297,
2012-12,0.332,
2013-01,0.310,
2013-02,0.322,
2013-03,0.372,
2013-04,0.310,
2013-05,0.292,
2013-06,0.293,
2013-07,0.264,
2013-08,0.314,
2013-09,0.283,
2013-10,0.271,
2013-11,0.317,
2013-12,0.336,
2014-01,0.294,
2014-02,0.305,
2014-03,0.289,
2014-04,0.282,
2014-05,0.337,
2014-06,0.312,
2014-07,0.285,
2014-08,0.256,
2014-09,0.275,
2014-10,1.107,
2014-11,0.512,
2014-12,0.314,
