"",BBK01.OEAH21I,BBK01.OEAH21I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:27,
2002-01,30.286,
2002-04,29.973,
2002-07,29.894,
2002-10,29.255,
2003-01,29.149,
2003-04,28.755,
2003-07,28.382,
2003-10,30.003,
2004-01,30.671,
2004-04,30.637,
2004-07,31.319,
2004-10,31.676,
2005-01,33.308,
2005-04,31.794,
2005-07,32.397,
2005-10,32.706,
2006-01,33.835,
2006-04,35.348,
2006-07,36.119,
2006-10,36.154,
2007-01,36.591,
2007-04,37.590,
2007-07,38.188,
2007-10,37.868,
2008-01,37.754,
2008-04,38.446,
2008-07,38.931,
2008-10,38.871,
2009-01,39.095,
2009-04,38.997,
2009-07,39.057,
2009-10,38.761,
2010-01,38.431,
2010-04,38.168,
2010-07,38.657,
2010-10,41.617,
2011-01,42.701,
2011-04,43.716,
2011-07,43.666,
2011-10,44.044,
2012-01,43.816,
2012-04,43.971,
2012-07,43.778,
2012-10,43.249,
2013-01,42.978,
2013-04,42.862,
2013-07,41.769,
2013-10,41.484,
2014-01,42.516,
2014-04,42.223,
2014-07,41.789,
