"",BBK01.QUV904,BBK01.QUV904_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Guernsey / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:14:25,
2003-01,9.432,
2003-02,12.282,
2003-03,12.333,
2003-04,12.277,
2003-05,12.147,
2003-06,12.748,
2003-07,13.150,
2003-08,13.166,
2003-09,13.748,
2003-10,13.441,
2003-11,12.996,
2003-12,14.045,
2004-01,13.555,
2004-02,13.758,
2004-03,13.296,
2004-04,12.952,
2004-05,12.153,
2004-06,12.746,
2004-07,12.685,
2004-08,12.335,
2004-09,13.121,
2004-10,12.833,
2004-11,12.587,
2004-12,13.208,
2005-01,12.787,
2005-02,12.636,
2005-03,13.307,
2005-04,12.291,
2005-05,12.402,
2005-06,13.074,
2005-07,12.624,
2005-08,12.609,
2005-09,13.193,
2005-10,13.364,
2005-11,13.612,
2005-12,13.172,
2006-01,14.344,
2006-02,14.044,
2006-03,13.544,
2006-04,13.145,
2006-05,13.863,
2006-06,17.950,
2006-07,16.208,
2006-08,15.416,
2006-09,15.306,
2006-10,13.581,
2006-11,13.605,
2006-12,13.898,
2007-01,14.214,
2007-02,14.260,
2007-03,14.085,
2007-04,9.249,
2007-05,8.514,
2007-06,8.282,
2007-07,7.889,
2007-08,7.725,
2007-09,7.031,
2007-10,6.705,
2007-11,6.726,
2007-12,6.715,
2008-01,6.545,
2008-02,5.766,
2008-03,5.974,
2008-04,6.018,
2008-05,6.016,
2008-06,5.962,
2008-07,5.555,
2008-08,5.293,
2008-09,4.941,
2008-10,4.981,
2008-11,4.901,
2008-12,4.548,
2009-01,4.910,
2009-02,5.087,
2009-03,4.419,
2009-04,4.480,
2009-05,3.993,
2009-06,4.092,
2009-07,4.249,
2009-08,4.153,
2009-09,3.812,
2009-10,3.859,
2009-11,3.682,
2009-12,4.295,
2010-01,4.002,
2010-02,3.888,
2010-03,3.586,
2010-04,3.847,
2010-05,4.249,
2010-06,4.179,
2010-07,4.093,
2010-08,3.706,
2010-09,3.588,
2010-10,3.778,
2010-11,3.594,
2010-12,3.485,
2011-01,3.626,
2011-02,3.671,
2011-03,3.574,
2011-04,3.015,
2011-05,2.731,
2011-06,2.674,
2011-07,2.701,
2011-08,2.805,
2011-09,2.633,
2011-10,2.800,
2011-11,2.803,
2011-12,2.623,
2012-01,2.977,
2012-02,2.995,
2012-03,2.689,
2012-04,2.873,
2012-05,2.786,
2012-06,2.504,
2012-07,2.465,
2012-08,2.691,
2012-09,2.168,
2012-10,2.440,
2012-11,2.246,
2012-12,2.270,
2013-01,2.229,
2013-02,2.346,
2013-03,3.903,
2013-04,4.318,
2013-05,3.926,
2013-06,4.370,
2013-07,3.478,
2013-08,3.788,
2013-09,2.403,
2013-10,2.123,
2013-11,2.356,
2013-12,1.984,
2014-01,2.270,
2014-02,2.778,
2014-03,2.731,
2014-04,3.000,
2014-05,3.355,
2014-06,3.626,
2014-07,3.459,
2014-08,3.459,
2014-09,3.185,
2014-10,3.209,
2014-11,3.093,
2014-12,2.681,
