"",BBK01.OUK391,BBK01.OUK391_FLAGS
"",Deposits and borrowing from banks (MFIs) (excluding the Bundesbank) / total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:30,
1999-01,125.822,
1999-02,119.775,
1999-03,116.597,
1999-04,118.207,
1999-05,119.757,
1999-06,119.508,
1999-07,116.446,
1999-08,117.806,
1999-09,119.624,
1999-10,122.922,
1999-11,131.074,
1999-12,121.143,
2000-01,120.662,
2000-02,120.356,
2000-03,117.554,
2000-04,116.689,
2000-05,116.564,
2000-06,114.919,
2000-07,110.401,
2000-08,110.988,
2000-09,110.736,
2000-10,112.070,
2000-11,120.646,
2000-12,119.096,
2001-01,115.445,
2001-02,117.243,
2001-03,116.800,
2001-04,118.158,
2001-05,117.308,
2001-06,118.353,
2001-07,114.868,
2001-08,114.668,
2001-09,122.099,
2001-10,115.776,
2001-11,127.999,
2001-12,119.011,
2002-01,110.222,
2002-02,114.006,
2002-03,108.082,
2002-04,107.869,
2002-05,105.374,
2002-06,106.442,
2002-07,108.867,
2002-08,107.944,
2002-09,106.939,
2002-10,111.150,
2002-11,117.977,
2002-12,112.217,
2003-01,113.506,
2003-02,113.756,
2003-03,114.284,
2003-04,110.124,
2003-05,112.468,
2003-06,108.635,
2003-07,104.268,
2003-08,104.591,
2003-09,104.899,
2003-10,106.120,
2003-11,112.113,
2003-12,108.361,
2004-01,107.241,
2004-02,107.479,
2004-03,106.065,
2004-04,107.046,
2004-05,105.479,
2004-06,109.199,
2004-07,111.428,
2004-08,112.305,
2004-09,109.545,
2004-10,117.989,
2004-11,120.392,
2004-12,119.648,
2005-01,120.985,
2005-02,122.054,
2005-03,117.878,
2005-04,124.948,
2005-05,127.159,
2005-06,128.970,
2005-07,127.530,
2005-08,125.165,
2005-09,121.133,
2005-10,123.615,
2005-11,125.010,
2005-12,127.421,
2006-01,120.533,
2006-02,125.458,
2006-03,126.209,
2006-04,124.647,
2006-05,125.955,
2006-06,120.999,
2006-07,120.206,
2006-08,120.793,
2006-09,122.748,
2006-10,126.059,
2006-11,129.480,
2006-12,127.826,
2007-01,128.493,
2007-02,128.964,
2007-03,126.069,
2007-04,126.610,
2007-05,129.522,
2007-06,128.456,
2007-07,129.314,
2007-08,137.165,
2007-09,141.712,
2007-10,145.032,
2007-11,136.756,
2007-12,135.809,
2008-01,140.192,
2008-02,145.208,
2008-03,139.370,
2008-04,139.117,
2008-05,136.918,
2008-06,133.853,
2008-07,129.353,
2008-08,133.683,
2008-09,130.098,
2008-10,145.825,
2008-11,148.465,
2008-12,138.800,
2009-01,142.781,
2009-02,141.265,
2009-03,137.897,
2009-04,137.698,
2009-05,138.423,
2009-06,135.495,
2009-07,132.497,
2009-08,130.266,
2009-09,128.223,
2009-10,128.736,
2009-11,128.967,
2009-12,125.564,
2010-01,127.666,
2010-02,129.692,
2010-03,129.975,
2010-04,131.070,
2010-05,132.956,
2010-06,131.819,
2010-07,134.368,
2010-08,134.622,
2010-09,134.011,
2010-10,133.032,
2010-11,138.564,
2010-12,129.954,
2011-01,133.076,
2011-02,131.371,
2011-03,125.135,
2011-04,126.907,
2011-05,126.147,
2011-06,130.725,
2011-07,129.951,
2011-08,133.513,
2011-09,135.899,
2011-10,135.777,
2011-11,137.301,
2011-12,140.087,
2012-01,146.502,
2012-02,143.479,
2012-03,142.269,
2012-04,144.027,
2012-05,143.665,
2012-06,139.785,
2012-07,139.712,
2012-08,137.359,
2012-09,136.208,
2012-10,136.080,
2012-11,138.664,
2012-12,132.783,
2013-01,131.670,
2013-02,131.652,
2013-03,132.048,
2013-04,131.121,
2013-05,134.046,
2013-06,132.850,
2013-07,130.932,
2013-08,135.726,
2013-09,133.473,
2013-10,133.650,
2013-11,135.152,
2013-12,134.367,
2014-01,137.420,
2014-02,136.487,
2014-03,132.612,
2014-04,131.078,
2014-05,137.578,
2014-06,133.785,
2014-07,135.160,
2014-08,140.617,
2014-09,137.288,
2014-10,136.465,
2014-11,136.969,
2014-12,135.553,Provisional value
