"",BBK01.OEAC04N,BBK01.OEAC04N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:53,
2002-01,12.516,
2002-04,12.520,
2002-07,12.516,
2002-10,12.059,
2003-01,12.006,
2003-04,11.919,
2003-07,11.739,
2003-10,10.956,
2004-01,10.809,
2004-04,10.646,
2004-07,10.447,
2004-10,9.775,
2005-01,10.024,
2005-04,9.750,
2005-07,9.442,
2005-10,9.163,
2006-01,9.558,
2006-04,9.459,
2006-07,9.346,
2006-10,9.063,
2007-01,9.155,
2007-04,9.148,
2007-07,9.147,
2007-10,9.145,
2008-01,9.378,
2008-04,9.276,
2008-07,9.388,
2008-10,10.542,
2009-01,14.246,
2009-04,13.979,
2009-07,13.690,
2009-10,13.170,
2010-01,13.465,
2010-04,13.517,
2010-07,13.118,
2010-10,12.968,
2011-01,12.927,
2011-04,12.851,
2011-07,12.841,
2011-10,12.694,
2012-01,12.684,
2012-04,12.972,
2012-07,12.782,
2012-10,12.965,
2013-01,12.877,
2013-04,12.594,
2013-07,12.474,
2013-10,12.148,
2014-01,12.298,
2014-04,12.362,
2014-07,12.486,
