"",BBK01.SU0505,BBK01.SU0505_FLAGS
"",Lending rates of banks / Personal credit lines (overdraft facilities granted to individuals) / Highest rate of spread,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:28:54,
1996-11,12.25,
1996-12,12.25,
1997-01,12.25,
1997-02,12.25,
1997-03,12.25,
1997-04,12.25,
1997-05,12.25,
1997-06,12.25,
1997-07,12.25,
1997-08,12.25,
1997-09,12.25,
1997-10,12.25,
1997-11,12.25,
1997-12,12.25,
1998-01,12.25,
1998-02,12.25,
1998-03,12.25,
1998-04,12.25,
1998-05,12.25,
1998-06,12.25,
1998-07,12.25,
1998-08,12.25,
1998-09,12.25,
1998-10,12.25,
1998-11,12.25,
1998-12,12.25,
1999-01,12.25,
1999-02,12.25,
1999-03,12.25,
1999-04,12.25,
1999-05,12.25,
1999-06,12.25,
1999-07,12.25,
1999-08,12.25,
1999-09,12.25,
1999-10,12.25,
1999-11,12.25,
1999-12,12.25,
2000-01,12.25,
2000-02,12.25,
2000-03,12.50,
2000-04,12.50,
2000-05,12.75,
2000-06,13.00,
2000-07,13.00,
2000-08,13.00,
2000-09,13.25,
2000-10,13.50,
2000-11,13.50,
2000-12,13.50,
2001-01,13.50,
2001-02,13.50,
2001-03,13.75,
2001-04,13.75,
2001-05,13.50,
2001-06,13.50,
2001-07,13.50,
2001-08,13.50,
2001-09,13.50,
2001-10,13.50,
2001-11,13.50,
2001-12,13.50,
2002-01,13.50,
2002-02,13.50,
2002-03,13.50,
2002-04,13.50,
2002-05,13.50,
2002-06,13.50,
2002-07,13.50,
2002-08,13.50,
2002-09,13.50,
2002-10,13.50,
2002-11,13.50,
2002-12,13.50,
2003-01,13.50,
2003-02,13.50,
2003-03,13.50,
2003-04,13.50,
2003-05,13.50,
2003-06,13.30,
"",General: The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.,
