"",BBDB1.Q.DE.S.BN2GHIJLMNOPQRS.C.IFRS.B.A.K.E.E039.VGQ.A,BBDB1.Q.DE.S.BN2GHIJLMNOPQRS.C.IFRS.B.A.K.E.E039.VGQ.A_FLAGS
"","Operating income before depreciation and amortisation (EBITDA) / Change from previous period in %, adjusted for changes in the basis of consolidation / Non-financial listed groups / Germany / Groups with a focus on the services sector / Profitability / Seasonally adjusted",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-15 08:50:50,
2005-04,3.22,
2005-07,-9.00,
2005-10,10.03,
2006-01,1.95,
2006-04,-2.30,
2006-07,-8.16,
2006-10,-15.16,
2007-01,33.43,
2007-04,-2.31,
2007-07,-1.71,
2007-10,1.63,
2008-01,2.23,
2008-04,-2.37,
2008-07,0.76,
2008-10,-17.86,
2009-01,14.44,
2009-04,-3.74,
2009-07,3.06,
2009-10,0.74,
2010-01,3.20,
2010-04,3.78,
2010-07,3.07,
2010-10,-3.94,
2011-01,5.05,
2011-04,-10.33,
2011-07,9.02,
2011-10,22.18,
2012-01,-24.84,
2012-04,8.06,
2012-07,8.69,
2012-10,5.65,
2013-01,-17.78,
2013-04,6.28,
2013-07,0.21,
2013-10,-0.41,
2014-01,9.43,
2014-04,-9.52,
"","General: Non-financial groups listed in Germany, which publish IFRS consolidated financial statements on a quarterly basis and make a noteworthy contribution to value added in Germany. Adjusted for substantial changes in the basis of consolidation of large groups (see explanatory notes in the Statistical Supplement Seasonally adjusted business statistics).Excluding groups in real estate activities.",
"",Source: Source of the unadjusted figures: Bundesbank calculations based on data from consolidated financial statements.,
