"",BBK01.WX0222,BBK01.WX0222_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 50.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:42,
2002-01,5.171,
2002-02,5.286,
2002-03,5.467,
2002-04,5.412,
2002-05,5.422,
2002-06,5.109,
2002-07,5.009,
2002-08,4.890,
2002-09,4.790,
2002-10,4.948,
2002-11,4.931,
2002-12,4.746,
2003-01,4.603,
2003-02,4.681,
2003-03,4.819,
2003-04,4.879,
2003-05,4.859,
2003-06,5.058,
2003-07,5.336,
2003-08,5.155,
2003-09,5.189,
2003-10,5.237,
2003-11,5.332,
2003-12,5.245,
2004-01,5.233,
2004-02,5.172,
2004-03,5.093,
2004-04,5.200,
2004-05,5.322,
2004-06,5.183,
2004-07,5.087,
2004-08,4.955,
2004-09,4.908,
2004-10,4.865,
2004-11,4.696,
2004-12,4.548,
2005-01,4.284,
2005-02,4.452,
2005-03,4.356,
2005-04,4.284,
2005-05,4.095,
2005-06,3.923,
2005-07,4.037,
2005-08,3.839,
2005-09,3.859,
2005-10,4.023,
2005-11,4.003,
2005-12,3.770,
2006-01,3.932,
2006-02,3.921,
2006-03,4.189,
2006-04,4.383,
2006-05,4.541,
2006-06,4.534,
2006-07,4.434,
2006-08,4.221,
2006-09,4.046,
2006-10,3.905,
2006-11,3.880,
2006-12,4.084,
2007-01,4.244,
2007-02,4.136,
2007-03,4.299,
2007-04,4.352,
2007-05,4.541,
2007-06,4.737,
2007-07,4.548,
2007-08,4.608,
2007-09,4.697,
2007-10,4.597,
2007-11,4.695,
2007-12,4.631,
2008-01,4.517,
2008-02,4.419,
2008-03,4.424,
2008-04,4.584,
2008-05,4.730,
2008-06,4.518,
2008-07,4.350,
2008-08,4.284,
2008-09,4.082,
2008-10,3.842,
2008-11,2.957,
2008-12,2.935,
2009-01,3.058,
2009-02,2.778,
2009-03,3.250,
2009-04,3.286,
2009-05,3.466,
2009-06,3.626,
2009-07,3.471,
2009-08,3.483,
2009-09,3.630,
2009-10,3.595,
2009-11,3.408,
2009-12,3.565,
2010-01,3.481,
2010-02,3.350,
2010-03,3.373,
2010-04,3.210,
2010-05,2.899,
2010-06,2.951,
2010-07,3.124,
2010-08,2.319,
2010-09,2.568,
2010-10,2.601,
2010-11,2.791,
2010-12,3.153,
2011-01,3.304,
2011-02,3.279,
2011-03,3.503,
2011-04,3.448,
2011-05,3.343,
2011-06,3.784,
2011-07,3.391,
2011-08,3.194,
2011-09,2.717,
2011-10,2.800,
2011-11,2.843,
2011-12,2.549,
2012-01,2.414,
2012-02,2.438,
2012-03,2.539,
2012-04,2.525,
2012-05,1.896,
2012-06,2.395,
2012-07,2.522,
2012-08,2.466,
2012-09,2.684,
2012-10,2.617,
2012-11,2.593,
2012-12,2.527,
2013-01,2.661,
2013-02,2.626,
2013-03,2.555,
2013-04,2.424,
2013-05,2.665,
2013-06,2.755,
2013-07,2.632,
2013-08,2.862,
2013-09,2.773,
2013-10,2.786,
2013-11,2.703,
2013-12,2.790,
2014-01,2.593,
2014-02,2.613,
2014-03,2.566,
2014-04,2.457,
2014-05,2.351,
2014-06,2.243,
2014-07,2.178,
2014-08,1.903,
2014-09,2.046,
2014-10,1.932,
2014-11,1.700,
2014-12,1.543,
2015-01,1.165,
