"",BBK01.ST0425,BBK01.ST0425_FLAGS
2008-07-22,4.336,
2008-07-23,4.347,
2008-07-24,4.346,
2008-07-25,4.339,
2008-07-26,.,No value available
2008-07-27,.,No value available
2008-07-28,4.341,
2008-07-29,4.336,
2008-07-30,4.337,
2008-07-31,4.342,
2008-08-01,4.342,
2008-08-02,.,No value available
2008-08-03,.,No value available
2008-08-04,4.347,
2008-08-05,4.346,
2008-08-06,4.347,
2008-08-07,4.344,
2008-08-08,4.317,
2008-08-09,.,No value available
2008-08-10,.,No value available
2008-08-11,4.322,
2008-08-12,4.326,
2008-08-13,4.327,
2008-08-14,4.325,
2008-08-15,4.326,
2008-08-16,.,No value available
2008-08-17,.,No value available
2008-08-18,4.324,
2008-08-19,4.325,
2008-08-20,4.325,
2008-08-21,4.323,
2008-08-22,4.323,
2008-08-23,.,No value available
2008-08-24,.,No value available
2008-08-25,4.324,
2008-08-26,4.322,
2008-08-27,4.322,
2008-08-28,4.319,
2008-08-29,4.320,
2008-08-30,.,No value available
2008-08-31,.,No value available
2008-09-01,4.321,
2008-09-02,4.322,
2008-09-03,4.323,
2008-09-04,4.331,
2008-09-05,4.322,
2008-09-06,.,No value available
2008-09-07,.,No value available
2008-09-08,4.324,
2008-09-09,4.326,
2008-09-10,4.327,
2008-09-11,4.325,
2008-09-12,4.323,
2008-09-13,.,No value available
2008-09-14,.,No value available
2008-09-15,4.257,
2008-09-16,4.232,
2008-09-17,4.242,
2008-09-18,4.196,
2008-09-19,4.250,
2008-09-20,.,No value available
2008-09-21,.,No value available
2008-09-22,4.260,
2008-09-23,4.256,
2008-09-24,4.239,
2008-09-25,4.203,
2008-09-26,4.189,
2008-09-27,.,No value available
2008-09-28,.,No value available
2008-09-29,4.125,
2008-09-30,4.027,
2008-10-01,4.112,
2008-10-02,4.097,
2008-10-03,3.962,
2008-10-04,.,No value available
2008-10-05,.,No value available
2008-10-06,3.920,
2008-10-07,3.824,
2008-10-08,3.732,
2008-10-09,3.644,
2008-10-10,3.517,
2008-10-11,.,No value available
2008-10-12,.,No value available
2008-10-13,3.465,
2008-10-14,3.537,
2008-10-15,3.518,
2008-10-16,3.391,
2008-10-17,3.358,
2008-10-18,.,No value available
2008-10-19,.,No value available
2008-10-20,3.349,
2008-10-21,3.346,
2008-10-22,3.315,
2008-10-23,3.234,
2008-10-24,3.167,
2008-10-25,.,No value available
2008-10-26,.,No value available
2008-10-27,3.058,
2008-10-28,3.031,
2008-10-29,3.034,
2008-10-30,2.986,
2008-10-31,2.918,
2008-11-01,.,No value available
2008-11-02,.,No value available
2008-11-03,2.942,
2008-11-04,2.909,
2008-11-05,2.889,
2008-11-06,2.806,
2008-11-07,2.775,
2008-11-08,.,No value available
2008-11-09,.,No value available
2008-11-10,2.771,
2008-11-11,2.728,
2008-11-12,2.608,
2008-11-13,2.590,
2008-11-14,2.594,
2008-11-15,.,No value available
2008-11-16,.,No value available
2008-11-17,2.561,
2008-11-18,2.490,
2008-11-19,2.450,
2008-11-20,2.382,
2008-11-21,2.276,
2008-11-22,.,No value available
2008-11-23,.,No value available
2008-11-24,2.260,
2008-11-25,2.254,
2008-11-26,2.260,
2008-11-27,2.228,
2008-11-28,2.179,
2008-11-29,.,No value available
2008-11-30,.,No value available
2008-12-01,2.163,
2008-12-02,2.167,
2008-12-03,2.129,
2008-12-04,1.956,
2008-12-05,2.050,
2008-12-06,.,No value available
2008-12-07,.,No value available
2008-12-08,2.056,
2008-12-09,2.066,
2008-12-10,2.068,
2008-12-11,2.007,
2008-12-12,1.996,
2008-12-13,.,No value available
2008-12-14,.,No value available
2008-12-15,1.993,
2008-12-16,1.986,
2008-12-17,1.926,
2008-12-18,1.887,
2008-12-19,1.802,
2008-12-20,.,No value available
2008-12-21,.,No value available
2008-12-22,1.799,
2008-12-23,1.751,
2008-12-24,1.748,
2008-12-25,.,No value available
2008-12-26,.,No value available
2008-12-27,.,No value available
2008-12-28,.,No value available
2008-12-29,1.731,
2008-12-30,1.729,
2008-12-31,1.750,
2009-01-01,.,No value available
2009-01-02,1.747,
2009-01-03,.,No value available
2009-01-04,.,No value available
2009-01-05,1.745,
2009-01-06,1.745,
2009-01-07,1.689,
2009-01-08,1.663,
2009-01-09,1.609,
2009-01-10,.,No value available
2009-01-11,.,No value available
2009-01-12,1.541,
2009-01-13,1.509,
2009-01-14,1.490,
2009-01-15,1.434,
2009-01-16,1.427,
2009-01-17,.,No value available
2009-01-18,.,No value available
2009-01-19,1.375,
2009-01-20,1.354,
2009-01-21,1.255,
2009-01-22,1.212,
2009-01-23,1.164,
2009-01-24,.,No value available
2009-01-25,.,No value available
2009-01-26,1.171,
2009-01-27,1.221,
2009-01-28,1.203,
2009-01-29,1.193,
2009-01-30,1.190,
2009-01-31,.,No value available
2009-02-01,.,No value available
2009-02-02,1.190,
2009-02-03,1.173,
2009-02-04,1.159,
2009-02-05,1.142,
2009-02-06,1.056,
2009-02-07,.,No value available
2009-02-08,.,No value available
2009-02-09,1.029,
2009-02-10,1.010,
2009-02-11,1.040,
2009-02-12,1.002,
2009-02-13,0.980,
2009-02-14,.,No value available
2009-02-15,.,No value available
2009-02-16,0.977,
2009-02-17,0.971,
2009-02-18,0.979,
2009-02-19,0.974,
2009-02-20,0.965,
2009-02-21,.,No value available
2009-02-22,.,No value available
2009-02-23,0.965,
2009-02-24,0.937,
2009-02-25,0.908,
2009-02-26,0.879,
2009-02-27,0.867,
2009-02-28,.,No value available
2009-03-01,.,No value available
2009-03-02,0.855,
2009-03-03,0.821,
2009-03-04,0.790,
2009-03-05,0.754,
2009-03-06,0.745,
2009-03-07,.,No value available
2009-03-08,.,No value available
2009-03-09,0.746,
2009-03-10,0.748,
2009-03-11,0.756,
2009-03-12,0.760,
2009-03-13,0.736,
2009-03-14,.,No value available
2009-03-15,.,No value available
2009-03-16,0.721,
2009-03-17,0.711,
2009-03-18,0.704,
2009-03-19,0.683,
2009-03-20,0.680,
2009-03-21,.,No value available
2009-03-22,.,No value available
2009-03-23,0.685,
2009-03-24,0.709,
2009-03-25,0.727,
2009-03-26,0.709,
2009-03-27,0.703,
2009-03-28,.,No value available
2009-03-29,.,No value available
2009-03-30,0.700,
2009-03-31,0.699,
2009-04-01,0.688,
2009-04-02,0.660,
2009-04-03,0.740,
2009-04-04,.,No value available
2009-04-05,.,No value available
2009-04-06,0.713,
2009-04-07,0.702,
2009-04-08,0.706,
2009-04-09,0.718,
2009-04-10,.,No value available
2009-04-11,.,No value available
2009-04-12,.,No value available
2009-04-13,.,No value available
2009-04-14,0.737,
2009-04-15,0.740,
2009-04-16,0.768,
2009-04-17,0.810,
2009-04-18,.,No value available
2009-04-19,.,No value available
2009-04-20,0.854,
2009-04-21,0.834,
2009-04-22,0.847,
2009-04-23,0.825,
2009-04-24,0.773,
2009-04-25,.,No value available
2009-04-26,.,No value available
2009-04-27,0.770,
2009-04-28,0.755,
2009-04-29,0.717,
2009-04-30,0.719,
2009-05-01,.,No value available
2009-05-02,.,No value available
2009-05-03,.,No value available
2009-05-04,0.720,
2009-05-05,0.715,
2009-05-06,0.708,
2009-05-07,0.718,
2009-05-08,0.678,
2009-05-09,.,No value available
2009-05-10,.,No value available
2009-05-11,0.689,
2009-05-12,0.685,
2009-05-13,0.682,
2009-05-14,0.663,
2009-05-15,0.653,
2009-05-16,.,No value available
2009-05-17,.,No value available
2009-05-18,0.658,
2009-05-19,0.682,
2009-05-20,0.787,
2009-05-21,0.791,
2009-05-22,0.779,
2009-05-23,.,No value available
2009-05-24,.,No value available
2009-05-25,0.788,
2009-05-26,0.800,
2009-05-27,0.817,
2009-05-28,0.797,
2009-05-29,0.788,
2009-05-30,.,No value available
2009-05-31,.,No value available
2009-06-01,0.780,
2009-06-02,0.763,
2009-06-03,0.765,
2009-06-04,0.795,
2009-06-05,0.836,
2009-06-06,.,No value available
2009-06-07,.,No value available
2009-06-08,0.853,
2009-06-09,0.878,
2009-06-10,0.857,
2009-06-11,0.816,
2009-06-12,0.790,
2009-06-13,.,No value available
2009-06-14,.,No value available
2009-06-15,0.778,
2009-06-16,0.777,
2009-06-17,0.764,
2009-06-18,0.733,
2009-06-19,0.717,
2009-06-20,.,No value available
2009-06-21,.,No value available
2009-06-22,0.718,
2009-06-23,0.701,
2009-06-24,0.692,
2009-06-25,0.569,
2009-06-26,0.582,
2009-06-27,.,No value available
2009-06-28,.,No value available
2009-06-29,0.625,
2009-06-30,0.637,
2009-07-01,0.598,
2009-07-02,0.601,
2009-07-03,0.542,
2009-07-04,.,No value available
2009-07-05,.,No value available
2009-07-06,0.543,
2009-07-07,0.539,
2009-07-08,0.503,
2009-07-09,0.493,
2009-07-10,0.482,
2009-07-11,.,No value available
2009-07-12,.,No value available
2009-07-13,0.482,
2009-07-14,0.476,
2009-07-15,0.474,
2009-07-16,0.461,
2009-07-17,0.433,
2009-07-18,.,No value available
2009-07-19,.,No value available
2009-07-20,0.432,
2009-07-21,0.434,
2009-07-22,0.439,
2009-07-23,0.443,
2009-07-24,0.445,
2009-07-25,.,No value available
2009-07-26,.,No value available
2009-07-27,0.447,
2009-07-28,0.455,
2009-07-29,0.449,
2009-07-30,0.446,
2009-07-31,0.445,
2009-08-01,.,No value available
2009-08-02,.,No value available
2009-08-03,0.445,
2009-08-04,0.446,
2009-08-05,0.448,
2009-08-06,0.455,
2009-08-07,0.438,
2009-08-08,.,No value available
2009-08-09,.,No value available
2009-08-10,0.440,
2009-08-11,0.437,
2009-08-12,0.435,
2009-08-13,0.420,
2009-08-14,0.412,
2009-08-15,.,No value available
2009-08-16,.,No value available
2009-08-17,0.409,
2009-08-18,0.408,
2009-08-19,0.408,
2009-08-20,0.406,
2009-08-21,0.404,
2009-08-22,.,No value available
2009-08-23,.,No value available
2009-08-24,0.404,
2009-08-25,0.403,
2009-08-26,0.403,
2009-08-27,0.393,
2009-08-28,0.394,
2009-08-29,.,No value available
2009-08-30,.,No value available
2009-08-31,0.392,
2009-09-01,0.392,
2009-09-02,0.391,
2009-09-03,0.399,
2009-09-04,0.375,
2009-09-05,.,No value available
2009-09-06,.,No value available
2009-09-07,0.374,
2009-09-08,0.376,
2009-09-09,0.377,
2009-09-10,0.389,
2009-09-11,0.397,
2009-09-12,.,No value available
2009-09-13,.,No value available
2009-09-14,0.394,
2009-09-15,0.398,
2009-09-16,0.401,
2009-09-17,0.419,
2009-09-18,0.417,
2009-09-19,.,No value available
2009-09-20,.,No value available
2009-09-21,0.411,
2009-09-22,0.405,
2009-09-23,0.390,
2009-09-24,0.386,
2009-09-25,0.390,
2009-09-26,.,No value available
2009-09-27,.,No value available
2009-09-28,0.392,
2009-09-29,0.392,
2009-09-30,0.396,
2009-10-01,0.414,
2009-10-02,0.406,
2009-10-03,.,No value available
2009-10-04,.,No value available
2009-10-05,0.410,
2009-10-06,0.415,
2009-10-07,0.419,
2009-10-08,0.449,
2009-10-09,0.458,
2009-10-10,.,No value available
2009-10-11,.,No value available
2009-10-12,0.467,
2009-10-13,0.455,
2009-10-14,0.454,
2009-10-15,0.463,
2009-10-16,0.456,
2009-10-17,.,No value available
2009-10-18,.,No value available
2009-10-19,0.454,
2009-10-20,0.445,
2009-10-21,0.457,
2009-10-22,0.453,
2009-10-23,0.450,
2009-10-24,.,No value available
2009-10-25,.,No value available
2009-10-26,0.444,
2009-10-27,0.439,
2009-10-28,0.432,
2009-10-29,0.439,
2009-10-30,0.457,
2009-10-31,.,No value available
2009-11-01,.,No value available
2009-11-02,0.455,
2009-11-03,0.454,
2009-11-04,0.455,
2009-11-05,0.453,
2009-11-06,0.439,
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,0.433,
2009-11-10,0.432,
2009-11-11,0.439,
2009-11-12,0.433,
2009-11-13,0.430,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,0.434,
2009-11-17,0.443,
2009-11-18,0.443,
2009-11-19,0.447,
2009-11-20,0.448,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,0.449,
2009-11-24,0.449,
2009-11-25,0.444,
2009-11-26,0.439,
2009-11-27,0.427,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,0.432,
2009-12-01,0.440,
2009-12-02,0.444,
2009-12-03,0.448,
2009-12-04,0.402,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,0.401,
2009-12-08,0.399,
2009-12-09,0.400,
2009-12-10,0.404,
2009-12-11,0.404,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,0.401,
2009-12-15,0.402,
2009-12-16,0.403,
2009-12-17,0.389,
2009-12-18,0.388,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,0.386,
2009-12-22,0.387,
2009-12-23,0.384,
2009-12-24,0.379,
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,0.380,
2009-12-29,0.380,
2009-12-30,0.384,
2009-12-31,0.390,
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,0.390,
2010-01-05,0.384,
2010-01-06,0.379,
2010-01-07,0.373,
2010-01-08,0.371,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,0.374,
2010-01-12,0.375,
2010-01-13,0.375,
2010-01-14,0.376,
2010-01-15,0.366,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,0.358,
2010-01-19,0.359,
2010-01-20,0.358,
2010-01-21,0.357,
2010-01-22,0.357,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,0.358,
2010-01-26,0.357,
2010-01-27,0.360,
2010-01-28,0.365,
2010-01-29,0.369,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,0.370,
2010-02-02,0.370,
2010-02-03,0.369,
2010-02-04,0.371,
2010-02-05,0.365,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,0.362,
2010-02-09,0.362,
2010-02-10,0.362,
2010-02-11,0.364,
2010-02-12,0.358,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,0.356,
2010-02-16,0.357,
2010-02-17,0.357,
2010-02-18,0.358,
2010-02-19,0.360,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,0.360,
2010-02-23,0.361,
2010-02-24,0.363,
2010-02-25,0.363,
2010-02-26,0.365,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,0.370,
2010-03-02,0.368,
2010-03-03,0.367,
2010-03-04,0.368,
2010-03-05,0.356,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,0.354,
2010-03-09,0.354,
2010-03-10,0.352,
2010-03-11,0.353,
2010-03-12,0.357,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,0.360,
2010-03-16,0.361,
2010-03-17,0.362,
2010-03-18,0.359,
2010-03-19,0.360,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,0.361,
2010-03-23,0.361,
2010-03-24,0.361,
2010-03-25,0.361,
2010-03-26,0.360,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,0.362,
2010-03-30,0.361,
2010-03-31,0.372,
2010-04-01,0.377,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,0.381,
2010-04-07,0.383,
2010-04-08,0.376,
2010-04-09,0.377,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,0.379,
2010-04-13,0.385,
2010-04-14,0.386,
2010-04-15,0.390,
2010-04-16,0.392,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,0.393,
2010-04-20,0.394,
2010-04-21,0.396,
2010-04-22,0.404,
2010-04-23,0.405,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,0.407,
2010-04-27,0.409,
2010-04-28,0.417,
2010-04-29,0.435,
2010-04-30,0.439,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,0.439,
2010-05-04,0.438,
2010-05-05,0.425,
2010-05-06,0.423,
2010-05-07,0.420,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,0.404,
2010-05-11,0.400,
2010-05-12,0.405,
2010-05-13,0.387,
2010-05-14,0.388,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,0.394,
2010-05-18,0.396,
2010-05-19,0.394,
2010-05-20,0.394,
2010-05-21,0.394,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,0.398,
2010-05-25,0.400,
2010-05-26,0.388,
2010-05-27,0.390,
2010-05-28,0.390,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,0.388,
2010-06-01,0.389,
2010-06-02,0.394,
2010-06-03,0.402,
2010-06-04,0.402,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,0.399,
2010-06-08,0.403,
2010-06-09,0.404,
2010-06-10,0.409,
2010-06-11,0.403,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,0.403,
2010-06-15,0.408,
2010-06-16,0.411,
2010-06-17,0.418,
2010-06-18,0.420,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,0.440,
2010-06-22,0.448,
2010-06-23,0.457,
2010-06-24,0.463,
2010-06-25,0.473,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,0.483,
2010-06-29,0.459,
2010-06-30,0.447,
2010-07-01,0.511,
2010-07-02,0.459,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,0.468,
2010-07-06,0.475,
2010-07-07,0.524,
2010-07-08,0.559,
2010-07-09,0.580,
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,0.542,
2010-07-13,0.531,
2010-07-14,0.520,
2010-07-15,0.550,
2010-07-16,0.621,
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,0.630,
2010-07-20,0.606,
2010-07-21,0.583,
2010-07-22,0.560,
2010-07-23,0.562,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,0.563,
2010-07-27,0.573,
2010-07-28,0.569,
2010-07-29,0.557,
2010-07-30,0.554,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,0.551,
2010-08-03,0.556,
2010-08-04,0.570,
2010-08-05,0.584,
2010-08-06,0.584,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,0.581,
2010-08-10,0.573,
2010-08-11,0.549,
2010-08-12,0.514,
2010-08-13,0.510,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,0.512,
2010-08-17,0.510,
2010-08-18,0.510,
2010-08-19,0.517,
2010-08-20,0.506,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,0.486,
2010-08-24,0.486,
2010-08-25,0.488,
2010-08-26,0.486,
2010-08-27,0.491,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,0.500,
2010-08-31,0.503,
2010-09-01,0.496,
2010-09-02,0.497,
2010-09-03,0.485,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,0.484,
2010-09-07,0.488,
2010-09-08,0.493,
2010-09-09,0.498,
2010-09-10,0.500,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,0.503,
2010-09-14,0.504,
2010-09-15,0.520,
2010-09-16,0.547,
2010-09-17,0.538,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,0.539,
2010-09-21,0.534,
2010-09-22,0.534,
2010-09-23,0.540,
2010-09-24,0.536,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,0.555,
2010-09-28,0.564,
2010-09-29,0.558,
2010-09-30,0.597,
2010-10-01,0.760,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,0.698,
2010-10-05,0.697,
2010-10-06,0.706,
2010-10-07,0.729,
2010-10-08,0.720,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,0.724,
2010-10-12,0.722,
2010-10-13,0.692,
2010-10-14,0.710,
2010-10-15,0.740,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,0.761,
2010-10-19,0.764,
2010-10-20,0.795,
2010-10-21,0.795,
2010-10-22,0.784,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,0.791,
2010-10-26,0.806,
2010-10-27,0.829,
2010-10-28,0.815,
2010-10-29,0.834,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,0.825,
2010-11-02,0.826,
2010-11-03,0.824,
2010-11-04,0.820,
2010-11-05,0.811,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,0.816,
2010-11-09,0.803,
2010-11-10,0.791,
2010-11-11,0.771,
2010-11-12,0.746,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,0.743,
2010-11-16,0.741,
2010-11-17,0.738,
2010-11-18,0.709,
2010-11-19,0.717,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,0.738,
2010-11-23,0.726,
2010-11-24,0.710,
2010-11-25,0.697,
2010-11-26,0.684,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,0.685,
2010-11-30,0.689,
2010-12-01,0.700,
2010-12-02,0.725,
2010-12-03,0.695,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,0.699,
2010-12-07,0.707,
2010-12-08,0.682,
2010-12-09,0.661,
2010-12-10,0.664,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,0.666,
2010-12-14,0.659,
2010-12-15,0.655,
2010-12-16,0.658,
2010-12-17,0.659,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,0.652,
2010-12-21,0.665,
2010-12-22,0.656,
2010-12-23,0.577,
2010-12-24,0.579,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,0.582,
2010-12-28,0.589,
2010-12-29,0.590,
2010-12-30,0.593,
2010-12-31,0.595,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,0.595,
2011-01-04,0.599,
2011-01-05,0.602,
2011-01-06,0.604,
2011-01-07,0.598,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,0.604,
2011-01-11,0.632,
2011-01-12,0.653,
2011-01-13,0.663,
2011-01-14,0.705,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,0.699,
2011-01-18,0.701,
2011-01-19,0.716,
2011-01-20,0.728,
2011-01-21,0.768,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,0.758,
2011-01-25,0.733,
2011-01-26,0.829,
2011-01-27,0.794,
2011-01-28,0.819,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,0.869,
2011-02-01,0.871,
2011-02-02,0.805,
2011-02-03,0.846,
2011-02-04,0.821,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,0.805,
2011-02-08,0.775,
2011-02-09,0.854,
2011-02-10,0.837,
2011-02-11,0.823,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,0.810,
2011-02-15,0.813,
2011-02-16,0.793,
2011-02-17,0.800,
2011-02-18,0.774,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,0.776,
2011-02-22,0.807,
2011-02-23,0.825,
2011-02-24,0.836,
2011-02-25,0.850,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,0.845,
2011-03-01,0.845,
2011-03-02,0.832,
2011-03-03,0.849,
2011-03-04,0.950,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,0.940,
2011-03-08,0.948,
2011-03-09,0.919,
2011-03-10,0.908,
2011-03-11,0.899,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,0.906,
2011-03-15,0.876,
2011-03-16,0.897,
2011-03-17,0.894,
2011-03-18,0.908,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,0.938,
2011-03-22,0.954,
2011-03-23,0.971,
2011-03-24,0.980,
2011-03-25,0.989,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,1.005,
2011-03-29,1.023,
2011-03-30,1.035,
2011-03-31,1.022,
2011-04-01,1.029,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,1.029,
2011-04-05,1.025,
2011-04-06,1.038,
2011-04-07,1.049,
2011-04-08,1.094,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,1.096,
2011-04-12,1.088,
2011-04-13,1.085,
2011-04-14,1.084,
2011-04-15,1.091,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,1.110,
2011-04-19,1.113,
2011-04-20,1.143,
2011-04-21,1.170,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,1.144,
2011-04-27,1.150,
2011-04-28,1.197,
2011-04-29,1.216,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,1.224,
2011-05-03,1.241,
2011-05-04,1.232,
2011-05-05,1.241,
2011-05-06,1.184,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,1.194,
2011-05-10,1.185,
2011-05-11,1.137,
2011-05-12,1.141,
2011-05-13,1.166,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,1.170,
2011-05-17,1.160,
2011-05-18,1.170,
2011-05-19,1.178,
2011-05-20,1.161,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,1.156,
2011-05-24,1.171,
2011-05-25,1.170,
2011-05-26,1.148,
2011-05-27,1.131,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,1.140,
2011-05-31,1.159,
2011-06-01,1.156,
2011-06-02,1.167,
2011-06-03,1.181,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,1.190,
2011-06-07,1.224,
2011-06-08,1.265,
2011-06-09,1.271,
2011-06-10,1.258,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,1.260,
2011-06-14,1.277,
2011-06-15,1.297,
2011-06-16,1.288,
2011-06-17,1.332,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,1.311,
2011-06-21,1.325,
2011-06-22,1.305,
2011-06-23,1.274,
2011-06-24,1.278,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,1.253,
2011-06-28,1.294,
2011-06-29,1.316,
2011-06-30,1.338,
2011-07-01,1.346,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,1.345,
2011-07-05,1.345,
2011-07-06,1.328,
2011-07-07,1.357,
2011-07-08,1.353,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,1.346,
2011-07-12,1.263,
2011-07-13,1.342,
2011-07-14,1.323,
2011-07-15,1.315,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,1.315,
2011-07-19,1.311,
2011-07-20,1.274,
2011-07-21,1.302,
2011-07-22,1.328,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,1.330,
2011-07-26,1.312,
2011-07-27,1.276,
2011-07-28,1.268,
2011-07-29,1.255,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,1.254,
2011-08-02,1.207,
2011-08-03,1.178,
2011-08-04,1.204,
2011-08-05,1.013,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,1.019,
2011-08-09,0.929,
2011-08-10,0.916,
2011-08-11,0.824,
2011-08-12,0.837,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,0.877,
2011-08-16,0.907,
2011-08-17,0.896,
2011-08-18,0.886,
2011-08-19,0.850,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,0.865,
2011-08-23,0.872,
2011-08-24,0.893,
2011-08-25,0.888,
2011-08-26,0.883,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,0.882,
2011-08-30,0.894,
2011-08-31,0.904,
