"",BBK01.OEAA13N,BBK01.OEAA13N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:05,
2002-01,426.695,
2002-04,430.445,
2002-07,433.591,
2002-10,434.714,
2003-01,431.450,
2003-04,428.575,
2003-07,431.803,
2003-10,420.830,
2004-01,423.668,
2004-04,426.563,
2004-07,431.836,
2004-10,393.102,
2005-01,402.746,
2005-04,406.321,
2005-07,410.779,
2005-10,415.798,
2006-01,433.357,
2006-04,436.253,
2006-07,440.357,
2006-10,442.833,
2007-01,441.051,
2007-04,446.700,
2007-07,450.327,
2007-10,452.954,
2008-01,455.956,
2008-04,463.037,
2008-07,442.215,
2008-10,445.743,
2009-01,442.659,
2009-04,450.498,
2009-07,455.944,
2009-10,459.481,
2010-01,460.060,
2010-04,462.698,
2010-07,465.864,
2010-10,469.874,
2011-01,471.420,
2011-04,472.411,
2011-07,475.539,
2011-10,477.791,
2012-01,479.290,
2012-04,463.043,
2012-07,464.531,
2012-10,465.933,
2013-01,465.727,
2013-04,467.621,
2013-07,464.813,
2013-10,465.484,
2014-01,467.051,
2014-04,469.032,
2014-07,471.467,
