"",BBK01.TUB640,BBK01.TUB640_FLAGS
"",Revaluation accounts / Deutsche Bundesbank,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-02 10:43:15,
2002-01,41575,
2002-02,41575,
2002-03,44814,
2002-04,44814,
2002-05,44814,
2002-06,35461,
2002-07,35461,
2002-08,35461,
2002-09,37314,
2002-10,37314,
2002-11,37314,
2002-12,34191,
2003-01,34191,
2003-02,34191,
2003-03,30401,
2003-04,30401,
2003-05,30401,
2003-06,28169,
2003-07,28169,
2003-08,28169,
2003-09,30248,
2003-10,30248,
2003-11,30248,
2003-12,29063,
2004-01,29063,
2004-02,29063,
2004-03,32174,
2004-04,32174,
2004-05,32174,
2004-06,29270,
2004-07,29270,
2004-08,29270,
2004-09,29587,
2004-10,29587,
2004-11,29587,
2004-12,27801,
2005-01,27801,
2005-02,27801,
2005-03,30057,
2005-04,30057,
2005-05,30057,
2005-06,35872,
2005-07,35872,
2005-08,35872,
2005-09,39247,
2005-10,39247,
2005-11,39247,
2005-12,44274,
2006-01,44274,
2006-02,44274,
2006-03,48495,
2006-04,48495,
2006-05,48495,
2006-06,45789,
2006-07,45789,
2006-08,45789,
2006-09,46356,
2006-10,46356,
2006-11,46356,
2006-12,45933,
2007-01,45933,
2007-02,45933,
2007-03,47353,
2007-04,47353,
2007-05,47353,
2007-06,44859,
2007-07,44859,
2007-08,44859,
2007-09,49451,
2007-10,49451,
2007-11,49451,
2007-12,55044,
2008-01,55044,
2008-02,55044,
2008-03,58116,
2008-04,58116,
2008-05,58116,
2008-06,57421,
2008-07,57421,
2008-08,57421,
2008-09,62244,
2008-10,62244,
2008-11,62244,
2008-12,63108,
2009-01,63108,
2009-02,63108,
2009-03,71489,
2009-04,71489,
2009-05,71489,
2009-06,66571,
2009-07,66571,
2009-08,66571,
2009-09,67589,
2009-10,67589,
2009-11,67589,
2009-12,76778,
2010-01,76778,
2010-02,76778,
2010-03,84825,
2010-04,84825,
2010-05,84825,
2010-06,108763,
2010-07,108763,
2010-08,108763,
2010-09,99883,
2010-10,99883,
2010-11,99883,
2010-12,110502,
2011-01,110502,
2011-02,110502,
2011-03,103283,
2011-04,103283,
2011-05,103283,
2011-06,106997,
2011-07,106997,
2011-08,106997,
2011-09,127066,
2011-10,127066,
2011-11,127066,
2011-12,129411,
2012-01,129411,
2012-02,129411,
2012-03,130833,
2012-04,130833,
2012-05,130833,
2012-06,133341,
2012-07,133341,
2012-08,133341,
2012-09,146454,
2012-10,146454,
2012-11,146454,
2012-12,132577,
2013-01,132577,
2013-02,132577,
2013-03,132099,
2013-04,132099,
2013-05,132099,
2013-06,95003,
2013-07,95003,
2013-08,95003,
2013-09,101556,
2013-10,101556,
2013-11,101556,
2013-12,88080,
2014-01,88080,
2014-02,88080,
2014-03,95396,
2014-04,95396,
2014-05,95396,
2014-06,98292,
2014-07,98292,
2014-08,98292,
2014-09,100799,
2014-10,100799,
2014-11,100799,
2014-12,104491,
