"",BBK01.PC3807,BBK01.PC3807_FLAGS
"",Lending to manufacture of electrical and optical equipment / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:30:35,
1985-10,1.276,
1986-01,1.090,
1986-04,1.199,
1986-07,1.106,
1986-10,1.271,
1987-01,1.165,
1987-04,1.099,
1987-07,1.087,
1987-10,1.022,
1988-01,1.074,
1988-04,1.030,
1988-07,1.049,
1988-10,1.170,
1989-01,1.170,
1989-04,1.246,
1989-07,1.273,
1989-10,1.320,
1990-01,1.209,
1990-04,1.240,
1990-07,1.332,
1990-10,1.301,
1991-01,1.188,
1991-04,1.236,
1991-07,1.356,
1991-10,1.397,
1992-01,1.137,
1992-04,1.237,
1992-07,1.164,
1992-10,1.327,
1993-01,1.244,
1993-04,1.220,
1993-07,1.346,
1993-10,1.204,
1994-01,1.314,
1994-04,1.327,
1994-07,1.393,
1994-10,1.351,
1995-01,1.085,
1995-04,1.030,
1995-07,1.099,
1995-10,1.023,
1996-01,0.985,
1996-04,1.070,
1996-07,1.166,
1996-10,0.857,
1997-01,1.093,
1997-04,1.160,
1997-07,1.152,
1997-10,1.134,
1998-01,1.131,
1998-04,1.211,
1998-07,1.154,
1998-10,1.107,
1999-01,0.925,
1999-04,1.094,
1999-07,0.976,
1999-10,0.979,
2000-01,0.981,
2000-04,1.254,
2000-07,1.253,
2000-10,1.355,
2001-01,1.281,
2001-04,1.178,
2001-07,1.012,
2001-10,0.959,
2002-01,0.959,
2002-04,1.012,
2002-07,0.918,
2002-10,0.889,
2003-01,0.804,
2003-04,0.883,
2003-07,1.091,
2003-10,1.139,
2004-01,1.199,
2004-04,1.002,
2004-07,0.960,
2004-10,0.765,
2005-01,0.750,
2005-04,0.793,
2005-07,0.843,
2005-10,1.636,
2006-01,1.649,
2006-04,1.653,
2006-07,1.596,
2006-10,1.584,
2007-01,1.817,
2007-04,1.747,
2007-07,1.759,
2007-10,1.769,
2008-01,1.772,
2008-04,1.910,
2008-07,2.281,
2008-10,2.106,
2009-01,2.098,
2009-04,1.783,
2009-07,1.653,
2009-10,1.508,
2010-01,1.426,
2010-04,1.424,
2010-07,1.356,
2010-10,1.369,
2011-01,1.336,
2011-04,1.302,
2011-07,1.257,
2011-10,1.028,
2012-01,1.179,
2012-04,1.274,
2012-07,1.006,
2012-10,0.949,
2013-01,1.025,
2013-04,0.965,
2013-07,1.038,
2013-10,1.178,
2014-01,1.059,
2014-04,1.034,
2014-07,0.899,
2014-10,0.856,
