"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC4._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC4._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Post- und Kurierdienste / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:27,
1991-01,38.142,
1991-02,7.146,
1991-03,3.859,
1991-04,10.019,
1991-05,9.815,
1991-06,5.041,
1991-07,14.736,
1991-08,10.929,
1991-09,2.920,
1991-10,24.239,
1991-11,24.833,
1991-12,2.919,
1992-01,7.566,
1992-02,8.279,
1992-03,14.828,
1992-04,34.465,
1992-05,3.585,
1992-06,3.573,
1992-07,10.311,
1992-08,5.623,
1992-09,7.107,
1992-10,26.137,
1992-11,14.487,
1992-12,23.483,
1993-01,23.157,
1993-02,9.201,
1993-03,30.242,
1993-04,6.557,
1993-05,16.578,
1993-06,7.047,
1993-07,18.597,
1993-08,10.746,
1993-09,5.756,
1993-10,7.750,
1993-11,28.333,
1993-12,51.463,
1994-01,37.880,
1994-02,52.270,
1994-03,4.447,
1994-04,10.694,
1994-05,2.773,
1994-06,10.203,
1994-07,24.435,
1994-08,8.569,
1994-09,10.911,
1994-10,26.798,
1994-11,22.494,
1994-12,30.749,
1995-01,14.322,
1995-02,103.134,
1995-03,3.381,
1995-04,7.642,
1995-05,5.152,
1995-06,16.666,
1995-07,12.195,
1995-08,5.042,
1995-09,7.905,
1995-10,32.895,
1995-11,10.223,
1995-12,38.690,
1996-01,2.183,
1996-02,44.148,
1996-03,26.301,
1996-04,33.102,
1996-05,22.266,
1996-06,26.408,
1996-07,12.612,
1996-08,40.429,
1996-09,14.024,
1996-10,11.434,
1996-11,7.986,
1996-12,10.079,
1997-01,21.850,
1997-02,9.461,
1997-03,10.611,
1997-04,8.910,
1997-05,8.640,
1997-06,49.895,
1997-07,16.899,
1997-08,24.978,
1997-09,8.386,
1997-10,15.369,
1997-11,6.907,
1997-12,5.105,
1998-01,2.802,
1998-02,7.659,
1998-03,3.504,
1998-04,2.823,
1998-05,6.617,
1998-06,22.827,
1998-07,46.440,
1998-08,4.413,
1998-09,13.138,
1998-10,4.756,
1998-11,4.795,
1998-12,6.597,
1999-01,5.446,
1999-02,16.482,
1999-03,17.979,
1999-04,17.362,
1999-05,20.781,
1999-06,16.579,
1999-07,71.839,
1999-08,34.112,
1999-09,11.822,
1999-10,13.727,
1999-11,13.795,
1999-12,10.731,
2000-01,12.208,
2000-02,8.822,
2000-03,11.677,
2000-04,12.094,
2000-05,12.310,
2000-06,33.967,
2000-07,37.987,
2000-08,9.873,
2000-09,5.523,
2000-10,12.861,
2000-11,10.419,
2000-12,24.584,
2001-01,16.411,
2001-02,7.897,
2001-03,12.304,
2001-04,40.127,
2001-05,28.068,
2001-06,49.957,
2001-07,65.520,
2001-08,24.494,
2001-09,11.599,
2001-10,18.647,
2001-11,57.131,
2001-12,167.786,
2002-01,71.958,
2002-02,10.803,
2002-03,10.061,
2002-04,15.100,
2002-05,16.324,
2002-06,15.764,
2002-07,24.608,
2002-08,79.241,
2002-09,41.605,
2002-10,20.182,
2002-11,19.795,
2002-12,224.896,
2003-01,46.958,
2003-02,34.181,
2003-03,39.732,
2003-04,61.026,
2003-05,42.639,
2003-06,47.232,
2003-07,58.122,
2003-08,55.187,
2003-09,43.232,
2003-10,40.180,
2003-11,43.841,
2003-12,43.687,
2004-01,46.237,
2004-02,39.918,
2004-03,35.328,
2004-04,33.257,
2004-05,34.285,
2004-06,56.803,
2004-07,77.219,
2004-08,48.051,
2004-09,32.961,
2004-10,34.299,
2004-11,40.304,
2004-12,54.147,
2005-01,40.426,
2005-02,46.952,
2005-03,47.969,
2005-04,44.040,
2005-05,45.585,
2005-06,45.649,
2005-07,71.728,
2005-08,59.216,
2005-09,43.653,
2005-10,45.254,
2005-11,52.253,
2005-12,65.510,
2006-01,71.624,
2006-02,90.771,
2006-03,110.396,
2006-04,52.576,
2006-05,101.020,
2006-06,55.338,
2006-07,94.764,
2006-08,50.267,
2006-09,54.320,
2006-10,61.148,
2006-11,54.565,
2006-12,71.724,
2007-01,57.032,
2007-02,50.547,
2007-03,58.727,
2007-04,61.963,
2007-05,53.128,
2007-06,57.783,
2007-07,80.133,
2007-08,70.801,
2007-09,55.503,
2007-10,71.576,
2007-11,62.151,
2007-12,92.274,
2008-01,73.028,
2008-02,66.302,
2008-03,75.985,
2008-04,76.184,
2008-05,71.128,
2008-06,68.497,
2008-07,109.135,
2008-08,56.675,
2008-09,72.270,
2008-10,98.243,
2008-11,81.200,
2008-12,102.155,
2009-01,128.027,
2009-02,80.535,
2009-03,79.281,
2009-04,72.181,
2009-05,71.828,
2009-06,109.250,
2009-07,75.145,
2009-08,104.830,
2009-09,93.277,
2009-10,83.140,
2009-11,91.366,
2009-12,107.040,
2010-01,121.879,
2010-02,87.041,
2010-03,106.465,
2010-04,99.535,
2010-05,116.109,
2010-06,93.199,
2010-07,93.380,
2010-08,141.399,
2010-09,125.055,
2010-10,124.973,
2010-11,153.266,
2010-12,136.078,
2011-01,146.034,
2011-02,151.205,
2011-03,157.208,
2011-04,128.504,
2011-05,138.122,
2011-06,150.822,
2011-07,138.948,
2011-08,126.533,
2011-09,160.650,
2011-10,153.594,
2011-11,144.978,
2011-12,164.834,
2012-01,150.080,
2012-02,201.442,
2012-03,176.000,
2012-04,126.900,
2012-05,170.278,
2012-06,162.490,
2012-07,153.338,
2012-08,133.786,
2012-09,161.591,
2012-10,153.671,
2012-11,155.786,
2012-12,209.156,
2013-01,149.823,
2013-02,159.866,
2013-03,166.321,
2013-04,145.734,
2013-05,159.785,
2013-06,161.113,
2013-07,171.116,
2013-08,218.181,
2013-09,205.595,
2013-10,193.894,
2013-11,181.022,
2013-12,178.410,
2014-01,190.381,
2014-02,203.158,Provisional value
2014-03,192.866,Provisional value
2014-04,194.454,Provisional value
2014-05,191.841,Provisional value
2014-06,180.811,Provisional value
2014-07,202.021,Provisional value
2014-08,169.188,Provisional value
2014-09,190.464,
2014-10,95.156,
2014-11,102.856,
2014-12,101.708,Provisional value
