"",BBK01.TVD410,BBK01.TVD410_FLAGS
"",Lending to non-banks (non-MFIS) in the euro area / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:47,
1980-01,0,
1980-02,5258,
1980-03,5650,
1980-04,6879,
1980-05,5529,
1980-06,7978,
1980-07,2267,
1980-08,1755,
1980-09,6448,
1980-10,6991,
1980-11,11205,
1980-12,12926,
1981-01,-859,
1981-02,6540,
1981-03,5853,
1981-04,4877,
1981-05,2822,
1981-06,11121,
1981-07,3071,
1981-08,5094,
1981-09,8534,
1981-10,6134,
1981-11,5281,
1981-12,12953,
1982-01,466,
1982-02,608,
1982-03,4394,
1982-04,3885,
1982-05,1428,
1982-06,7043,
1982-07,4549,
1982-08,2991,
1982-09,6476,
1982-10,7284,
1982-11,3023,
1982-12,15275,
1983-01,-4506,
1983-02,1896,
1983-03,3709,
1983-04,3761,
1983-05,3133,
1983-06,11018,
1983-07,2113,
1983-08,3693,
1983-09,7976,
1983-10,5984,
1983-11,5393,
1983-12,15383,
1984-01,-6578,
1984-02,1849,
1984-03,4315,
1984-04,3844,
1984-05,4019,
1984-06,7845,
1984-07,3142,
1984-08,4581,
1984-09,10254,
1984-10,4827,
1984-11,6396,
1984-12,13639,
1985-01,-2766,
1985-02,6370,
1985-03,5601,
1985-04,1377,
1985-05,3304,
1985-06,8754,
1985-07,75,
1985-08,1358,
1985-09,5561,
1985-10,5379,
1985-11,7630,
1985-12,10451,
1986-01,-6025,
1986-02,755,
1986-03,4523,
1986-04,3269,
1986-05,3439,
1986-06,7902,
1986-07,3034,
1986-08,1668,
1986-09,4043,
1986-10,2770,
1986-11,5391,
1986-12,9131,
1987-01,-4371,
1987-02,-338,
1987-03,2301,
1987-04,140,
1987-05,2962,
1987-06,6269,
1987-07,4743,
1987-08,5855,
1987-09,7891,
1987-10,8937,
1987-11,2385,
1987-12,8612,
1988-01,-1026,
1988-02,2141,
1988-03,5868,
1988-04,1373,
1988-05,4186,
1988-06,13128,
1988-07,3675,
1988-08,5612,
1988-09,8586,
1988-10,3791,
1988-11,7813,
1988-12,12333,
1989-01,-394,
1989-02,4674,
1989-03,4640,
1989-04,4596,
1989-05,4479,
1989-06,9364,
1989-07,2075,
1989-08,2621,
1989-09,11296,
1989-10,4248,
1989-11,11040,
1989-12,17440,
1990-01,4409,
1990-02,7444,
1990-03,8327,
1990-04,4605,
1990-05,5437,
1990-06,8236,
1990-07,4940,
1990-08,13524,
1990-09,18350,
1990-10,10829,
1990-11,9634,
1990-12,26051,
1991-01,-98,
1991-02,8520,
1991-03,18379,
1991-04,8086,
1991-05,12811,
1991-06,17528,
