"",BBK01.PC3723,BBK01.PC3723_FLAGS
"",Lending to construction / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:35,
1985-10,0.237,
1986-01,0.234,
1986-04,0.378,
1986-07,0.251,
1986-10,0.213,
1987-01,0.220,
1987-04,0.206,
1987-07,0.263,
1987-10,0.164,
1988-01,0.199,
1988-04,0.197,
1988-07,0.201,
1988-10,0.156,
1989-01,0.171,
1989-04,0.215,
1989-07,0.189,
1989-10,0.300,
1990-01,0.322,
1990-04,0.424,
1990-07,0.470,
1990-10,0.413,
1991-01,0.502,
1991-04,0.547,
1991-07,0.571,
1991-10,0.525,
1992-01,0.528,
1992-04,0.594,
1992-07,0.567,
1992-10,0.867,
1993-01,0.900,
1993-04,0.937,
1993-07,0.937,
1993-10,0.976,
1994-01,0.963,
1994-04,1.028,
1994-07,1.259,
1994-10,1.246,
1995-01,1.378,
1995-04,1.382,
1995-07,1.456,
1995-10,1.341,
1996-01,1.281,
1996-04,1.310,
1996-07,1.084,
1996-10,1.063,
1997-01,0.976,
1997-04,0.982,
1997-07,0.985,
1997-10,0.957,
1998-01,0.968,
1998-04,0.970,
1998-07,0.962,
1998-10,0.946,
1999-01,0.854,
1999-04,0.791,
1999-07,0.906,
1999-10,1.050,
2000-01,1.084,
2000-04,1.155,
2000-07,1.084,
2000-10,1.097,
2001-01,1.157,
2001-04,1.574,
2001-07,1.541,
2001-10,1.548,
2002-01,1.579,
2002-04,2.033,
2002-07,1.900,
2002-10,1.909,
2003-01,1.948,
2003-04,1.837,
2003-07,1.841,
2003-10,1.770,
2004-01,1.652,
2004-04,1.691,
2004-07,1.707,
2004-10,1.538,
2005-01,1.535,
2005-04,1.514,
2005-07,1.533,
2005-10,3.417,
2006-01,3.345,
2006-04,3.305,
2006-07,3.291,
2006-10,3.116,
2007-01,2.990,
2007-04,2.987,
2007-07,2.905,
2007-10,3.078,
2008-01,3.173,
2008-04,3.103,
2008-07,3.108,
2008-10,3.520,
2009-01,3.399,
2009-04,3.445,
2009-07,3.337,
2009-10,3.373,
2010-01,3.286,
2010-04,3.400,
2010-07,3.516,
2010-10,3.281,
2011-01,3.253,
2011-04,3.087,
2011-07,3.044,
2011-10,3.027,
2012-01,3.075,
2012-04,3.058,
2012-07,2.961,
2012-10,2.864,
2013-01,2.760,
2013-04,2.794,
2013-07,2.763,
2013-10,2.697,
2014-01,2.726,
2014-04,2.703,
2014-07,2.771,
2014-10,2.665,
