"",BBK01.CEB301,BBK01.CEB301_FLAGS
"",Securities other than shares debtor: All sectors                     creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:37,
1991-01,138.4,
1991-04,140.9,
1991-07,142.2,
1991-10,143.6,
1992-01,163.0,
1992-04,162.6,
1992-07,157.2,
1992-10,184.6,
1993-01,203.1,
1993-04,208.2,
1993-07,209.7,
1993-10,206.7,
1994-01,195.9,
1994-04,194.6,
1994-07,192.6,
1994-10,200.5,
1995-01,209.6,
1995-04,214.8,
1995-07,220.5,
1995-10,215.4,
1996-01,215.0,
1996-04,215.1,
1996-07,208.3,
1996-10,203.4,
1997-01,193.0,
1997-04,195.8,
1997-07,190.7,
1997-10,194.1,
1998-01,203.8,
1998-04,193.2,
1998-07,192.6,
1998-10,197.0,
1999-01,228.9,
1999-04,220.1,
1999-07,210.4,
1999-10,234.8,
2000-01,229.5,
2000-04,223.9,
2000-07,237.3,
2000-10,278.8,
2001-01,294.8,
2001-04,313.5,
2001-07,294.2,
2001-10,324.5,
2002-01,335.2,
2002-04,302.8,
2002-07,325.5,
2002-10,290.0,
2003-01,279.9,
2003-04,284.8,
2003-07,279.3,
2003-10,245.7,
2004-01,236.3,
2004-04,221.9,
2004-07,202.7,
2004-10,193.3,
2005-01,176.3,
2005-04,190.1,
2005-07,174.7,
2005-10,162.5,
2006-01,39.3,
2006-04,41.8,
2006-07,46.9,
2006-10,42.8,
2007-01,46.4,
2007-04,45.6,
2007-07,49.1,
2007-10,43.3,
2008-01,43.2,
2008-04,41.7,
2008-07,39.0,
2008-10,42.0,
2009-01,47.6,
2009-04,47.5,
2009-07,48.6,
2009-10,48.4,
2010-01,48.2,
2010-04,48.5,
2010-07,50.0,
2010-10,48.1,
2011-01,51.6,
2011-04,51.1,
2011-07,51.6,
2011-10,52.6,
2012-01,53.9,
2012-04,53.6,
2012-07,53.9,
2012-10,51.9,
2013-01,53.0,
2013-04,50.3,
2013-07,51.9,
2013-10,51.1,
2014-01,52.6,
