"",BBK01.QUY003,BBK01.QUY003_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Philippines / Currency of the debtor country",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:24,
2002-03,0.127,
2002-04,0.324,
2002-05,0.282,
2002-06,0.310,
2002-07,0.238,
2002-08,0.283,
2002-09,0.242,
2002-10,0.256,
2002-11,0.241,
2002-12,0.188,
2003-01,0.274,
2003-02,0.269,
2003-03,0.270,
2003-04,0.318,
2003-05,0.299,
2003-06,0.232,
2003-07,0.224,
2003-08,0.269,
2003-09,0.218,
2003-10,0.187,
2003-11,0.191,
2003-12,0.172,
2004-01,0.205,
2004-02,0.218,
2004-03,0.206,
2004-04,0.270,
2004-05,0.274,
2004-06,0.213,
2004-07,0.219,
2004-08,0.192,
2004-09,0.233,
2004-10,0.248,
2004-11,0.314,
2004-12,0.258,
2005-01,0.314,
2005-02,0.470,
2005-03,0.471,
2005-04,0.513,
2005-05,0.491,
2005-06,0.401,
2005-07,0.454,
2005-08,0.482,
2005-09,0.340,
2005-10,0.322,
2005-11,0.384,
2005-12,0.315,
2006-01,0.371,
2006-02,0.456,
2006-03,0.348,
2006-04,0.339,
2006-05,0.236,
2006-06,0.273,
2006-07,0.347,
2006-08,0.260,
2006-09,0.259,
2006-10,0.293,
2006-11,0.274,
2006-12,0.269,
2007-01,0.406,
2007-02,0.225,
2007-03,0.362,
2007-04,0.401,
2007-05,0.327,
2007-06,0.326,
2007-07,0.168,
2007-08,0.268,
2007-09,0.145,
2007-10,0.372,
2007-11,0.389,
2007-12,0.350,
2008-01,0.843,
2008-02,0.403,
2008-03,0.305,
2008-04,0.477,
2008-05,0.274,
2008-06,0.364,
2008-07,0.285,
2008-08,0.215,
2008-09,0.252,
2008-10,0.384,
2008-11,0.284,
2008-12,0.240,
2009-01,0.213,
2009-02,0.258,
2009-03,0.244,
2009-04,0.183,
2009-05,0.195,
2009-06,0.151,
2009-07,0.177,
2009-08,0.269,
2009-09,0.309,
2009-10,0.347,
2009-11,0.214,
2009-12,0.272,
2010-01,0.278,
2010-02,0.297,
2010-03,0.309,
2010-04,0.392,
2010-05,0.329,
2010-06,0.271,
2010-07,0.246,
2010-08,0.352,
2010-09,0.429,
2010-10,0.554,
2010-11,0.670,
2010-12,0.808,
2011-01,0.820,
2011-02,0.774,
2011-03,0.728,
2011-04,0.987,
2011-05,0.930,
2011-06,0.767,
2011-07,0.805,
2011-08,0.778,
2011-09,0.847,
2011-10,0.943,
2011-11,0.868,
2011-12,0.702,
2012-01,0.875,
2012-02,1.382,
2012-03,1.145,
2012-04,1.341,
2012-05,1.282,
2012-06,1.228,
2012-07,1.528,
2012-08,1.444,
2012-09,1.186,
2012-10,1.408,
2012-11,1.669,
2012-12,1.386,
2013-01,1.861,
2013-02,1.669,
2013-03,1.640,
2013-04,1.504,
2013-05,1.312,
2013-06,1.043,
2013-07,1.310,
2013-08,1.165,
2013-09,1.264,
2013-10,1.338,
2013-11,1.473,
2013-12,1.218,
2014-01,1.196,
2014-02,0.937,
2014-03,0.994,
2014-04,0.866,
2014-05,0.984,
2014-06,1.024,
2014-07,0.952,
2014-08,0.835,
2014-09,0.809,
2014-10,0.784,
