"",BBK01.OUD404,BBK01.OUD404_FLAGS
"",Balances and loans to foreign banks (MFIs) / short-term / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:49,
1999-01,48.970,
1999-02,46.140,
1999-03,46.755,
1999-04,48.130,
1999-05,44.517,
1999-06,45.495,
1999-07,43.273,
1999-08,37.692,
1999-09,37.812,
1999-10,41.911,
1999-11,43.914,
1999-12,42.242,
2000-01,42.221,
2000-02,42.858,
2000-03,47.237,
2000-04,43.367,
2000-05,43.974,
2000-06,40.708,
2000-07,37.064,
2000-08,37.795,
2000-09,40.635,
2000-10,43.843,
2000-11,45.968,
2000-12,42.481,
2001-01,40.759,
2001-02,45.241,
2001-03,47.230,
2001-04,46.063,
2001-05,46.100,
2001-06,48.092,
2001-07,47.837,
2001-08,50.033,
2001-09,57.002,
2001-10,51.226,
2001-11,51.394,
2001-12,51.327,
2002-01,48.358,
2002-02,44.774,
2002-03,45.600,
2002-04,45.148,
2002-05,47.276,
2002-06,50.842,
2002-07,45.589,
2002-08,48.495,
2002-09,58.266,
2002-10,53.193,
2002-11,56.018,
2002-12,61.656,
2003-01,56.272,
2003-02,54.411,
2003-03,50.785,
2003-04,48.080,
2003-05,49.381,
2003-06,58.441,
2003-07,51.656,
2003-08,55.553,
2003-09,55.729,
2003-10,51.223,
2003-11,65.977,
2003-12,69.733,
2004-01,70.217,
2004-02,74.353,
2004-03,64.296,
2004-04,69.257,
2004-05,76.665,
2004-06,81.448,
2004-07,82.201,
2004-08,79.397,
2004-09,78.385,
2004-10,82.022,
2004-11,87.344,
2004-12,75.035,
2005-01,77.286,
2005-02,88.696,
2005-03,87.860,
2005-04,86.954,
2005-05,85.466,
2005-06,89.610,
2005-07,94.006,
2005-08,81.944,
2005-09,92.873,
2005-10,89.704,
2005-11,86.535,
2005-12,88.205,
2006-01,89.184,
2006-02,90.442,
2006-03,93.467,
2006-04,99.807,
2006-05,97.900,
2006-06,101.894,
2006-07,107.432,
2006-08,103.999,
2006-09,101.110,
2006-10,102.735,
2006-11,105.257,
2006-12,117.528,
2007-01,114.212,
2007-02,117.182,
2007-03,126.397,
2007-04,129.267,
2007-05,128.999,
2007-06,126.043,
2007-07,133.556,
2007-08,129.504,
2007-09,126.225,
2007-10,124.334,
2007-11,105.710,
2007-12,98.213,
2008-01,97.951,
2008-02,94.834,
2008-03,95.603,
2008-04,99.933,
2008-05,94.955,
2008-06,95.063,
2008-07,93.256,
2008-08,91.013,
2008-09,94.805,
2008-10,95.278,
2008-11,92.310,
2008-12,82.850,
2009-01,80.700,
2009-02,85.575,
2009-03,73.499,
2009-04,78.627,
2009-05,78.386,
2009-06,68.484,
2009-07,71.952,
2009-08,69.085,
2009-09,66.793,
2009-10,65.704,
2009-11,71.766,
2009-12,61.845,
2010-01,66.494,
2010-02,65.770,
2010-03,64.503,
2010-04,72.568,
2010-05,76.599,
2010-06,74.223,
2010-07,73.782,
2010-08,78.501,
2010-09,71.745,
2010-10,74.008,
2010-11,68.433,
2010-12,75.958,
2011-01,75.220,
2011-02,73.411,
2011-03,63.659,
2011-04,67.003,
2011-05,66.467,
2011-06,66.494,
2011-07,66.429,
2011-08,65.683,
2011-09,67.930,
2011-10,63.782,
2011-11,68.184,
2011-12,55.048,
2012-01,50.978,
2012-02,54.088,
2012-03,54.331,
2012-04,56.582,
2012-05,56.827,
2012-06,55.309,
2012-07,56.753,
2012-08,54.668,
2012-09,55.270,
2012-10,53.051,
2012-11,55.729,
2012-12,63.475,
2013-01,66.755,
2013-02,62.409,
2013-03,67.725,
2013-04,70.250,
2013-05,68.433,
2013-06,65.305,
2013-07,64.992,
2013-08,62.788,
2013-09,62.083,
2013-10,63.116,
2013-11,62.248,
2013-12,57.119,
2014-01,58.730,
2014-02,60.089,
2014-03,60.130,
2014-04,59.048,
2014-05,61.843,
2014-06,63.114,
2014-07,63.219,
2014-08,61.084,
2014-09,63.001,
2014-10,64.007,
2014-11,62.167,
2014-12,61.053,Provisional value
