"",BBK01.PC3434,BBK01.PC3434_FLAGS
"",Housing loans to domestic non-profit institutions / Long-term / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:11,
1999-01,0.129,
1999-04,0.124,
1999-07,0.119,
1999-10,0.109,
2000-01,0.118,
2000-04,0.116,
2000-07,0.120,
2000-10,0.125,
2001-01,0.134,
2001-04,0.133,
2001-07,0.136,
2001-10,0.136,
2002-01,0.133,
2002-04,0.130,
2002-07,0.135,
2002-10,0.138,
2003-01,0.127,
2003-04,0.120,
2003-07,0.116,
2003-10,0.116,
2004-01,0.114,
2004-04,0.109,
2004-07,0.110,
2004-10,0.109,
2005-01,0.104,
2005-04,0.130,
2005-07,0.122,
2005-10,0.118,
2006-01,0.109,
2006-04,0.106,
2006-07,0.109,
2006-10,0.110,
2007-01,0.109,
2007-04,0.105,
2007-07,0.107,
2007-10,0.103,
2008-01,0.105,
2008-04,0.104,
2008-07,0.105,
2008-10,0.105,
2009-01,0.103,
2009-04,0.096,
2009-07,0.098,
2009-10,0.096,
2010-01,0.096,
2010-04,0.100,
2010-07,0.105,
2010-10,0.106,
2011-01,0.106,
2011-04,0.106,
2011-07,0.108,
2011-10,0.110,
2012-01,0.108,
2012-04,0.110,
2012-07,0.112,
2012-10,0.105,
2013-01,0.102,
2013-04,0.098,
2013-07,0.099,
2013-10,0.108,
2014-01,0.105,
2014-04,0.104,
2014-07,0.098,
2014-10,0.087,
