"",BBK01.TU2018,BBK01.TU2018_FLAGS
"",Foreign branches: Deposits of German banks (MFIs),
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:17,
1973-06,0.126,
1973-07,0.116,
1973-08,0.120,
1973-09,0.072,
1973-10,0.071,
1973-11,0.086,
1973-12,0.093,
1974-01,0.104,
1974-02,0.058,
1974-03,0.071,
1974-04,0.074,
1974-05,0.080,
1974-06,0.070,
1974-07,0.116,
1974-08,0.125,
1974-09,0.207,
1974-10,0.177,
1974-11,0.170,
1974-12,0.149,
1975-01,0.166,
1975-02,0.188,
1975-03,0.173,
1975-04,0.215,
1975-05,0.189,
1975-06,0.169,
1975-07,0.224,
1975-08,0.278,
1975-09,0.298,
1975-10,0.298,
1975-11,0.295,
1975-12,0.407,
1976-01,0.297,
1976-02,0.286,
1976-03,0.274,
1976-04,0.218,
1976-05,0.246,
1976-06,0.233,
1976-07,0.247,
1976-08,0.235,
1976-09,0.307,
1976-10,0.323,
1976-11,0.419,
1976-12,0.325,
1977-01,0.373,
1977-02,0.414,
1977-03,0.349,
1977-04,0.298,
1977-05,0.281,
1977-06,0.459,
1977-07,0.360,
1977-08,0.369,
1977-09,0.381,
1977-10,0.413,
1977-11,0.415,
1977-12,0.492,
1978-01,0.422,
1978-02,0.501,
1978-03,0.346,
1978-04,0.394,
1978-05,0.341,
1978-06,0.449,
1978-07,0.316,
1978-08,0.372,
1978-09,0.311,
1978-10,0.314,
1978-11,0.504,
1978-12,0.355,
1979-01,0.447,
1979-02,0.606,
1979-03,0.482,
1979-04,0.397,
1979-05,0.574,
1979-06,0.672,
1979-07,0.626,
1979-08,1.165,
1979-09,1.125,
1979-10,1.380,
1979-11,0.918,
1979-12,0.384,
1980-01,0.522,
1980-02,0.409,
1980-03,0.518,
1980-04,0.609,
1980-05,0.594,
1980-06,0.862,
1980-07,0.474,
1980-08,0.506,
1980-09,0.538,
1980-10,0.501,
1980-11,0.942,
1980-12,1.036,
1981-01,0.737,
1981-02,0.717,
1981-03,1.569,
1981-04,0.855,
1981-05,0.845,
1981-06,0.757,
1981-07,1.000,
1981-08,0.970,
1981-09,1.069,
1981-10,1.077,
1981-11,1.383,
1981-12,1.074,
1982-01,0.988,
1982-02,1.065,
1982-03,1.005,
1982-04,1.016,
1982-05,1.111,
1982-06,0.970,
1982-07,1.065,
1982-08,1.018,
1982-09,1.097,
1982-10,1.272,
1982-11,1.462,
1982-12,1.498,
1983-01,1.370,
1983-02,1.216,
1983-03,1.362,
1983-04,1.470,
1983-05,1.485,
1983-06,1.857,
1983-07,1.854,
1983-08,1.586,
1983-09,1.640,
1983-10,1.621,
1983-11,1.955,
1983-12,0.836,
1984-01,0.844,
1984-02,0.620,
1984-03,0.675,
1984-04,0.659,
1984-05,0.616,
1984-06,0.663,
1984-07,0.641,
1984-08,0.621,
1984-09,0.818,
1984-10,0.829,
1984-11,0.856,
1984-12,1.140,
1985-01,1.105,
1985-02,1.062,
1985-03,1.002,
1985-04,0.819,
1985-05,0.847,
1985-06,1.790,
1985-07,1.348,
1985-08,1.368,
1985-09,0.971,
1985-10,1.596,
1985-11,1.503,
1985-12,2.040,
1986-01,1.681,
1986-02,3.140,
1986-03,3.182,
1986-04,3.457,
1986-05,2.459,
1986-06,3.028,
1986-07,2.891,
1986-08,3.655,
1986-09,3.953,
1986-10,3.685,
1986-11,4.857,
1986-12,6.085,
1987-01,7.069,
1987-02,6.620,
1987-03,6.563,
1987-04,6.902,
1987-05,6.654,
1987-06,6.613,
1987-07,7.524,
1987-08,7.230,
1987-09,7.060,
1987-10,7.360,
1987-11,6.955,
1987-12,7.080,
1988-01,5.890,
1988-02,6.443,
1988-03,5.160,
1988-04,5.257,
1988-05,4.645,
1988-06,5.759,
1988-07,6.006,
1988-08,6.114,
1988-09,7.518,
1988-10,7.408,
1988-11,9.082,
1988-12,9.118,
1989-01,8.129,
1989-02,7.652,
1989-03,7.550,
1989-04,7.211,
1989-05,7.329,
1989-06,7.645,
1989-07,7.933,
1989-08,8.440,
1989-09,8.415,
1989-10,9.238,
1989-11,10.158,
1989-12,13.428,
1990-01,12.369,
1990-02,12.075,
1990-03,12.287,
1990-04,11.939,
1990-05,12.568,
1990-06,12.375,
1990-07,13.067,
1990-08,11.223,
1990-09,11.567,
1990-10,9.123,
1990-11,10.136,
1990-12,12.146,
1991-01,10.260,
1991-02,10.864,
1991-03,9.792,
1991-04,8.026,
1991-05,7.668,
1991-06,6.786,
1991-07,6.900,
1991-08,7.460,
1991-09,7.557,
1991-10,9.140,
1991-11,8.959,
1991-12,10.272,
1992-01,8.077,
1992-02,8.104,
1992-03,7.422,
1992-04,6.686,
1992-05,6.604,
1992-06,5.614,
1992-07,5.573,
1992-08,5.937,
1992-09,6.441,
1992-10,6.200,
1992-11,7.179,
1992-12,9.680,
1993-01,6.496,
1993-02,7.053,
1993-03,10.124,
1993-04,10.035,
1993-05,11.191,
1993-06,11.932,
1993-07,10.789,
1993-08,7.921,
1993-09,8.640,
1993-10,9.457,
1993-11,10.748,
1993-12,74.982,
1994-01,70.515,
1994-02,70.063,
1994-03,64.136,
1994-04,64.693,
1994-05,62.042,
1994-06,63.442,
1994-07,64.633,
1994-08,65.894,
1994-09,65.340,
1994-10,66.966,
1994-11,71.664,
1994-12,85.556,
1995-01,78.760,
1995-02,79.156,
1995-03,80.805,
1995-04,87.807,
1995-05,87.577,
1995-06,94.089,
1995-07,95.226,
1995-08,102.148,
1995-09,103.914,
1995-10,100.378,
1995-11,100.689,
1995-12,100.886,
1996-01,94.623,
1996-02,97.534,
1996-03,97.388,
1996-04,90.512,
1996-05,90.303,
1996-06,96.574,
1996-07,90.931,
1996-08,90.433,
1996-09,94.631,
1996-10,90.593,
1996-11,92.789,
1996-12,103.820,
1997-01,94.935,
1997-02,92.079,
1997-03,97.395,
1997-04,100.433,
1997-05,96.839,
1997-06,101.799,
1997-07,101.097,
1997-08,99.002,
1997-09,95.573,
1997-10,101.832,
1997-11,110.818,
1997-12,113.144,
1998-01,105.855,
1998-02,105.725,
1998-03,109.940,
1998-04,116.690,
1998-05,115.049,
1998-06,120.365,
1998-07,111.780,
1998-08,113.615,
1998-09,111.621,
1998-10,116.533,
1998-11,135.426,
1998-12,132.753,
1999-01,126.283,
1999-02,109.053,
1999-03,116.030,
1999-04,110.535,
1999-05,111.043,
1999-06,120.597,
1999-07,111.132,
1999-08,122.578,
1999-09,120.338,
1999-10,127.914,
1999-11,140.619,
1999-12,148.264,
2000-01,141.377,
2000-02,143.240,
2000-03,133.710,
2000-04,139.232,
2000-05,142.070,
2000-06,147.717,
2000-07,148.792,
2000-08,156.433,
2000-09,154.152,
2000-10,159.240,
2000-11,161.039,
2000-12,158.182,
2001-01,149.522,
2001-02,160.372,
2001-03,165.744,
2001-04,165.070,
2001-05,166.054,
2001-06,176.292,
2001-07,151.764,
2001-08,165.644,
2001-09,174.257,
2001-10,178.114,
2001-11,182.503,
2001-12,194.047,
2002-01,192.376,
2002-02,189.983,
2002-03,199.403,
2002-04,209.497,
2002-05,212.970,
2002-06,209.782,
2002-07,212.507,
2002-08,219.140,
2002-09,231.293,
2002-10,241.641,
2002-11,257.396,
2002-12,250.081,
2003-01,244.277,
2003-02,244.878,
2003-03,254.713,
2003-04,267.487,
2003-05,273.543,
2003-06,286.519,
2003-07,292.732,
2003-08,291.996,
2003-09,274.586,
2003-10,265.351,
2003-11,261.626,
2003-12,267.126,
2004-01,281.368,
2004-02,267.134,
2004-03,273.935,
2004-04,275.202,
2004-05,268.495,
2004-06,267.139,
2004-07,261.486,
2004-08,266.743,
2004-09,280.354,
2004-10,280.934,
2004-11,280.180,
2004-12,295.184,
2005-01,293.388,
2005-02,294.778,
2005-03,311.212,
2005-04,331.715,
2005-05,333.418,
2005-06,359.004,
2005-07,350.476,
2005-08,353.709,
2005-09,359.849,
2005-10,353.889,
2005-11,360.328,
2005-12,373.576,
2006-01,362.636,
2006-02,357.942,
2006-03,355.494,
2006-04,340.157,
2006-05,342.422,
2006-06,391.364,
2006-07,358.540,
2006-08,356.012,
2006-09,383.898,
2006-10,378.765,
2006-11,384.208,
2006-12,398.517,
2007-01,399.089,
2007-02,398.659,
2007-03,406.612,
2007-04,382.144,
2007-05,386.523,
2007-06,442.818,
2007-07,438.552,
2007-08,466.224,
2007-09,507.888,
2007-10,510.707,
2007-11,523.708,
2007-12,547.728,
2008-01,519.354,
2008-02,504.090,
2008-03,508.345,
2008-04,512.438,
