"",BBK01.OUG048,BBK01.OUG048_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:49,
1968-12,0.037,
1969-01,0.038,
1969-02,0.039,
1969-03,0.038,
1969-04,0.042,
1969-05,0.049,
1969-06,0.042,
1969-07,0.042,
1969-08,0.042,
1969-09,0.044,
1969-10,0.044,
1969-11,0.043,
1969-12,0.039,
1970-01,0.036,
1970-02,0.037,
1970-03,0.034,
1970-04,0.039,
1970-05,0.039,
1970-06,0.038,
1970-07,0.040,
1970-08,0.039,
1970-09,0.035,
1970-10,0.038,
1970-11,0.038,
1970-12,0.034,
1971-01,0.035,
1971-02,0.036,
1971-03,0.039,
1971-04,0.038,
1971-05,0.039,
1971-06,0.038,
1971-07,0.041,
1971-08,0.043,
1971-09,0.041,
1971-10,0.041,
1971-11,0.040,
1971-12,0.041,
1972-01,0.044,
1972-02,0.044,
1972-03,0.043,
1972-04,0.042,
1972-05,0.042,
1972-06,0.041,
1972-07,0.044,
1972-08,0.054,
1972-09,0.047,
1972-10,0.043,
1972-11,0.047,
1972-12,0.074,
1973-01,0.069,
1973-02,0.070,
1973-03,0.072,
1973-04,0.079,
1973-05,0.081,
1973-06,0.085,
1973-07,0.097,
1973-08,0.106,
1973-09,0.115,
1973-10,0.120,
1973-11,0.123,
1973-12,0.128,
1974-01,0.133,
1974-02,0.134,
1974-03,0.138,
1974-04,0.139,
1974-05,0.135,
1974-06,0.134,
1974-07,0.150,
1974-08,0.138,
1974-09,0.137,
1974-10,0.137,
1974-11,0.137,
1974-12,0.139,
1975-01,0.142,
1975-02,0.140,
1975-03,0.115,
1975-04,0.099,
1975-05,0.089,
1975-06,0.084,
1975-07,0.080,
1975-08,0.079,
1975-09,0.075,
1975-10,0.077,
1975-11,0.074,
1975-12,0.074,
1976-01,0.074,
1976-02,0.072,
1976-03,0.063,
1976-04,0.067,
1976-05,0.067,
1976-06,0.071,
1976-07,0.070,
1976-08,0.066,
1976-09,0.064,
1976-10,0.072,
1976-11,0.074,
1976-12,0.075,
1977-01,0.089,
1977-02,0.093,
1977-03,0.093,
1977-04,0.106,
1977-05,0.106,
1977-06,0.107,
1977-07,0.088,
1977-08,0.079,
1977-09,0.083,
1977-10,0.080,
1977-11,0.079,
1977-12,0.081,
1978-01,0.071,
1978-02,0.084,
1978-03,0.086,
1978-04,0.084,
1978-05,0.090,
1978-06,0.090,
1978-07,0.093,
1978-08,0.096,
1978-09,0.095,
1978-10,0.100,
1978-11,0.104,
1978-12,0.111,
1979-01,0.111,
1979-02,0.116,
1979-03,0.115,
1979-04,0.119,
1979-05,0.128,
1979-06,0.133,
1979-07,0.144,
1979-08,0.152,
1979-09,0.167,
1979-10,0.170,
1979-11,0.181,
1979-12,0.203,
1980-01,0.212,
1980-02,0.232,
1980-03,0.228,
1980-04,0.229,
1980-05,0.238,
1980-06,0.230,
1980-07,0.261,
