"",BBK01.QUX295,BBK01.QUX295_FLAGS
"",All foreign subsidiaries: Short-term liabilities to foreign banks / Remaining European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:18:13,
2001-12,.,No value available
2002-01,.,No value available
2002-02,.,No value available
2002-03,.,No value available
2002-04,.,No value available
2002-05,.,No value available
2002-06,.,No value available
2002-07,.,No value available
2002-08,.,No value available
2002-09,.,No value available
2002-10,.,No value available
2002-11,.,No value available
2002-12,.,No value available
2003-01,.,No value available
2003-02,.,No value available
2003-03,.,No value available
2003-04,.,No value available
2003-05,.,No value available
2003-06,.,No value available
2003-07,.,No value available
2003-08,.,No value available
2003-09,.,No value available
2003-10,.,No value available
2003-11,.,No value available
2003-12,.,No value available
2004-01,.,No value available
2004-02,.,No value available
2004-03,.,No value available
2004-04,.,No value available
2004-05,0.892,
2004-06,0.689,
2004-07,0.649,
2004-08,0.679,
2004-09,0.628,
2004-10,0.733,
2004-11,0.639,
2004-12,0.834,
2005-01,0.893,
2005-02,0.789,
2005-03,0.767,
2005-04,0.816,
2005-05,0.886,
2005-06,0.795,
2005-07,0.719,
2005-08,0.865,
2005-09,0.712,
2005-10,0.844,
2005-11,0.732,
2005-12,0.771,
2006-01,0.805,
2006-02,0.879,
2006-03,0.820,
2006-04,0.990,
2006-05,1.137,
2006-06,1.114,
2006-07,1.041,
2006-08,1.291,
2006-09,0.948,
2006-10,0.899,
2006-11,0.829,
2006-12,1.011,
2007-01,0.101,
2007-02,0.143,
2007-03,0.147,
2007-04,0.126,
2007-05,0.076,
2007-06,0.139,
2007-07,0.158,
2007-08,0.186,
2007-09,0.098,
2007-10,0.124,
2007-11,0.313,
2007-12,0.245,
2008-01,0.091,
2008-02,0.104,
2008-03,0.145,
2008-04,0.272,
2008-05,0.095,
2008-06,0.269,
2008-07,0.165,
2008-08,0.085,
2008-09,0.097,
2008-10,0.066,
2008-11,0.106,
2008-12,0.067,
2009-01,0.112,
2009-02,0.106,
2009-03,0.079,
2009-04,0.090,
2009-05,0.538,
2009-06,0.540,
2009-07,0.211,
2009-08,0.135,
2009-09,0.109,
2009-10,0.124,
2009-11,0.178,
2009-12,0.149,
2010-01,0.186,
2010-02,0.200,
2010-03,0.196,
2010-04,0.196,
2010-05,0.165,
2010-06,0.176,
2010-07,0.206,
2010-08,0.268,
2010-09,0.262,
2010-10,0.261,
2010-11,0.298,
2010-12,0.231,
2011-01,0.315,
2011-02,0.349,
2011-03,0.354,
2011-04,0.284,
2011-05,0.283,
2011-06,0.286,
2011-07,0.252,
2011-08,0.211,
2011-09,0.219,
2011-10,0.209,
2011-11,0.262,
2011-12,0.231,
2012-01,0.322,
2012-02,0.322,
2012-03,0.207,
2012-04,0.208,
2012-05,0.146,
2012-06,0.185,
2012-07,0.185,
2012-08,0.141,
2012-09,0.117,
2012-10,0.209,
2012-11,0.160,
2012-12,0.175,
2013-01,0.194,
2013-02,0.150,
2013-03,0.197,
2013-04,0.164,
2013-05,0.144,
2013-06,0.222,
2013-07,0.234,
2013-08,0.252,
2013-09,0.191,
2013-10,0.235,
2013-11,0.258,
2013-12,0.353,
2014-01,0.042,
2014-02,0.041,
2014-03,0.092,
2014-04,0.058,
2014-05,0.057,
2014-06,0.088,
2014-07,0.048,
2014-08,0.026,
2014-09,0.099,
2014-10,0.053,
2014-11,0.058,
