"",BBK01.PC3803,BBK01.PC3803_FLAGS
"",Lending to manufacture of machinery and equipment; manufacture of vehicles / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:30:23,
1985-10,1.887,
1986-01,2.001,
1986-04,2.091,
1986-07,1.993,
1986-10,2.081,
1987-01,2.043,
1987-04,1.957,
1987-07,2.067,
1987-10,1.962,
1988-01,1.940,
1988-04,1.677,
1988-07,1.599,
1988-10,1.723,
1989-01,1.823,
1989-04,1.771,
1989-07,1.670,
1989-10,1.680,
1990-01,1.773,
1990-04,1.910,
1990-07,1.888,
1990-10,1.843,
1991-01,1.993,
1991-04,2.018,
1991-07,2.011,
1991-10,2.151,
1992-01,1.918,
1992-04,2.022,
1992-07,1.920,
1992-10,2.123,
1993-01,2.135,
1993-04,2.032,
1993-07,2.022,
1993-10,1.961,
1994-01,1.892,
1994-04,1.796,
1994-07,1.779,
1994-10,1.670,
1995-01,1.495,
1995-04,1.454,
1995-07,1.500,
1995-10,1.474,
1996-01,1.576,
1996-04,1.729,
1996-07,1.628,
1996-10,1.777,
1997-01,1.647,
1997-04,1.506,
1997-07,1.445,
1997-10,1.404,
1998-01,1.437,
1998-04,1.442,
1998-07,1.309,
1998-10,1.314,
1999-01,1.240,
1999-04,1.260,
1999-07,1.501,
1999-10,2.082,
2000-01,2.469,
2000-04,1.602,
2000-07,1.684,
2000-10,1.644,
2001-01,1.613,
2001-04,1.808,
2001-07,1.923,
2001-10,2.016,
2002-01,2.143,
2002-04,1.963,
2002-07,2.186,
2002-10,1.972,
2003-01,2.017,
2003-04,1.927,
2003-07,1.874,
2003-10,1.826,
2004-01,1.735,
2004-04,1.807,
2004-07,2.000,
2004-10,2.001,
2005-01,1.842,
2005-04,1.967,
2005-07,1.977,
2005-10,3.124,
2006-01,3.491,
2006-04,3.464,
2006-07,4.283,
2006-10,3.839,
2007-01,3.574,
2007-04,3.938,
2007-07,3.837,
2007-10,4.268,
2008-01,7.508,
2008-04,8.071,
2008-07,7.783,
2008-10,9.318,
2009-01,8.914,
2009-04,9.363,
2009-07,8.251,
2009-10,7.952,
2010-01,7.302,
2010-04,7.064,
2010-07,6.672,
2010-10,6.729,
2011-01,7.038,
2011-04,6.375,
2011-07,5.540,
2011-10,5.671,
2012-01,5.661,
2012-04,5.382,
2012-07,4.573,
2012-10,3.720,
2013-01,3.906,
2013-04,3.878,
2013-07,3.668,
2013-10,3.497,
2014-01,4.295,
2014-04,4.235,
2014-07,4.030,
2014-10,3.657,
