"",BBK01.OEAH29O,BBK01.OEAH29O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:58,
2002-01,5.628,
2002-04,5.948,
2002-07,6.544,
2002-10,6.746,
2003-01,5.505,
2003-04,6.733,
2003-07,7.386,
2003-10,8.207,
2004-01,8.083,
2004-04,8.028,
2004-07,8.392,
2004-10,8.561,
2005-01,20.177,
2005-04,20.403,
2005-07,20.931,
2005-10,21.382,
2006-01,21.860,
2006-04,22.247,
2006-07,22.649,
2006-10,23.371,
2007-01,22.510,
2007-04,23.938,
2007-07,24.866,
2007-10,25.333,
2008-01,26.118,
2008-04,26.107,
2008-07,21.899,
2008-10,21.289,
2009-01,22.543,
2009-04,22.943,
2009-07,24.434,
2009-10,25.738,
2010-01,25.036,
2010-04,25.504,
2010-07,25.556,
2010-10,24.814,
2011-01,24.584,
2011-04,25.557,
2011-07,26.407,
2011-10,25.247,
2012-01,25.049,
2012-04,24.774,
2012-07,26.391,
2012-10,26.194,
2013-01,25.145,
2013-04,24.883,
2013-07,24.827,
2013-10,25.383,
2014-01,24.088,
2014-04,23.755,
2014-07,24.935,
