"",BBK01.CEB020,BBK01.CEB020_FLAGS
"",Liabilities debtor: Domestic financial corporations                 creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:45,
1991-01,3582.3,
1991-04,3646.3,
1991-07,3671.9,
1991-10,3786.8,
1992-01,3877.8,
1992-04,3921.4,
1992-07,3955.1,
1992-10,4090.0,
1993-01,4207.6,
1993-04,4297.6,
1993-07,4409.5,
1993-10,4658.3,
1994-01,4618.7,
1994-04,4659.9,
1994-07,4670.5,
1994-10,4836.1,
1995-01,4869.1,
1995-04,4990.1,
1995-07,5111.5,
1995-10,5336.6,
1996-01,5455.3,
1996-04,5549.6,
1996-07,5669.9,
1996-10,5905.9,
1997-01,6127.5,
1997-04,6318.6,
1997-07,6464.9,
1997-10,6675.9,
1998-01,6920.8,
1998-04,7176.3,
1998-07,7135.6,
1998-10,7464.9,
1999-01,7654.6,
1999-04,7785.6,
1999-07,7837.4,
1999-10,8267.4,
2000-01,8605.6,
2000-04,8591.8,
2000-07,8744.9,
2000-10,8851.6,
2001-01,9091.1,
2001-04,9117.4,
2001-07,8960.1,
2001-10,9113.9,
2002-01,9153.7,
2002-04,9107.3,
2002-07,8993.5,
2002-10,9064.3,
2003-01,9169.9,
2003-04,9389.3,
2003-07,9308.5,
2003-10,9380.8,
2004-01,9521.4,
2004-04,9540.2,
2004-07,9611.0,
2004-10,9714.8,
2005-01,9860.2,
2005-04,10085.9,
2005-07,10246.4,
2005-10,10259.8,
2006-01,10467.1,
2006-04,10501.9,
2006-07,10639.7,
2006-10,10757.1,
2007-01,10951.8,
2007-04,11072.8,
2007-07,11204.6,
2007-10,11399.0,
2008-01,11399.4,
2008-04,11357.4,
2008-07,11592.7,
2008-10,11627.8,
2009-01,11462.6,
2009-04,11581.8,
2009-07,11502.9,
2009-10,11500.2,
2010-01,11634.1,
2010-04,11963.8,
2010-07,11685.7,
2010-10,11523.2,
2011-01,11402.1,
2011-04,11442.8,
2011-07,11709.6,
2011-10,11777.0,
2012-01,12353.9,
2012-04,12483.0,
2012-07,12454.9,
2012-10,12273.4,
2013-01,12205.5,
2013-04,12153.0,
2013-07,11915.5,
2013-10,11850.2,
2014-01,11865.5,
