"",BBK01.OXA8C8,BBK01.OXA8C8_FLAGS
"",Short-term loans (including bills of exchange) to domestic self-employed persons (including sole proprietors),
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:48,
1999-01,54.130,
1999-02,54.850,
1999-03,55.871,
1999-04,55.339,
1999-05,55.945,
1999-06,57.731,
1999-07,55.911,
1999-08,55.206,
1999-09,56.711,
1999-10,55.992,
1999-11,54.812,
1999-12,56.196,
2000-01,54.761,
2000-02,54.359,
2000-03,56.049,
2000-04,55.317,
2000-05,54.705,
2000-06,56.416,
2000-07,55.270,
2000-08,54.742,
2000-09,56.380,
2000-10,55.978,
2000-11,55.172,
2000-12,57.445,
2001-01,55.615,
2001-02,55.285,
2001-03,56.271,
2001-04,55.623,
2001-05,55.489,
2001-06,57.178,
2001-07,55.489,
2001-08,54.751,
2001-09,56.623,
2001-10,55.323,
2001-11,54.521,
2001-12,56.373,
2002-01,54.661,
2002-02,54.359,
2002-03,55.244,
2002-04,53.864,
2002-05,53.505,
2002-06,55.095,
2002-07,53.273,
2002-08,52.614,
2002-09,54.124,
2002-10,52.981,
2002-11,52.265,
2002-12,54.095,
2003-01,51.895,
2003-02,51.911,
2003-03,52.522,
2003-04,51.048,
2003-05,50.074,
2003-06,52.025,
2003-07,49.825,
2003-08,49.229,
2003-09,50.787,
2003-10,48.839,
2003-11,47.657,
2003-12,49.666,
2004-01,47.226,
2004-02,46.953,
2004-03,47.464,
2004-04,46.175,
2004-05,45.643,
2004-06,46.635,
2004-07,45.321,
2004-08,44.758,
2004-09,45.963,
2004-10,44.240,
2004-11,43.219,
2004-12,44.577,
2005-01,43.093,
2005-02,42.702,
2005-03,43.454,
2005-04,41.898,
2005-05,41.936,
2005-06,42.432,
2005-07,40.991,
2005-08,40.364,
2005-09,41.278,
2005-10,40.543,
2005-11,40.143,
2005-12,40.294,
2006-01,39.190,
2006-02,39.026,
2006-03,39.753,
2006-04,39.000,
2006-05,38.281,
2006-06,39.304,
2006-07,38.039,
2006-08,37.306,
2006-09,38.310,
2006-10,37.203,
2006-11,36.838,
2006-12,36.838,
2007-01,35.200,
2007-02,35.422,
2007-03,36.324,
2007-04,35.697,
2007-05,35.418,
2007-06,36.279,
2007-07,35.077,
2007-08,33.962,
2007-09,35.395,
2007-10,34.181,
2007-11,34.286,
2007-12,35.765,
2008-01,33.993,
2008-02,34.278,
2008-03,35.530,
2008-04,34.465,
2008-05,34.143,
2008-06,35.420,
2008-07,33.835,
2008-08,33.444,
2008-09,35.090,
2008-10,34.198,
2008-11,33.979,
2008-12,35.515,
2009-01,34.533,
2009-02,34.752,
2009-03,35.854,
2009-04,34.648,
2009-05,34.322,
2009-06,35.519,
2009-07,33.829,
2009-08,33.489,
2009-09,34.682,
2009-10,33.383,
2009-11,33.386,
2009-12,33.359,
2010-01,32.491,
2010-02,32.729,
2010-03,33.872,
2010-04,32.792,
2010-05,32.935,
2010-06,34.150,
2010-07,32.372,
2010-08,32.392,
2010-09,33.175,
2010-10,31.626,
2010-11,31.609,
2010-12,32.212,
2011-01,31.285,
2011-02,31.253,
2011-03,31.895,
2011-04,30.778,
2011-05,30.605,
2011-06,32.155,
2011-07,30.779,
2011-08,30.246,
2011-09,31.180,
2011-10,30.102,
2011-11,30.170,
2011-12,30.464,
2012-01,29.353,
2012-02,29.700,
2012-03,30.557,
2012-04,29.916,
2012-05,29.961,
2012-06,30.966,
2012-07,29.713,
2012-08,28.977,
2012-09,30.040,
2012-10,28.948,
2012-11,28.819,
2012-12,30.065,
2013-01,28.785,
2013-02,29.183,
2013-03,30.124,
2013-04,29.012,
2013-05,28.855,
2013-06,29.915,
2013-07,28.347,
2013-08,27.888,
2013-09,28.849,
2013-10,27.666,
2013-11,27.249,
2013-12,28.130,
2014-01,26.781,
2014-02,26.876,
2014-03,27.855,
2014-04,26.967,
2014-05,26.768,
2014-06,28.076,
2014-07,26.605,
2014-08,26.053,
2014-09,27.321,
2014-10,26.134,
2014-11,26.012,
2014-12,26.598,Provisional value
