"",BBK01.TVD423,BBK01.TVD423_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in other member states / General government / Securities / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:59,
1980-01,0,
1980-02,5,
1980-03,52,
1980-04,-5,
1980-05,-9,
1980-06,60,
1980-07,22,
1980-08,-5,
1980-09,21,
1980-10,73,
1980-11,70,
1980-12,-61,
1981-01,-56,
1981-02,9,
1981-03,-28,
1981-04,73,
1981-05,-17,
1981-06,-5,
1981-07,4,
1981-08,38,
1981-09,-2,
1981-10,7,
1981-11,-34,
1981-12,62,
1982-01,7,
1982-02,23,
1982-03,51,
1982-04,28,
1982-05,-41,
1982-06,24,
1982-07,-166,
1982-08,-4,
1982-09,-76,
1982-10,-36,
1982-11,38,
1982-12,-74,
1983-01,-42,
1983-02,32,
1983-03,8,
1983-04,-17,
1983-05,-30,
1983-06,58,
1983-07,-169,
1983-08,-19,
1983-09,-19,
1983-10,48,
1983-11,19,
1983-12,38,
1984-01,-74,
1984-02,-137,
1984-03,19,
1984-04,99,
1984-05,84,
1984-06,123,
1984-07,45,
1984-08,-29,
1984-09,4,
1984-10,39,
1984-11,-112,
1984-12,32,
1985-01,81,
1985-02,324,
1985-03,-46,
1985-04,-62,
1985-05,-38,
1985-06,18,
1985-07,3,
1985-08,8,
1985-09,49,
1985-10,149,
1985-11,240,
1985-12,-90,
1986-01,-92,
1986-02,-35,
1986-03,73,
1986-04,97,
1986-05,475,
1986-06,102,
1986-07,137,
1986-08,-235,
1986-09,161,
1986-10,26,
1986-11,-123,
1986-12,-101,
1987-01,-69,
1987-02,116,
1987-03,139,
1987-04,-64,
1987-05,59,
1987-06,187,
1987-07,62,
1987-08,35,
1987-09,0,
1987-10,-55,
1987-11,-167,
1987-12,-12,
1988-01,67,
1988-02,4,
1988-03,307,
1988-04,-1,
1988-05,131,
1988-06,140,
1988-07,117,
1988-08,-30,
1988-09,-48,
1988-10,-106,
1988-11,27,
1988-12,12,
1989-01,392,
1989-02,110,
1989-03,90,
1989-04,-110,
1989-05,-66,
1989-06,1,
1989-07,46,
1989-08,125,
1989-09,183,
1989-10,60,
1989-11,-19,
1989-12,-11,
1990-01,200,
1990-02,239,
1990-03,306,
1990-04,179,
1990-05,130,
1990-06,47,
1990-07,74,
1990-08,279,
1990-09,167,
1990-10,36,
1990-11,145,
1990-12,44,
1991-01,-7,
1991-02,164,
1991-03,317,
1991-04,166,
1991-05,204,
1991-06,214,
1991-07,-109,
1991-08,53,
1991-09,175,
1991-10,70,
1991-11,492,
1991-12,153,
1992-01,144,
1992-02,812,
1992-03,-40,
1992-04,313,
1992-05,58,
1992-06,655,
1992-07,-97,
1992-08,-65,
1992-09,-190,
1992-10,511,
1992-11,467,
1992-12,-30,
1993-01,78,
1993-02,692,
1993-03,581,
1993-04,384,
1993-05,162,
1993-06,25,
1993-07,-51,
1993-08,81,
1993-09,-39,
1993-10,352,
1993-11,68,
1993-12,462,
1994-01,-309,
1994-02,1467,
1994-03,20,
1994-04,207,
1994-05,234,
1994-06,-9,
1994-07,629,
1994-08,-52,
1994-09,264,
1994-10,-461,
1994-11,66,
1994-12,3,
1995-01,9,
1995-02,256,
1995-03,704,
1995-04,408,
1995-05,1103,
1995-06,51,
1995-07,-132,
1995-08,265,
1995-09,873,
1995-10,46,
1995-11,511,
1995-12,-370,
1996-01,168,
1996-02,915,
1996-03,780,
1996-04,298,
1996-05,-36,
1996-06,259,
1996-07,1241,
1996-08,-528,
1996-09,199,
1996-10,145,
1996-11,1437,
1996-12,864,
1997-01,547,
1997-02,1098,
1997-03,35,
1997-04,2094,
1997-05,920,
1997-06,1844,
1997-07,5814,
1997-08,-49,
1997-09,-78,
1997-10,2803,
1997-11,-1240,
1997-12,-847,
1998-01,1908,
1998-02,856,
1998-03,1163,
1998-04,939,
1998-05,6503,
1998-06,2405,
1998-07,-353,
1998-08,-1314,
1998-09,339,
1998-10,7018,
1998-11,1371,
1998-12,2532,
1999-01,4937,
1999-02,-1720,
1999-03,6696,
1999-04,6025,
1999-05,5632,
1999-06,-246,
1999-07,1845,
1999-08,2495,
1999-09,4339,
1999-10,4029,
1999-11,-945,
1999-12,1108,
2000-01,2659,
2000-02,1974,
2000-03,2274,
2000-04,-533,
2000-05,-604,
2000-06,-403,
2000-07,-1963,
2000-08,-1298,
2000-09,1832,
2000-10,648,
2000-11,-2612,
2000-12,-754,
2001-01,2087,
2001-02,2334,
2001-03,-1037,
2001-04,1029,
2001-05,3355,
2001-06,-3202,
2001-07,1180,
2001-08,4267,
2001-09,-814,
2001-10,-4430,
2001-11,-1782,
2001-12,1763,
2002-01,1539,
2002-02,435,
2002-03,2802,
2002-04,707,
2002-05,1644,
2002-06,-352,
2002-07,3434,
2002-08,486,
2002-09,948,
2002-10,-3366,
2002-11,-1293,
2002-12,-4193,
2003-01,1974,
2003-02,-1444,
2003-03,-4517,
2003-04,-1703,
2003-05,-3142,
2003-06,478,
2003-07,-3853,
2003-08,-4840,
2003-09,9867,
2003-10,520,
2003-11,-1002,
2003-12,1691,
2004-01,3088,
2004-02,5198,
2004-03,5790,
2004-04,998,
2004-05,-508,
2004-06,233,
2004-07,766,
2004-08,1191,
2004-09,-1921,
2004-10,6734,
2004-11,-3421,
2004-12,261,
2005-01,4788,
2005-02,3781,
2005-03,5582,
2005-04,8864,
2005-05,-3461,
2005-06,-3003,
2005-07,-3242,
2005-08,539,
2005-09,-3366,
2005-10,-1995,
2005-11,7639,
2005-12,-2597,
2006-01,6522,
2006-02,-870,
2006-03,1845,
2006-04,179,
2006-05,-618,
2006-06,-1445,
2006-07,-3176,
2006-08,-1808,
2006-09,-855,
2006-10,604,
2006-11,354,
2006-12,-4536,
2007-01,5526,
2007-02,-2013,
2007-03,382,
2007-04,-3960,
2007-05,3285,
2007-06,-2970,
2007-07,-4753,
2007-08,-6634,
2007-09,-2934,
2007-10,-62,
2007-11,-5498,
2007-12,1029,
2008-01,5410,
2008-02,2258,
2008-03,215,
2008-04,-1833,
2008-05,-2049,
2008-06,2784,
2008-07,-3208,
2008-08,-2611,
2008-09,-4684,
2008-10,-1049,
2008-11,-248,
2008-12,-1092,
2009-01,1231,
2009-02,544,
2009-03,-880,
2009-04,-1212,
2009-05,3081,
2009-06,-1084,
2009-07,1008,
2009-08,-2213,
2009-09,1600,
2009-10,3148,
2009-11,-936,
2009-12,-381,
2010-01,3644,
2010-02,2737,
2010-03,1961,
2010-04,29,
2010-05,-5719,
2010-06,844,
2010-07,2530,
2010-08,-221,
2010-09,3329,
2010-10,1993,
2010-11,-5023,
2010-12,-2368,
2011-01,4038,
2011-02,-506,
2011-03,-1496,
2011-04,743,
2011-05,620,
2011-06,-3048,
2011-07,-564,
2011-08,539,
2011-09,-3045,
2011-10,2646,
2011-11,-8266,
2011-12,-2359,
2012-01,2178,
2012-02,154,
2012-03,646,
2012-04,-2724,
2012-05,1081,
2012-06,-251,
2012-07,-2179,
2012-08,327,
2012-09,2649,
2012-10,992,
2012-11,-1571,
2012-12,1441,
2013-01,3052,
2013-02,-2715,
2013-03,-918,
2013-04,262,
2013-05,5242,
2013-06,-1099,
2013-07,1499,
2013-08,2301,
2013-09,-3617,
2013-10,-60,
2013-11,443,
2013-12,-1303,
2014-01,1991,
2014-02,3125,
2014-03,1007,
2014-04,631,
2014-05,-92,
2014-06,-66,
2014-07,1844,
2014-08,-1362,
2014-09,4184,
2014-10,1687,
2014-11,2444,
2014-12,-1729,
2015-01,5215,
