"",BBK01.OUM031,BBK01.OUM031_FLAGS
"",Time deposits of foreign banks (MFIs) / short-therm / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:16,
1968-12,0.001,
1969-01,0.001,
1969-02,-,Nothing exists
1969-03,-,Nothing exists
1969-04,-,Nothing exists
1969-05,-,Nothing exists
1969-06,0.001,
1969-07,0.001,
1969-08,0.001,
1969-09,0.052,
1969-10,0.052,
1969-11,0.057,
1969-12,0.057,
1970-01,0.052,
1970-02,0.057,
1970-03,0.027,
1970-04,0.027,
1970-05,0.029,
1970-06,0.046,
1970-07,0.055,
1970-08,0.072,
1970-09,0.063,
1970-10,0.101,
1970-11,0.127,
1970-12,0.140,
1971-01,0.146,
1971-02,0.154,
1971-03,0.186,
1971-04,0.201,
1971-05,0.215,
1971-06,0.218,
1971-07,0.318,
1971-08,0.320,
1971-09,0.309,
1971-10,0.304,
1971-11,0.283,
1971-12,0.275,
1972-01,0.267,
1972-02,0.253,
1972-03,0.233,
1972-04,0.211,
1972-05,0.171,
1972-06,0.120,
1972-07,0.059,
1972-08,0.058,
1972-09,0.049,
1972-10,0.045,
1972-11,0.045,
1972-12,0.040,
1973-01,0.042,
1973-02,0.041,
1973-03,0.038,
1973-04,0.035,
1973-05,0.035,
1973-06,0.063,
1973-07,0.063,
1973-08,0.062,
1973-09,0.061,
1973-10,0.059,
1973-11,0.076,
1973-12,0.083,
1974-01,0.081,
1974-02,0.079,
1974-03,0.077,
1974-04,0.074,
1974-05,0.059,
1974-06,0.058,
1974-07,0.070,
1974-08,0.059,
1974-09,0.060,
1974-10,0.061,
1974-11,0.056,
1974-12,0.053,
1975-01,0.063,
1975-02,0.050,
1975-03,0.046,
1975-04,0.046,
1975-05,0.045,
1975-06,0.052,
1975-07,0.059,
1975-08,0.067,
1975-09,0.067,
1975-10,0.063,
1975-11,0.056,
1975-12,0.061,
1976-01,0.056,
1976-02,0.056,
1976-03,0.050,
1976-04,0.046,
1976-05,0.039,
1976-06,0.035,
1976-07,0.039,
1976-08,0.039,
1976-09,0.039,
1976-10,0.038,
1976-11,0.037,
1976-12,0.033,
1977-01,0.041,
1977-02,0.046,
1977-03,0.043,
1977-04,0.049,
1977-05,0.069,
1977-06,0.065,
1977-07,0.075,
1977-08,0.041,
1977-09,0.031,
1977-10,0.029,
1977-11,0.029,
1977-12,0.048,
1978-01,0.058,
1978-02,0.058,
1978-03,0.057,
1978-04,0.031,
1978-05,0.031,
1978-06,0.032,
1978-07,0.043,
1978-08,0.048,
1978-09,0.051,
1978-10,0.049,
1978-11,0.049,
1978-12,0.053,
1979-01,0.052,
1979-02,0.050,
1979-03,0.065,
1979-04,0.070,
1979-05,0.084,
1979-06,0.113,
1979-07,0.186,
1979-08,0.212,
1979-09,0.185,
1979-10,0.201,
1979-11,0.236,
1979-12,0.315,
1980-01,0.263,
1980-02,0.125,
1980-03,0.107,
1980-04,0.074,
1980-05,0.077,
1980-06,0.109,
1980-07,0.078,
1980-08,0.087,
1980-09,0.107,
1980-10,0.090,
1980-11,0.098,
1980-12,0.099,
1981-01,0.104,
1981-02,0.091,
1981-03,0.182,
1981-04,0.216,
1981-05,0.346,
1981-06,0.327,
1981-07,0.397,
1981-08,0.417,
1981-09,0.270,
1981-10,0.258,
1981-11,0.350,
1981-12,0.389,
1982-01,0.397,
1982-02,0.417,
1982-03,0.379,
1982-04,0.402,
1982-05,0.383,
1982-06,0.373,
1982-07,0.393,
1982-08,0.403,
1982-09,0.402,
1982-10,0.402,
1982-11,0.482,
1982-12,0.522,
1983-01,0.627,
1983-02,0.640,
1983-03,0.568,
1983-04,0.538,
1983-05,0.381,
1983-06,0.409,
1983-07,0.396,
1983-08,0.385,
1983-09,0.365,
1983-10,0.262,
1983-11,0.182,
1983-12,0.071,
1984-01,0.057,
1984-02,0.046,
1984-03,0.039,
1984-04,0.049,
1984-05,0.006,
1984-06,0.012,
1984-07,0.013,
1984-08,0.007,
1984-09,0.007,
1984-10,0.007,
1984-11,0.007,
1984-12,0.007,
1985-01,0.006,
1985-02,0.006,
1985-03,0.006,
1985-04,0.006,
1985-05,0.006,
1985-06,0.006,
1985-07,0.006,
1985-08,0.006,
1985-09,0.006,
1985-10,0.004,
1985-11,0.004,
1985-12,0.004,
