"",BBK01.OUU103,BBK01.OUU103_FLAGS
"",Balances and loans to domestic banks (MFIs) / long-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:56,
1999-01,7.852,
1999-02,8.764,
1999-03,8.974,
1999-04,9.248,
1999-05,10.631,
1999-06,11.234,
1999-07,11.949,
1999-08,11.864,
1999-09,12.393,
1999-10,12.901,
1999-11,13.776,
1999-12,14.465,
2000-01,14.918,
2000-02,15.125,
2000-03,15.189,
2000-04,15.401,
2000-05,15.879,
2000-06,16.029,
2000-07,16.260,
2000-08,16.267,
2000-09,15.912,
2000-10,15.440,
2000-11,15.362,
2000-12,15.203,
2001-01,15.300,
2001-02,15.213,
2001-03,14.991,
2001-04,15.360,
2001-05,15.575,
2001-06,15.487,
2001-07,15.500,
2001-08,15.393,
2001-09,15.460,
2001-10,15.302,
2001-11,15.550,
2001-12,15.723,
2002-01,15.783,
2002-02,15.829,
2002-03,16.081,
2002-04,16.159,
2002-05,16.141,
2002-06,15.997,
2002-07,15.821,
2002-08,15.363,
2002-09,14.704,
2002-10,15.017,
2002-11,14.963,
2002-12,14.732,
2003-01,15.128,
2003-02,15.158,
2003-03,15.254,
2003-04,15.776,
2003-05,15.778,
2003-06,16.006,
2003-07,17.536,
2003-08,18.009,
2003-09,18.015,
2003-10,18.128,
2003-11,18.409,
2003-12,18.078,
2004-01,18.207,
2004-02,18.804,
2004-03,19.755,
2004-04,21.236,
2004-05,21.446,
2004-06,21.496,
2004-07,21.104,
2004-08,20.873,
2004-09,21.172,
2004-10,21.763,
2004-11,22.535,
2004-12,23.142,
2005-01,23.021,
2005-02,23.393,
2005-03,24.700,
2005-04,24.042,
2005-05,24.405,
2005-06,24.567,
2005-07,24.945,
2005-08,25.139,
2005-09,25.196,
2005-10,27.067,
2005-11,27.428,
2005-12,27.972,
2006-01,28.307,
2006-02,30.420,
2006-03,31.621,
2006-04,32.747,
2006-05,32.874,
2006-06,33.232,
2006-07,33.693,
2006-08,33.836,
2006-09,34.020,
2006-10,34.141,
2006-11,33.516,
2006-12,33.334,
2007-01,33.215,
2007-02,33.414,
2007-03,32.302,
2007-04,32.806,
2007-05,33.304,
2007-06,33.313,
2007-07,33.311,
2007-08,33.370,
2007-09,32.931,
2007-10,32.774,
2007-11,32.138,
2007-12,32.073,
2008-01,30.969,
2008-02,31.354,
2008-03,31.409,
2008-04,31.566,
2008-05,31.383,
2008-06,31.431,
2008-07,31.163,
2008-08,31.061,
2008-09,30.923,
2008-10,30.262,
2008-11,29.796,
2008-12,29.332,
2009-01,29.026,
2009-02,28.499,
2009-03,28.350,
2009-04,28.291,
2009-05,28.261,
2009-06,28.122,
2009-07,27.948,
2009-08,27.744,
2009-09,27.686,
2009-10,27.533,
2009-11,27.524,
2009-12,27.855,
2010-01,27.993,
2010-02,28.125,
2010-03,28.221,
2010-04,28.271,
2010-05,28.536,
2010-06,28.818,
2010-07,29.145,
2010-08,29.460,
2010-09,30.350,
2010-10,31.410,
2010-11,31.886,
2010-12,31.847,
2011-01,32.018,
2011-02,32.232,
2011-03,32.432,
2011-04,32.541,
2011-05,32.326,
2011-06,32.431,
2011-07,32.531,
2011-08,31.894,
2011-09,32.003,
2011-10,32.561,
2011-11,32.855,
2011-12,32.935,
2012-01,33.633,
2012-02,33.694,
2012-03,34.141,
2012-04,34.409,
2012-05,34.855,
2012-06,35.040,
2012-07,34.277,
2012-08,34.396,
2012-09,34.525,
2012-10,34.240,
2012-11,34.318,
2012-12,34.360,
2013-01,35.109,
2013-02,35.040,
2013-03,34.876,
2013-04,35.115,
2013-05,35.113,
2013-06,35.043,
2013-07,34.973,
2013-08,35.540,
2013-09,35.352,
2013-10,35.465,
2013-11,35.693,
2013-12,35.668,
2014-01,36.010,
2014-02,36.529,
2014-03,36.733,
2014-04,37.014,
2014-05,37.169,
2014-06,37.324,
2014-07,37.463,
2014-08,37.778,
2014-09,37.827,
2014-10,37.318,
2014-11,37.319,
2014-12,37.381,Provisional value
