"",BBK01.OUM218,BBK01.OUM218_FLAGS
"",Time deposits of social security funds / for up and including 1 year / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:34,
1968-12,0.021,
1969-01,0.016,
1969-02,0.020,
1969-03,0.013,
1969-04,0.014,
1969-05,0.008,
1969-06,0.012,
1969-07,0.029,
1969-08,0.030,
1969-09,0.035,
1969-10,0.035,
1969-11,0.031,
1969-12,0.047,
1970-01,0.044,
1970-02,0.054,
1970-03,0.052,
1970-04,0.056,
1970-05,0.067,
1970-06,0.086,
1970-07,0.121,
1970-08,0.118,
1970-09,0.129,
1970-10,0.141,
1970-11,0.124,
1970-12,0.139,
1971-01,0.142,
1971-02,0.133,
1971-03,0.128,
1971-04,0.117,
1971-05,0.094,
1971-06,0.072,
1971-07,0.061,
1971-08,0.049,
1971-09,0.050,
1971-10,0.044,
1971-11,0.050,
1971-12,0.062,
1972-01,0.056,
1972-02,0.048,
1972-03,0.035,
1972-04,0.034,
1972-05,0.037,
1972-06,0.041,
1972-07,0.046,
1972-08,0.055,
1972-09,0.054,
1972-10,0.067,
1972-11,0.067,
1972-12,0.072,
1973-01,0.063,
1973-02,0.070,
1973-03,0.067,
1973-04,0.067,
1973-05,0.078,
1973-06,0.080,
1973-07,0.086,
1973-08,0.080,
1973-09,0.080,
1973-10,0.080,
1973-11,0.075,
1973-12,0.080,
1974-01,0.085,
1974-02,0.088,
1974-03,0.075,
1974-04,0.075,
1974-05,0.070,
1974-06,0.067,
1974-07,0.090,
1974-08,0.092,
1974-09,0.100,
1974-10,0.094,
1974-11,0.078,
1974-12,0.084,
1975-01,0.071,
1975-02,0.074,
1975-03,0.079,
1975-04,0.080,
1975-05,0.085,
1975-06,0.079,
1975-07,0.097,
1975-08,0.088,
1975-09,0.074,
1975-10,0.072,
1975-11,0.052,
1975-12,0.073,
1976-01,0.069,
1976-02,0.063,
1976-03,0.032,
1976-04,0.063,
1976-05,0.063,
1976-06,0.050,
1976-07,0.055,
1976-08,0.039,
1976-09,0.078,
1976-10,0.042,
1976-11,0.050,
1976-12,0.075,
1977-01,0.087,
1977-02,0.087,
1977-03,0.051,
1977-04,0.069,
1977-05,0.062,
1977-06,0.075,
1977-07,0.089,
1977-08,0.094,
1977-09,0.094,
1977-10,0.084,
1977-11,0.078,
1977-12,0.101,
1978-01,0.071,
1978-02,0.044,
1978-03,0.055,
1978-04,0.042,
1978-05,0.042,
1978-06,0.044,
1978-07,0.052,
1978-08,0.055,
1978-09,0.077,
1978-10,0.049,
1978-11,0.036,
1978-12,0.059,
1979-01,0.046,
1979-02,0.049,
1979-03,0.049,
1979-04,0.049,
1979-05,0.049,
1979-06,0.049,
1979-07,0.049,
1979-08,0.049,
1979-09,0.049,
1979-10,0.049,
1979-11,0.041,
1979-12,0.051,
1980-01,0.049,
1980-02,0.049,
1980-03,0.050,
1980-04,0.050,
1980-05,0.052,
1980-06,0.052,
1980-07,0.052,
1980-08,0.052,
1980-09,0.050,
1980-10,0.060,
1980-11,0.063,
1980-12,0.090,
1981-01,0.069,
1981-02,0.058,
1981-03,0.059,
1981-04,0.059,
1981-05,0.059,
1981-06,0.081,
1981-07,0.086,
1981-08,0.087,
1981-09,0.081,
1981-10,0.078,
1981-11,0.087,
1981-12,0.088,
1982-01,0.099,
1982-02,0.103,
1982-03,0.105,
1982-04,0.102,
1982-05,0.146,
1982-06,0.182,
1982-07,0.130,
1982-08,0.127,
1982-09,0.171,
1982-10,0.129,
1982-11,0.178,
1982-12,0.186,
1983-01,0.171,
1983-02,0.170,
1983-03,0.146,
1983-04,0.130,
1983-05,0.103,
1983-06,0.109,
1983-07,0.137,
1983-08,0.135,
1983-09,0.140,
1983-10,0.115,
1983-11,0.064,
1983-12,0.051,
1984-01,0.051,
1984-02,0.051,
1984-03,0.049,
1984-04,0.052,
1984-05,0.049,
1984-06,0.050,
1984-07,0.049,
1984-08,0.049,
1984-09,0.044,
1984-10,0.036,
1984-11,0.006,
1984-12,0.017,
1985-01,0.057,
1985-02,0.055,
1985-03,0.040,
1985-04,0.043,
1985-05,0.046,
1985-06,0.047,
1985-07,0.057,
1985-08,0.052,
1985-09,0.059,
1985-10,0.047,
1985-11,0.034,
1985-12,0.064,
1986-01,0.076,
1986-02,0.069,
1986-03,0.070,
1986-04,0.054,
1986-05,0.075,
1986-06,0.118,
1986-07,0.112,
1986-08,0.113,
1986-09,0.107,
1986-10,0.118,
1986-11,0.112,
1986-12,0.090,
1987-01,0.100,
1987-02,0.087,
1987-03,0.064,
1987-04,0.057,
1987-05,0.135,
1987-06,0.176,
1987-07,0.130,
1987-08,0.129,
1987-09,0.134,
1987-10,0.131,
1987-11,0.144,
1987-12,0.143,
1988-01,0.130,
1988-02,0.131,
1988-03,0.075,
1988-04,0.069,
1988-05,0.092,
1988-06,0.102,
1988-07,0.104,
1988-08,0.111,
1988-09,0.112,
1988-10,0.119,
1988-11,0.103,
1988-12,0.119,
1989-01,0.128,
1989-02,0.135,
1989-03,0.145,
1989-04,0.147,
1989-05,0.179,
1989-06,0.176,
1989-07,0.174,
1989-08,0.159,
1989-09,0.160,
1989-10,0.131,
1989-11,0.145,
1989-12,0.085,
1990-01,0.085,
1990-02,0.074,
1990-03,0.060,
1990-04,0.051,
1990-05,0.089,
1990-06,0.058,
1990-07,0.079,
1990-08,0.094,
1990-09,0.069,
1990-10,0.092,
1990-11,0.085,
1990-12,0.092,
1991-01,0.050,
1991-02,0.060,
1991-03,0.060,
1991-04,0.061,
