"",BBK01.QUY673,BBK01.QUY673_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Countries in Oceania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:29,
2002-03,0.080,
2002-04,0.084,
2002-05,0.094,
2002-06,0.099,
2002-07,0.101,
2002-08,0.103,
2002-09,0.106,
2002-10,0.100,
2002-11,0.084,
2002-12,0.103,
2003-01,0.103,
2003-02,0.103,
2003-03,0.091,
2003-04,0.094,
2003-05,0.112,
2003-06,0.113,
2003-07,0.113,
2003-08,0.085,
2003-09,0.094,
2003-10,0.083,
2003-11,0.107,
2003-12,0.122,
2004-01,0.137,
2004-02,0.107,
2004-03,0.179,
2004-04,0.747,
2004-05,0.757,
2004-06,0.072,
2004-07,0.019,
2004-08,0.106,
2004-09,0.051,
2004-10,0.106,
2004-11,0.118,
2004-12,0.150,
2005-01,0.212,
2005-02,0.282,
2005-03,0.229,
2005-04,0.199,
2005-05,0.148,
2005-06,0.108,
2005-07,0.100,
2005-08,0.143,
2005-09,0.058,
2005-10,0.095,
2005-11,0.151,
2005-12,0.068,
2006-01,0.088,
2006-02,0.042,
2006-03,0.015,
2006-04,0.015,
2006-05,0.016,
2006-06,0.014,
2006-07,0.014,
2006-08,0.014,
2006-09,0.014,
2006-10,0.022,
2006-11,0.024,
2006-12,0.013,
2007-01,0.032,
2007-02,0.013,
2007-03,0.013,
2007-04,0.034,
2007-05,0.033,
2007-06,0.057,
2007-07,0.063,
2007-08,1.387,
2007-09,1.392,
2007-10,0.112,
2007-11,0.011,
2007-12,0.009,
2008-01,0.009,
2008-02,0.012,
2008-03,0.009,
2008-04,0.009,
2008-05,0.009,
2008-06,0.009,
2008-07,0.013,
2008-08,0.049,
2008-09,0.149,
2008-10,0.106,
2008-11,0.091,
2008-12,0.115,
2009-01,0.093,
2009-02,0.020,
2009-03,0.026,
2009-04,0.034,
2009-05,0.034,
2009-06,0.053,
2009-07,0.065,
2009-08,0.103,
2009-09,0.072,
2009-10,0.149,
2009-11,0.038,
2009-12,0.275,
2010-01,0.254,
2010-02,0.213,
2010-03,0.090,
2010-04,0.099,
2010-05,0.100,
2010-06,0.105,
2010-07,0.379,
2010-08,0.276,
2010-09,0.197,
2010-10,0.352,
2010-11,0.211,
2010-12,0.403,
2011-01,0.440,
2011-02,0.509,
2011-03,0.354,
2011-04,0.544,
2011-05,0.264,
2011-06,0.476,
2011-07,0.544,
2011-08,0.253,
2011-09,0.485,
2011-10,0.607,
2011-11,0.572,
2011-12,0.601,
2012-01,0.673,
2012-02,0.677,
2012-03,0.665,
2012-04,0.685,
2012-05,0.352,
2012-06,0.358,
2012-07,0.433,
2012-08,0.416,
2012-09,0.440,
2012-10,0.396,
2012-11,0.421,
2012-12,0.379,
2013-01,0.324,
2013-02,0.340,
2013-03,0.405,
2013-04,0.918,
2013-05,0.384,
2013-06,0.319,
2013-07,0.296,
2013-08,0.156,
2013-09,0.204,
2013-10,0.537,
2013-11,0.494,
2013-12,0.461,
2014-01,0.529,
2014-02,0.536,
2014-03,0.634,
2014-04,0.550,
2014-05,0.953,
2014-06,0.652,
2014-07,0.597,
2014-08,0.694,
2014-09,0.755,
2014-10,0.567,
