"",BBK01.CEF402,BBK01.CEF402_FLAGS
"",Loans                                                           debtor: Total           creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:00,
1999-01,3015.8,
1999-04,3080.3,
1999-07,3113.2,
1999-10,3199.8,
2000-01,3243.7,
2000-04,3307.5,
2000-07,3306.3,
2000-10,3322.6,
2001-01,3440.8,
2001-04,3429.2,
2001-07,3432.2,
2001-10,3431.3,
2002-01,3457.3,
2002-04,3416.8,
2002-07,3448.4,
2002-10,3451.7,
2003-01,3476.9,
2003-04,3447.9,
2003-07,3464.9,
2003-10,3483.2,
2004-01,3519.7,
2004-04,3470.1,
2004-07,3515.1,
2004-10,3492.6,
2005-01,3507.8,
2005-04,3506.9,
2005-07,3548.8,
2005-10,3542.2,
2006-01,3564.9,
2006-04,3561.5,
2006-07,3612.6,
2006-10,3548.7,
2007-01,3601.8,
2007-04,3634.4,
2007-07,3686.4,
2007-10,3703.6,
2008-01,3798.9,
2008-04,3828.1,
2008-07,3889.6,
2008-10,3868.0,
2009-01,3907.7,
2009-04,3938.2,
2009-07,3908.8,
2009-10,3893.2,
2010-01,3931.2,
2010-04,4045.7,
2010-07,4056.2,
2010-10,4106.0,
2011-01,4086.6,
2011-04,4100.8,
2011-07,4281.0,
2011-10,4285.8,
2012-01,4477.8,
2012-04,4602.4,
2012-07,4590.6,
2012-10,4519.0,
2013-01,4476.0,
2013-04,4480.1,
2013-07,4323.7,
2013-10,4244.3,
2014-01,4203.6,
2014-04,4219.0,
2014-07,4255.5,
