"",BBK01.OXA8E3,BBK01.OXA8E3_FLAGS
"",Medium-term loans (including bills of exchange) to domestic enterprises - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:51,
1999-01,68.046,
1999-02,71.396,
1999-03,72.502,
1999-04,73.405,
1999-05,71.823,
1999-06,71.536,
1999-07,72.643,
1999-08,73.391,
1999-09,73.377,
1999-10,74.175,
1999-11,73.603,
1999-12,75.757,
2000-01,76.558,
2000-02,76.822,
2000-03,77.143,
2000-04,78.082,
2000-05,78.690,
2000-06,79.989,
2000-07,83.118,
2000-08,84.484,
2000-09,84.807,
2000-10,85.368,
2000-11,85.770,
2000-12,86.930,
2001-01,85.808,
2001-02,85.840,
2001-03,85.439,
2001-04,83.852,
2001-05,85.083,
2001-06,84.396,
2001-07,84.464,
2001-08,85.190,
2001-09,86.193,
2001-10,86.496,
2001-11,87.126,
2001-12,88.879,
2002-01,87.691,
2002-02,88.560,
2002-03,89.253,
2002-04,89.993,
2002-05,90.286,
2002-06,89.256,
2002-07,89.431,
2002-08,90.084,
2002-09,89.712,
2002-10,91.404,
2002-11,89.197,
2002-12,90.574,
2003-01,91.640,
2003-02,91.068,
2003-03,89.868,
2003-04,90.032,
2003-05,89.549,
2003-06,89.988,
2003-07,89.609,
2003-08,91.180,
2003-09,90.541,
2003-10,91.116,
2003-11,91.157,
2003-12,90.822,
2004-01,91.566,
2004-02,91.193,
2004-03,91.421,
2004-04,91.518,
2004-05,93.539,
2004-06,93.938,
2004-07,94.017,
2004-08,94.743,
2004-09,94.176,
2004-10,91.774,
2004-11,91.091,
2004-12,90.378,
2005-01,90.887,
2005-02,90.424,
2005-03,89.789,
2005-04,88.692,
2005-05,88.290,
2005-06,87.983,
2005-07,89.429,
2005-08,91.980,
2005-09,92.696,
2005-10,92.883,
2005-11,93.197,
2005-12,92.729,
2006-01,92.091,
2006-02,93.235,
2006-03,93.861,
2006-04,93.834,
2006-05,94.723,
2006-06,96.720,
2006-07,99.006,
2006-08,97.108,
2006-09,98.984,
2006-10,98.371,
2006-11,98.857,
2006-12,96.938,
2007-01,101.680,
2007-02,101.193,
2007-03,100.674,
2007-04,100.970,
2007-05,104.306,
2007-06,103.809,
2007-07,103.608,
2007-08,107.288,
2007-09,108.296,
2007-10,106.377,
2007-11,109.235,
2007-12,114.173,
2008-01,116.329,
2008-02,118.907,
2008-03,120.012,
2008-04,120.252,
2008-05,120.723,
2008-06,121.644,
2008-07,122.381,
2008-08,124.775,
2008-09,125.698,
2008-10,128.738,
2008-11,129.592,
2008-12,132.455,
2009-01,134.265,
2009-02,137.442,
2009-03,133.480,
2009-04,137.307,
2009-05,138.064,
2009-06,140.275,
2009-07,143.096,
2009-08,143.051,
2009-09,142.358,
2009-10,141.737,
2009-11,141.551,
2009-12,146.281,
2010-01,145.547,
2010-02,146.218,
2010-03,141.420,
2010-04,141.734,
2010-05,141.308,
2010-06,141.537,
2010-07,140.930,
2010-08,140.269,
2010-09,139.761,
2010-10,140.177,
2010-11,141.367,
2010-12,141.021,
2011-01,140.309,
2011-02,140.753,
2011-03,141.873,
2011-04,139.178,
2011-05,139.844,
2011-06,137.590,
2011-07,138.543,
2011-08,142.567,
2011-09,142.514,
2011-10,143.687,
2011-11,144.467,
2011-12,145.528,
2012-01,144.546,
2012-02,143.658,
2012-03,144.078,
2012-04,144.595,
2012-05,145.190,
2012-06,144.739,
2012-07,145.457,
2012-08,144.953,
2012-09,144.298,
2012-10,144.647,
2012-11,145.834,
2012-12,144.512,
2013-01,143.687,
2013-02,144.462,
2013-03,144.637,
2013-04,144.157,
2013-05,146.062,
2013-06,144.657,
2013-07,145.677,
2013-08,142.928,
2013-09,140.844,
2013-10,140.970,
2013-11,142.397,
2013-12,141.397,
2014-01,142.112,
2014-02,142.376,
2014-03,142.927,
2014-04,145.870,
2014-05,145.750,
2014-06,144.502,
2014-07,144.438,
2014-08,145.042,
2014-09,144.615,
2014-10,145.592,
2014-11,146.868,
2014-12,146.338,Provisional value
