"",BBK01.OUK379,BBK01.OUK379_FLAGS
"",Loans to foreign general government for over five years / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:59,
1999-01,0.663,
1999-02,0.637,
1999-03,0.685,
1999-04,0.722,
1999-05,0.714,
1999-06,0.732,
1999-07,0.724,
1999-08,0.715,
1999-09,0.730,
1999-10,0.730,
1999-11,0.731,
1999-12,0.769,
2000-01,0.753,
2000-02,0.756,
2000-03,0.839,
2000-04,0.861,
2000-05,0.840,
2000-06,0.821,
2000-07,0.807,
2000-08,0.760,
2000-09,0.678,
2000-10,0.775,
2000-11,0.767,
2000-12,0.723,
2001-01,0.795,
2001-02,0.767,
2001-03,0.800,
2001-04,0.777,
2001-05,0.781,
2001-06,0.858,
2001-07,0.784,
2001-08,0.966,
2001-09,0.898,
2001-10,0.897,
2001-11,0.893,
2001-12,0.888,
2002-01,0.788,
2002-02,0.786,
2002-03,0.661,
2002-04,0.648,
2002-05,0.647,
2002-06,0.641,
2002-07,0.619,
2002-08,0.613,
2002-09,0.598,
2002-10,0.598,
2002-11,0.597,
2002-12,0.593,
2003-01,0.557,
2003-02,0.513,
2003-03,0.558,
2003-04,0.555,
2003-05,0.552,
2003-06,0.554,
2003-07,0.554,
2003-08,0.555,
2003-09,0.554,
2003-10,0.554,
2003-11,0.491,
2003-12,0.471,
2004-01,0.531,
2004-02,0.529,
2004-03,0.503,
2004-04,0.504,
2004-05,0.532,
2004-06,0.635,
2004-07,0.572,
2004-08,0.560,
2004-09,0.668,
2004-10,0.677,
2004-11,0.563,
2004-12,0.446,
2005-01,0.374,
2005-02,0.401,
2005-03,0.620,
2005-04,0.547,
2005-05,0.607,
2005-06,0.648,
2005-07,0.341,
2005-08,0.445,
2005-09,0.443,
2005-10,0.454,
2005-11,0.457,
2005-12,0.446,
2006-01,0.439,
2006-02,0.486,
2006-03,0.484,
2006-04,0.483,
2006-05,0.485,
2006-06,0.334,
2006-07,0.369,
2006-08,0.354,
2006-09,0.549,
2006-10,0.549,
2006-11,0.547,
2006-12,0.501,
2007-01,0.474,
2007-02,0.474,
2007-03,0.471,
2007-04,0.309,
2007-05,0.309,
2007-06,0.235,
2007-07,0.235,
2007-08,0.220,
2007-09,0.218,
2007-10,0.217,
2007-11,0.205,
2007-12,0.179,
2008-01,0.180,
2008-02,0.179,
2008-03,0.177,
2008-04,0.176,
2008-05,0.176,
2008-06,0.162,
2008-07,0.161,
2008-08,0.161,
2008-09,0.160,
2008-10,0.161,
2008-11,0.210,
2008-12,0.208,
2009-01,0.198,
2009-02,0.198,
2009-03,0.194,
2009-04,0.195,
2009-05,0.195,
2009-06,0.151,
2009-07,0.172,
2009-08,0.172,
2009-09,0.190,
2009-10,0.193,
2009-11,0.194,
2009-12,0.191,
2010-01,0.191,
2010-02,0.171,
2010-03,0.170,
2010-04,0.170,
2010-05,0.171,
2010-06,0.158,
2010-07,0.157,
2010-08,0.194,
2010-09,0.198,
2010-10,0.167,
2010-11,0.193,
2010-12,0.173,
2011-01,0.180,
2011-02,0.182,
2011-03,0.182,
2011-04,0.180,
2011-05,0.180,
2011-06,0.179,
2011-07,0.177,
2011-08,0.173,
2011-09,0.172,
2011-10,0.169,
2011-11,0.168,
2011-12,0.167,
2012-01,0.165,
2012-02,0.165,
2012-03,0.164,
2012-04,0.162,
2012-05,0.162,
2012-06,0.160,
2012-07,0.158,
2012-08,0.158,
2012-09,0.153,
2012-10,0.155,
2012-11,0.155,
2012-12,0.153,
2013-01,0.151,
2013-02,0.145,
2013-03,0.144,
2013-04,0.142,
2013-05,0.141,
2013-06,0.140,
2013-07,0.126,
2013-08,0.126,
2013-09,0.125,
2013-10,0.123,
2013-11,0.128,
2013-12,0.127,
2014-01,0.127,
2014-02,0.121,
2014-03,0.120,
2014-04,0.118,
2014-05,0.118,
2014-06,0.117,
2014-07,0.117,
2014-08,0.117,
2014-09,0.116,
2014-10,0.114,
2014-11,0.114,
2014-12,0.113,Provisional value
